OpCode	Camera	MovieSeqIndex	StartTimeOffset	Format	Filename	Frames	Rate
1	0	0	0.00000	0	1_L13.avi	135300	29.97000
10	0	0	0.00000	0	10_L21.avi	146080	29.97000
10001	0	0	0.00000	0	10001_L14.avi	172706	29.97000
102	0	0	0.00000	0	102_L25.avi	182325	29.97000
103	0	0	0.00000	0	103_L13.avi	159015	29.97000
104	0	0	0.00000	0	104_L9.avi	47310	29.97000
106	0	0	0.00000	0	106_L25.avi	152425	29.97000
107	0	0	0.00000	0	107_L15.avi	117526	29.97000
108	0	0	0.00000	0	108_L5.avi	149280	29.97000
108	1	0	0.00000	0	108_R6.avi	149595	29.97000
11	0	0	0.00000	0	11_L13.avi	142155	29.97000
111	0	0	0.00000	0	111_L19.avi	151615	29.97000
112	0	0	0.00000	0	112_L17.avi	161145	29.97000
115	0	0	0.00000	0	115_L9.avi	181126	29.97000
116	0	0	0.00000	0	116_L5.avi	212070	29.97000
11R2	0	0	0.00000	0	11R2_L11.avi	165840	29.97000
11R2	1	0	0.00000	0	11R2_R12.avi	165555	29.97000
11R3	0	0	0.00000	0	11R3_L9.avi	162960	29.97000
11R3	1	0	0.00000	0	11R3_R10.avi	162255	29.97000
11R4	0	0	0.00000	0	11R4_L19 all good.avi	155955	29.97000
11R4	1	0	0.00000	0	11R4_R20_all good.avi	155640	29.97000
12	0	0	0.00000	0	12_L17.avi	132345	29.97000
122	0	0	0.00000	0	122_L13.avi	125295	29.97000
12RC1	0	0	0.00000	0	12RC1_L5.avi	125820	29.97000
12RC2	0	0	0.00000	0	12RC2_L19.avi	154630	29.97000
12RC6	0	0	0.00000	0	12RC6_L11.avi	150595	29.97000
12RC7	0	0	0.00000	0	12RC7_L5.avi	117540	29.97000
12RC8	0	0	0.00000	0	12RC8_L21.avi	119175	29.97000
13	0	0	0.00000	0	13_L21.avi	172020	29.97000
135	0	0	0.00000	0	135_L11.avi	132435	29.97000
13RC1	0	0	0.00000	0	13RC1_L9.avi	136080	29.97000
13RC11	0	0	0.00000	0	13RC11_L19.avi	126796	29.97000
13RC12	0	0	0.00000	0	13RC12_L5.avi	128656	29.97000
13RC15	0	0	0.00000	0	13RC15_L15.avi	97381	29.97000
13RC4	0	0	0.00000	0	13RC4_L13.avi	127336	29.97000
13RC6	0	0	0.00000	0	13RC6_L25.avi	117901	29.97000
13RC8	0	0	0.00000	0	13RC8_L23.avi	124695	29.97000
13RC9	0	0	0.00000	0	13RC9_L17.avi	125245	29.97000
14	0	0	0.00000	0	14_L21.avi	124165	29.97000
143	0	0	0.00000	0	143_L14.avi	118711	29.97000
15	0	0	0.00000	0	15_L23.avi	126355	29.97000
16	0	0	0.00000	0	16_L25.avi	161595	29.97000
160	0	0	0.00000	0	160_L19.avi	118765	29.97000
167	0	0	0.00000	0	167_L21.avi	130695	29.97000
17	0	0	0.00000	0	17_L21.avi	137460	29.97000
170	0	0	0.00000	0	170_L21.avi	148320	29.97000
18	0	0	0.00000	0	18_L23.avi	202320	29.97000
183	0	0	0.00000	0	183_L9.avi	121456	29.97000
19	0	0	0.00000	0	19_L19.avi	183175	29.97000
196	0	0	0.00000	0	196_L25.avi	129285	29.97000
20	0	0	0.00000	0	20_L5.avi	171840	29.97000
207	0	0	0.00000	0	207_L11.avi	153270	29.97000
224	0	0	0.00000	0	224_L23.avi	131140	29.97000
23	0	0	0.00000	0	23_L11.avi	122011	29.97000
24	0	0	0.00000	0	24_L9.avi	208110	29.97000
240	0	0	0.00000	0	240_L13.avi	128370	29.97000
25	0	0	0.00000	0	25_L19.avi	199260	29.97000
256	0	0	0.00000	0	256_L11.avi	194130	29.97000
26	0	0	0.00000	0	26_L9.avi	151380	29.97000
27	0	0	0.00000	0	27_L23.avi	208620	29.97000
270	0	0	0.00000	0	270_L5.avi	121575	29.97000
271	0	0	0.00000	0	271_L21.avi	121230	29.97000
272	0	0	0.00000	0	272_L25.avi	107685	29.97000
28	0	0	0.00000	0	28_L15.avi	154140	29.97000
282	0	0	0.00000	0	282_L15.avi	118615	29.97000
287	0	0	0.00000	0	287_L13.avi	160560	29.97000
288	0	0	0.00000	0	288_L5.avi	123465	29.97000
29	0	0	0.00000	0	29_L23.avi	192870	29.97000
3	0	0	0.00000	0	3_L15.avi	115801	29.97000
30	0	0	0.00000	0	30_L9.avi	149490	29.97000
31	0	0	0.00000	0	31_L15.avi	121455	29.97000
32	0	0	0.00000	0	32_L11.avi	147511	29.97000
327	0	0	0.00000	0	327_L15.avi	166231	29.97000
331	0	0	0.00000	0	331_L5.avi	132406	29.97000
335	0	0	0.00000	0	335_L23.avi	152560	29.97000
35	0	0	0.00000	0	35_L25.avi	183145	29.97000
36	0	0	0.00000	0	36_L13.avi	172815	29.97000
37	0	0	0.00000	0	37_L19.avi	234210	29.97000
375	0	0	0.00000	0	375_L19.avi	130375	29.97000
378	0	0	0.00000	0	378_L11.avi	121455	29.97000
38	0	0	0.00000	0	38_L11.avi	177135	29.97000
384	0	0	0.00000	0	384_L17.avi	135510	29.97000
39	0	0	0.00000	0	39_L15.avi	160950	29.97000
391	0	0	0.00000	0	391_L21.avi	133591	29.97000
394	0	0	0.00000	0	394_L9.avi	136650	29.97000
4	0	0	0.00000	0	4_L11.avi	132990	29.97000
40	0	0	0.00000	0	40_L19.avi	190200	29.97000
400	0	0	0.00000	0	400_L13.avi	134731	29.97000
407	0	0	0.00000	0	407_L19.avi	137311	29.97000
41	0	0	0.00000	0	41_L17.avi	199440	29.97000
42	0	0	0.00000	0	42_L23.avi	121120	29.97000
44	0	0	0.00000	0	44_L21.avi	149190	29.97000
443	0	0	0.00000	0	443_L11.avi	130965	29.97000
45	0	0	0.00000	0	45_L5.avi	172680	29.97000
455	0	0	0.00000	0	455_L13.avi	124500	29.97000
47	0	0	0.00000	0	47_L15.avi	142860	29.97000
48	0	0	0.00000	0	48_L23.avi	162810	29.97000
49	0	0	0.00000	0	49_L9.avi	133110	29.97000
490	0	0	0.00000	0	490_L19.avi	131146	29.97000
506	0	0	0.00000	0	506_L23.avi	124545	29.97000
523	0	0	0.00000	0	523_L17.avi	115741	29.97000
527	0	0	0.00000	0	527_L9.avi	133275	29.97000
53	0	0	0.00000	0	53_L21.avi	236235	29.97000
54	0	0	0.00000	0	54_L25.avi	184080	29.97000
55	0	0	0.00000	0	55_L15.avi	137185	29.97000
554	0	0	0.00000	0	554_L15.avi	134040	29.97000
58	0	0	0.00000	0	58_L25.avi	128320	29.97000
583	0	0	0.00000	0	583_L5.avi	222901	29.97000
599	0	0	0.00000	0	599_L11.avi	139110	29.97000
6	0	0	0.00000	0	6_L25.avi	208680	29.97000
60	0	0	0.00000	0	60_L11.avi	224295	29.97000
61	0	0	0.00000	0	61_L23.avi	177555	29.97000
62	0	0	0.00000	0	62_L23.avi	145155	29.97000
624	0	0	0.00000	0	624_L11.avi	132750	29.97000
63	0	0	0.00000	0	63_L21.avi	218550	29.97000
634	0	0	0.00000	0	634_L15.avi	125970	29.97000
64	0	0	0.00000	0	64_L5.avi	158835	29.97000
647	0	0	0.00000	0	647_L5.avi	135211	29.97000
65	0	0	0.00000	0	65_L15.avi	140925	29.97000
666	0	0	0.00000	0	666_L21.avi	126840	29.97000
67	0	0	0.00000	0	67_L15.avi	174600	29.97000
682	0	0	0.00000	0	682_L19.avi	118365	29.97000
69	0	0	0.00000	0	69_L9.avi	232470	29.97000
694	0	0	0.00000	0	694_L15.avi	129555	29.97000
698	0	0	0.00000	0	698_L9.avi	121440	29.97000
7	0	0	0.00000	0	7_L11.avi	182955	29.97000
70	0	0	0.00000	0	70_L9.avi	178035	29.97000
71	0	0	0.00000	0	71_L23.avi	183175	29.97000
719	0	0	0.00000	0	719_L13.avi	118365	29.97000
72	0	0	0.00000	0	72_L25.avi	141510	29.97000
73	0	0	0.00000	0	73_L11.avi	192525	29.97000
746	0	0	0.00000	0	746_L11.avi	123220	29.97000
748	0	0	0.00000	0	748_L23.avi	128941	29.97000
75	0	0	0.00000	0	75_L21.avi	138625	29.97000
76	0	0	0.00000	0	76_L13.avi	150120	29.97000
764	0	0	0.00000	0	764_L11.avi	126661	29.97000
77	0	0	0.00000	0	77_L13.avi	174930	29.97000
78	0	0	0.00000	0	78_L23.avi	139915	29.97000
78	1	0	0.00000	0	78_R24.avi	140970	29.97000
782	0	0	0.00000	0	782_L19.avi	137295	29.97000
783	0	0	0.00000	0	783_L17.avi	155545	29.97000
79	0	0	0.00000	0	79_L9.avi	157515	29.97000
791	0	0	0.00000	0	791_L17.avi	141221	29.97000
80	0	0	0.00000	0	80_L25.avi	16995	29.97000
800	0	0	0.00000	0	800_L9.avi	118965	29.97000
81	0	0	0.00000	0	81_L25.avi	131640	29.97000
810	0	0	0.00000	0	810_L5.avi	102960	29.97000
82	0	0	0.00000	0	82_L11.avi	206610	29.97000
826	0	0	0.00000	0	826_L15.avi	126345	29.97000
83	0	0	0.00000	0	83_L5.avi	183855	29.97000
84	0	0	0.00000	0	84_L15.avi	172755	29.97000
848	0	0	0.00000	0	848_L17.avi	134281	29.97000
855	0	0	0.00000	0	855_L9.avi	138256	29.97000
858	0	0	0.00000	0	858_L5.avi	125925	29.97000
86	0	0	0.00000	0	86_L15.avi	207465	29.97000
87	0	0	0.00000	0	87_L25.avi	145231	29.97000
88	0	0	0.00000	0	88_L21.avi	174675	29.97000
90	0	0	0.00000	0	90_L5.avi	147165	29.97000
91	0	0	0.00000	0	91_L11.avi	202560	29.97000
91	0	0	0.00000	0	92_L19.avi	150840	29.97000
92	0	0	0.00000	0	92_L19.avi	150840	29.97000
95	0	0	0.00000	0	95_L13.avi	147300	29.97000
96	0	0	0.00000	0	96_L21.avi	158385	29.97000
97	0	0	0.00000	0	97_L15.avi	186720	29.97000
GBR1-2	0	0	0.00000	0	GBR1-2_L21.avi	123301	29.97000
GBR1-3	0	0	0.00000	0	GBR1-3_L19.avi	124351	29.97000
GBR1-4	0	0	0.00000	0	GBR1-4_L15.avi	123076	29.97000
GBR4-1	0	0	0.00000	0	GBR4-1_L9.avi	123481	29.97000
GBR4-2	0	0	0.00000	0	GBR4-2_L13.avi	123480	29.97000
GBR5-1	0	0	0.00000	0	GBR5-1_L17.avi	123150	29.97000
GBR5-2	0	0	0.00000	0	GBR5-2_L23.avi	122055	29.97000
GBR5-3	0	0	0.00000	0	GBR5-3_L11.avi	123180	29.97000
RB1	0	0	0.00000	0	RB1_L25.avi	211275	29.97000
RB2	0	0	0.00000	0	RB2_L13.avi	174990	29.97000
RC1	0	0	0.00000	0	RC1_L17.avi	181935	29.97000
RC2	0	0	0.00000	0	RC2_L11.avi	183735	29.97000
RC3	0	0	0.00000	0	RC3(2)_L5.avi	127740	29.97000
