CampaignID	Sample	Latitude	Longitude	Date	Time	Location	Status	Site	Depth	Observer	Successful
2014-12_Geographe.Bay_stereoBRUVs	458	-33.51505	115.50435	2014-12-16	10:58:00	Geographe Bay	Fished		6.2	Lizzy	Yes
2014-12_Geographe.Bay_stereoBRUVs	463	-33.51505	115.50435	2014-12-12	08:03:00	Geographe Bay	Fished		24.3	Lizzy	Yes
2014-12_Geographe.Bay_stereoBRUVs	474	-33.4681167	115.5436	2014-12-16	06:23:00	Geographe Bay	Fished		6.8	Laura	Yes
2014-12_Geographe.Bay_stereoBRUVs	480	-33.3475833	115.5777	2014-12-14	09:06:00	Geographe Bay	Fished		7.4	Laura	Yes
2014-12_Geographe.Bay_stereoBRUVs	490	-33.5613	115.3612	2014-12-17	06:20:00	Geographe Bay	Fished		13.4	Lizzy	Yes
2014-12_Geographe.Bay_stereoBRUVs	492	-33.4637833	115.4974833	2014-12-16	08:40:00	Geographe Bay	Fished		14.7	Laura	Yes
2014-12_Geographe.Bay_stereoBRUVs	496	-33.4851167	115.4752333	2014-12-16	10:42:00	Geographe Bay	Fished		15.3	Lauren	Yes
2014-12_Geographe.Bay_stereoBRUVs	499	-33.45165	115.5441167	2014-12-16	06:36:00	Geographe Bay	Fished		9.9	Lauren	Yes
2014-12_Geographe.Bay_stereoBRUVs	503	-33.5845333	115.3097667	2014-12-17	07:48:00	Geographe Bay	Fished		16.3	Lizzy	Yes
2014-12_Geographe.Bay_stereoBRUVs	506	-33.5173833	115.4165	2014-12-16	11:23:00	Geographe Bay	Fished		14.1	Lizzy	Yes
2014-12_Geographe.Bay_stereoBRUVs	512	-33.5094	115.4873333	2014-12-16	11:03:00	Geographe Bay	Fished		10.6	Lizzy	Yes
2014-12_Geographe.Bay_stereoBRUVs	523	-33.5634333	115.1589167	2014-12-15	08:35:00	Geographe Bay	Fished		26	Laura	Yes
2014-12_Geographe.Bay_stereoBRUVs	527	-33.5894167	115.2078167	2014-12-12	06:16:00	Geographe Bay	Fished		26.8	laura	Yes
2014-12_Geographe.Bay_stereoBRUVs	528	-33.48105	115.4971	2014-12-16	08:34:00	Geographe Bay	Fished		14	Lauren	Yes
2014-12_Geographe.Bay_stereoBRUVs	538	-33.5839167	115.3846667	2014-12-17	05:53:00	Geographe Bay	Fished		11.6	Laura	Yes
2014-12_Geographe.Bay_stereoBRUVs	543	-33.5950333	115.2434	2014-12-15	13:13:00	Geographe Bay	Fished		16.7	Lauren	Yes
2014-12_Geographe.Bay_stereoBRUVs	544	-33.4464167	115.43405	2014-12-14	13:36:00	Geographe Bay	Fished		12.3	Lauren	Yes
2014-12_Geographe.Bay_stereoBRUVs	551	-33.5735167	115.3901333	2014-12-17	05:58:00	Geographe Bay	Fished		11.7	Lizzy	Yes
2014-12_Geographe.Bay_stereoBRUVs	554	-33.55765	115.3835167	2014-12-17	06:13:00	Geographe Bay	Fished		12.3	Laura	Yes
2014-12_Geographe.Bay_stereoBRUVs	560	-33.4381667	115.5268667	2014-12-16	06:49:00	Geographe Bay	Fished		14.6	Lauren	Yes
2014-12_Geographe.Bay_stereoBRUVs	567	-33.5866833	115.2760167	2014-12-17	08:23:00	Geographe Bay	Fished		17.4	Lizzy	Yes
2014-12_Geographe.Bay_stereoBRUVs	570	-33.5731333	115.1625333	2014-12-15	08:31:00	Geographe Bay	Fished		24.6	Lauren	Yes
2014-12_Geographe.Bay_stereoBRUVs	572	-33.3913	115.5492167	2014-12-14	10:54:00	Geographe Bay	Fished		8.1	Lauren	Yes
2014-12_Geographe.Bay_stereoBRUVs	579	-33.5017167	115.37405	2014-12-16	13:10:00	Geographe Bay	Fished		22	Laura	Yes
2014-12_Geographe.Bay_stereoBRUVs	583	-33.47835	115.3932	2014-12-14	13:55:00	Geographe Bay	Fished		12	Damon	Yes
2014-12_Geographe.Bay_stereoBRUVs	586	-33.5309167	115.38595	2014-12-16	13:24:00	Geographe Bay	Fished		15.8	Lizzy	Yes
2014-12_Geographe.Bay_stereoBRUVs	587	-33.5934667	115.1873833	2014-12-15	11:03:00	Geographe Bay	Fished		16.6	Lizzy	Yes
2014-12_Geographe.Bay_stereoBRUVs	592	-33.5185	115.4460167	2014-12-16	11:15:00	Geographe Bay	Fished		12.3	Laura	Yes
2014-12_Geographe.Bay_stereoBRUVs	599	-33.5021167	115.4508	2014-12-13	06:22:00	Geographe Bay	Fished		13.9	Laura	Yes
2014-12_Geographe.Bay_stereoBRUVs	602	-33.6202	115.25615	2014-12-15	12:57:00	Geographe Bay	Fished		11.2	Lauren	Yes
2014-12_Geographe.Bay_stereoBRUVs	608	-33.4551833	115.4702833	2014-12-16	09:01:00	Geographe Bay	Fished		16.7	Lauren	Yes
2014-12_Geographe.Bay_stereoBRUVs	611	-33.5421333	115.4590333	2014-12-16	15:45:00	Geographe Bay	Fished		8.2	Laura	Yes
2014-12_Geographe.Bay_stereoBRUVs	615	-33.5980667	115.3327667	2014-12-17	09:56:00	Geographe Bay	Fished		11.8	Lauren	Yes
2014-12_Geographe.Bay_stereoBRUVs	618	-33.5678833	115.3528167	2014-12-17	05:40:00	Geographe Bay	Fished		14.5	Lizzy	Yes
2014-12_Geographe.Bay_stereoBRUVs	623	-33.6129333	115.1556167	2014-12-15	10:24:00	Geographe Bay	Fished		7.8	Lizzy	Yes
2014-12_Geographe.Bay_stereoBRUVs	624	-33.4209667	115.4918833	2014-12-16	07:03:00	Geographe Bay	Fished		17.5	Lizzy	Yes
2014-12_Geographe.Bay_stereoBRUVs	631	-33.5778833	115.2541167	2014-12-15	13:33:00	Geographe Bay	Fished		21	Lauren	Yes
2014-12_Geographe.Bay_stereoBRUVs	633	-33.4711667	115.4535	2014-12-16	09:18:00	Geographe Bay	Fished		16.2	Lauren	Yes
2014-12_Geographe.Bay_stereoBRUVs	634	-33.5336667	115.4141167	2014-12-16	15:30:00	Geographe Bay	Fished		13	Laura	Yes
2014-12_Geographe.Bay_stereoBRUVs	635	-33.5809667	115.1995667	2014-12-15	08:52:00	Geographe Bay	Fished		21.2	Lauren	Yes
2014-12_Geographe.Bay_stereoBRUVs	640	-33.5162	115.4646167	2014-12-16	11:10:00	Geographe Bay	Fished		11.5	Lizard	Yes
2014-12_Geographe.Bay_stereoBRUVs	647	-33.4926	115.42465	2014-12-13	08:17:00	Geographe Bay	Fished		15.3	Lauren	Yes
2014-12_Geographe.Bay_stereoBRUVs	650	-33.5131167	115.3715667	2014-12-16	13:14:00	Geographe Bay	Fished		21.1	Lizzy	Yes
2014-12_Geographe.Bay_stereoBRUVs	655	-33.5812	115.2456833	2014-12-15	13:20:00	Geographe Bay	Fished		20.5	Lauren	Yes
2014-12_Geographe.Bay_stereoBRUVs	656	-33.3713167	115.5503833	2014-12-14	09:28:00	Geographe Bay	Fished		9	Lauren	Yes
2014-12_Geographe.Bay_stereoBRUVs	666	-33.5511167	115.35715	2014-12-17	06:25:00	Geographe Bay	Fished		15.6	Lizzy	Yes
2014-12_Geographe.Bay_stereoBRUVs	672	-33.4004333	115.53565	2014-12-14	11:45:00	Geographe Bay	Fished		8.4	Lauren	Yes
2014-12_Geographe.Bay_stereoBRUVs	679	-33.4721333	115.4152667	2014-12-14	13:48:00	Geographe Bay	Fished		12	Lauren	Yes
2014-12_Geographe.Bay_stereoBRUVs	682	-33.5696167	115.3354167	2014-12-17	07:57:00	Geographe Bay	Fished		15.2	Damon	Yes
2014-12_Geographe.Bay_stereoBRUVs	684	-33.5845333	115.1735	2014-12-15	09:00:00	Geographe Bay	Fished		20.6	Lizzy	Yes
2014-12_Geographe.Bay_stereoBRUVs	688	-33.6026333	115.3181333	2014-12-17	09:52:00	Geographe Bay	Fished		12.8	Laura	Yes
2014-12_Geographe.Bay_stereoBRUVs	694	-33.5280667	115.34985	2014-12-16	13:32:00	Geographe Bay	Fished		21.3	Lizzy	Yes
2014-12_Geographe.Bay_stereoBRUVs	698	-33.5246167	115.4035333	2014-12-12	13:25:00	Geographe Bay	Fished		14	Lizzy	Yes
2014-12_Geographe.Bay_stereoBRUVs	704	-33.48475	115.5324	2014-12-16	06:15:00	Geographe Bay	Fished		7.45	Lizzy	Yes
2014-12_Geographe.Bay_stereoBRUVs	711	-33.36945	115.5666	2014-12-14	09:24:00	Geographe Bay	Fished		8.4	Laura	Yes
2014-12_Geographe.Bay_stereoBRUVs	714	-33.5792667	115.1468167	2014-12-15	08:26:00	Geographe Bay	Fished		21.1	Lauren	Yes
2014-12_Geographe.Bay_stereoBRUVs	719	-33.6009667	115.23245	2014-12-12	05:59:00	Geographe Bay	Fished		26.3	Laura	Yes
2014-12_Geographe.Bay_stereoBRUVs	720	-33.3599	115.58345	2014-12-14	09:11:00	Geographe Bay	Fished		8.2	Laura	Yes
2014-12_Geographe.Bay_stereoBRUVs	735	-33.5620333	115.1433167	2014-12-15	06:27:00	Geographe Bay	Fished		26.7	Lauren	Yes
2014-12_Geographe.Bay_stereoBRUVs	736	-33.3850833	115.5606333	2014-12-14	10:59:00	Geographe Bay	Fished		8.2	Lauren	Yes
2014-12_Geographe.Bay_stereoBRUVs	746	-33.5794333	115.3570667	2014-12-17	05:45:00	Geographe Bay	Fished		13.2	Damon	Yes
2014-12_Geographe.Bay_stereoBRUVs	748	-33.3695667	115.5138333	2014-12-14	08:46:00	Geographe Bay	Fished		11.1	Lizzy	Yes
2014-12_Geographe.Bay_stereoBRUVs	752	-33.3765667	115.5914167	2014-12-14	09:15:00	Geographe Bay	Fished		6.2	Damon	Yes
2014-12_Geographe.Bay_stereoBRUVs	755	-33.43385	115.4571167	2014-12-14	13:27:00	Geographe Bay	Fished		11.3	Lauren	Yes
2014-12_Geographe.Bay_stereoBRUVs	759	-33.5759	115.3173333	2014-12-17	07:52:00	Geographe Bay	Fished		17.3	Lauren	Yes
2014-12_Geographe.Bay_stereoBRUVs	762	-33.5198667	115.4149	2014-12-12	13:44:00	Geographe Bay	Fished		13	laura	Yes
2014-12_Geographe.Bay_stereoBRUVs	764	-33.3744333	115.49605	2014-12-14	08:43:00	Geographe Bay	Fished		11.6	Lauren	Yes
2014-12_Geographe.Bay_stereoBRUVs	779	-33.5817167	115.2263667	2014-12-17	08:11:00	Geographe Bay	Fished		19	Lizzy	Yes
2014-12_Geographe.Bay_stereoBRUVs	782	-33.5142	115.4368333	2014-12-13	06:06:00	Geographe Bay	Fished		13.7	Laura	Yes
2014-12_Geographe.Bay_stereoBRUVs	783	-33.5817167	115.2263667	2014-12-12	08:12:00	Geographe Bay	Fished		21.5	Lauren	Yes
2014-12_Geographe.Bay_stereoBRUVs	784	-33.6014333	115.1773667	2014-12-15	11:07:00	Geographe Bay	Fished		13.4	Laura	Yes
2014-12_Geographe.Bay_stereoBRUVs	791	-33.4851333	115.4435167	2014-12-13	08:03:00	Geographe Bay	Fished		15	Lizzy	Yes
2014-12_Geographe.Bay_stereoBRUVs	794	-33.6248167	115.2039333	2014-12-15	10:38:00	Geographe Bay	Fished		7.4	Lizzy	Yes
2014-12_Geographe.Bay_stereoBRUVs	800	-33.5731667	115.1934833	2014-12-15	08:48:00	Geographe Bay	Fished		22.9	Laura	Yes
2014-12_Geographe.Bay_stereoBRUVs	807	-33.494	115.4907	2014-12-16	10:50:00	Geographe Bay	Fished		14	Lizzy	Yes
2014-12_Geographe.Bay_stereoBRUVs	810	-33.5513333	115.3766	2014-12-16	13:44:00	Geographe Bay	Fished		14.3	Lizzy	Yes
2014-12_Geographe.Bay_stereoBRUVs	816	-33.3996	115.56325	2014-12-14	11:09:00	Geographe Bay	Fished		7.9	Lizzy	Yes
2014-12_Geographe.Bay_stereoBRUVs	823	-33.5857333	115.2872167	2014-12-17	08:19:00	Geographe Bay	Fished		16.2	Lizzy	Yes
2014-12_Geographe.Bay_stereoBRUVs	826	-33.5426833	115.4005833	2014-12-13	05:45:00	Geographe Bay	Fished		12.8	Lizzy	Yes
2014-12_Geographe.Bay_stereoBRUVs	828	-33.4174667	115.5295667	2014-12-14	11:38:00	Geographe Bay	Fished		7.6	Lauren	Yes
2014-12_Geographe.Bay_stereoBRUVs	832	-33.4556167	115.5196833	2014-12-16	06:43:00	Geographe Bay	Fished		12.6	Lizzy	Yes
2014-12_Geographe.Bay_stereoBRUVs	839	-33.4873	115.4085	2014-12-16	13:00:00	Geographe Bay	Fished		20	Laura	Yes
2014-12_Geographe.Bay_stereoBRUVs	842	-33.5681167	115.11485	2014-12-15	06:40:00	Geographe Bay	Fished		22.3	Lizzy	Yes
2014-12_Geographe.Bay_stereoBRUVs	843	-33.5999833	115.2586	2014-12-15	13:43:00	Geographe Bay	Fished		14.6	Damon	Yes
2014-12_Geographe.Bay_stereoBRUVs	848	-33.35185	115.5323	2014-12-14	08:53:00	Geographe Bay	Fished		10.4	Lauren	Yes
2014-12_Geographe.Bay_stereoBRUVs	855	-33.4901	115.4357667	2014-12-13	08:09:00	Geographe Bay	Fished		15.2	Lauren	Yes
2014-12_Geographe.Bay_stereoBRUVs	858	-33.5573167	115.3461833	2014-12-17	06:29:00	Geographe Bay	Fished		16.6	Damon	Yes
2014-12_Geographe.Bay_stereoBRUVs	864	-33.58325	115.3720667	2014-12-17	05:50:00	Geographe Bay	Fished		12.4	Laura	Yes
2014-12_Geographe.Bay_stereoBRUVs	879	-33.6168833	115.1828667	2014-12-15	10:31:00	Geographe Bay	Fished		8.1	Laura	Yes
2014-12_Geographe.Bay_stereoBRUVs	880	-33.53655	115.4444	2014-12-16	15:41:00	Geographe Bay	Fished		10.9	Laura	Yes
2014-12_Geographe.Bay_stereoBRUVs	1038	-33.5333333	115.4200167	2014-12-16	15:33:00	Geographe Bay	Fished		13.9	Laura	Yes
2014-12_Geographe.Bay_stereoBRUVs	1108	-33.5580167	115.41435	2014-12-16	15:20:00	Geographe Bay	Fished		11.9	Laura	Yes
2014-12_Geographe.Bay_stereoBRUVs	10000	-33.4135833	115.3645833	2014-12-14	06:27:00	Geographe Bay	Fished		16.4	Lauren	Yes
2014-12_Geographe.Bay_stereoBRUVs	10001	-33.4217167	115.3722167	2014-12-14	06:17:00	Geographe Bay	Fished		15.9	Lauren	Yes
2014-12_Geographe.Bay_stereoBRUVs	10002	-33.4234167	115.3889333	2014-12-14	06:13:00	Geographe Bay	Fished		15.4	Lauren	Yes
2014-12_Geographe.Bay_stereoBRUVs	10003	-33.4213	115.35935	2014-12-14	06:23:00	Geographe Bay	Fished		16.5	Lauren	Yes
2014-12_Geographe.Bay_stereoBRUVs	10004	-33.4039167	115.3976	2014-12-14	07:03:00	Geographe Bay	Fished		15.3	Lauren	Yes
2014-12_Geographe.Bay_stereoBRUVs	10005	-33.4777667	115.3694	2014-12-13	10:21:00	Geographe Bay	Fished		24.6	Laura	Yes
2014-12_Geographe.Bay_stereoBRUVs	11R1	-33.35885	115.3694	2014-12-11	09:09:00	Geographe Bay	Fished		30.4	Lizzy	Yes
2014-12_Geographe.Bay_stereoBRUVs	11R2	-33.3967333	115.5076167	2014-12-11	12:26:00	Geographe Bay	Fished		18.6	Lizzy	Yes
2014-12_Geographe.Bay_stereoBRUVs	11R3	-33.41215	115.5204667	2014-12-11	12:40:00	Geographe Bay	Fished		14.7	Lauren	Yes
2014-12_Geographe.Bay_stereoBRUVs	11R4	-33.4197	115.51755	2014-12-11	12:48:00	Geographe Bay	Fished		14.5	Lauren	Yes
2014-12_Geographe.Bay_stereoBRUVs	12RC1	-33.5932167	115.2132833	2014-12-12	06:09:00	Geographe Bay	Fished		26.5	Laura	Yes
2014-12_Geographe.Bay_stereoBRUVs	12RC2	-33.5916	115.23785	2014-12-12	08:23:00	Geographe Bay	Fished		17.6	Lauren	Yes
2014-12_Geographe.Bay_stereoBRUVs	12RC3	-33.5914667	115.24145	2014-12-12	08:32:00	Geographe Bay	Fished		17.9	Lauren	Yes
2014-12_Geographe.Bay_stereoBRUVs	12RC5	-33.5621333	115.3443	2014-12-12	11:16:00	Geographe Bay	Fished		14.2	Lizzy	Yes
2014-12_Geographe.Bay_stereoBRUVs	12RC6	-33.5711	115.3481333	2014-12-12	11:22:00	Geographe Bay	Fished		14.7	laura	Yes
2014-12_Geographe.Bay_stereoBRUVs	12RC7	-33.5118	115.41785	2014-12-12	13:38:00	Geographe Bay	Fished		15.2	laura	Yes
2014-12_Geographe.Bay_stereoBRUVs	12RC8	-33.5148667	115.41815	2014-12-12	13:41:00	Geographe Bay	Fished		14.1	laura	Yes
2014-12_Geographe.Bay_stereoBRUVs	12RC9	-33.5162167	115.4064167	2014-12-12	13:48:00	Geographe Bay	Fished		14.5	Lauren	Yes
2014-12_Geographe.Bay_stereoBRUVs	13RC1	-33.5059833	115.43075	2014-12-13	06:11:00	Geographe Bay	Fished		13.8	Lauren	Yes
2014-12_Geographe.Bay_stereoBRUVs	13RC11	-33.3740333	115.36925	2014-12-13	13:23:00	Geographe Bay	Fished		31	Laura	Yes
2014-12_Geographe.Bay_stereoBRUVs	13RC12	-33.3743667	115.3668167	2014-12-13	13:25:00	Geographe Bay	Fished		31.3	Laura	Yes
2014-12_Geographe.Bay_stereoBRUVs	13RC13	-33.3754833	115.3631167	2014-12-13	13:31:00	Geographe Bay	Fished		31.1	Lizzy	Yes
2014-12_Geographe.Bay_stereoBRUVs	13RC15	-33.3768333	115.3559333	2014-12-13	13:39:00	Geographe Bay	Fished		32.5	Laura	Yes
2014-12_Geographe.Bay_stereoBRUVs	13RC2	-33.49485	115.45595	2014-12-13	06:27:00	Geographe Bay	Fished		13.4	Lizzy	Yes
2014-12_Geographe.Bay_stereoBRUVs	13RC3	-33.4839333	115.45155	2014-12-13	08:00:00	Geographe Bay	Fished		13.6	Lauren	Yes
2014-12_Geographe.Bay_stereoBRUVs	13RC4	-33.4993833	115.3964667	2014-12-13	08:30:00	Geographe Bay	Fished		19.5	Lizzy	Yes
2014-12_Geographe.Bay_stereoBRUVs	13RC5	-33.4839333	115.4656167	2014-12-13	10:05:00	Geographe Bay	Fished		26.8	Lizzy	Yes
2014-12_Geographe.Bay_stereoBRUVs	13RC6	-33.3809667	115.3892333	2014-12-13	13:07:00	Geographe Bay	Fished		29.7	Lauren	Yes
2014-12_Geographe.Bay_stereoBRUVs	13RC7	-33.3774333	115.38605	2014-12-13	13:10:00	Geographe Bay	Fished		29.5	Lizzy	Yes
2014-12_Geographe.Bay_stereoBRUVs	13RC8	-33.3726	115.3791	2014-12-13	13:14:00	Geographe Bay	Fished		30.4	Lizzy	Yes
2014-12_Geographe.Bay_stereoBRUVs	13RC9	-33.3730667	115.3747833	2014-12-13	13:18:00	Geographe Bay	Fished		30.9	Lauren	Yes
2014-12_Geographe.Bay_stereoBRUVs	GBR1-1	-33.5936167	115.19625	2014-12-17	12:02:00	Geographe Bay	Fished		17.3	Laura	Yes
2014-12_Geographe.Bay_stereoBRUVs	GBR1-2	-33.5936	115.1995333	2014-12-17	12:05:00	Geographe Bay	Fished		16	Lizzy	Yes
2014-12_Geographe.Bay_stereoBRUVs	GBR1-3	-33.5937833	115.2022833	2014-12-17	12:07:00	Geographe Bay	Fished		15.8	Damon	Yes
2014-12_Geographe.Bay_stereoBRUVs	GBR1-4	-33.59345	115.2055167	2014-12-17	12:09:00	Geographe Bay	Fished		16.8	Lauren	Yes
2014-12_Geographe.Bay_stereoBRUVs	GBR2-1	-33.5938333	115.19065	2014-12-17	13:40:00	Geographe Bay	Fished		17.7	Laura	Yes
2014-12_Geographe.Bay_stereoBRUVs	GBR2-2	-33.5940167	115.1883833	2014-12-17	13:42:00	Geographe Bay	Fished		16.2	Laura	Yes
2014-12_Geographe.Bay_stereoBRUVs	GBR2-3	-33.5940667	115.1864833	2014-12-17	13:44:00	Geographe Bay	Fished		16.4	Lauren	Yes
2014-12_Geographe.Bay_stereoBRUVs	GBR2-4	-33.59365	115.193	2014-12-17	13:38:00	Geographe Bay	Fished		16.2	Lizzy	Yes
2014-12_Geographe.Bay_stereoBRUVs	GBR3-1	-33.5944667	115.1819333	2014-12-17	13:53:00	Geographe Bay	Fished		17.6	Lauren	Yes
2014-12_Geographe.Bay_stereoBRUVs	GBR3-2	-33.59365	115.193	2014-12-17	13:30:00	Geographe Bay	Fished		17.9	Lauren	Yes
2014-12_Geographe.Bay_stereoBRUVs	GBR3-3	-33.59365	115.1839667	2014-12-17	13:47:00	Geographe Bay	Fished		17	Lizzy	Yes
2014-12_Geographe.Bay_stereoBRUVs	GBR3-4	-33.5938667	115.1851	2014-12-17	13:46:00	Geographe Bay	Fished		16.6	Lauren	Yes
2014-12_Geographe.Bay_stereoBRUVs	GBR4-1	-33.5933333	115.2080833	2014-12-17	12:11:00	Geographe Bay	Fished		16.1	Damon	Yes
2014-12_Geographe.Bay_stereoBRUVs	GBR4-2	-33.5928333	115.2102333	2014-12-17	12:13:00	Geographe Bay	Fished		16.3	Lauren	Yes
2014-12_Geographe.Bay_stereoBRUVs	GBR5-1	-33.5932167	115.2119333	2014-12-17	12:15:00	Geographe Bay	Fished		16.2	Laura	Yes
2014-12_Geographe.Bay_stereoBRUVs	GBR5-2	-33.5927333	115.2148	2014-12-17	12:17:00	Geographe Bay	Fished		16.6	Laura	Yes
2014-12_Geographe.Bay_stereoBRUVs	GBR5-3	-33.5924167	115.2175167	2014-12-17	12:19:00	Geographe Bay	Fished		16.4	Lizzy	Yes
2014-12_Geographe.Bay_stereoBRUVs	GBR-BOB	-33.59235	115.2205667	2014-12-17	12:23:00	Geographe Bay	Fished		16.7	Lizzy	Yes
2014-12_Geographe.Bay_stereoBRUVs	RB1	-33.53455	115.2176667	2014-12-09	06:49:00	Geographe Bay	Fished		28	Lizzy	Yes
2014-12_Geographe.Bay_stereoBRUVs	RB2	-33.5085667	115.2254833	2014-12-09	09:39:00	Geographe Bay	Fished		30	Lizzy	Yes
2014-12_Geographe.Bay_stereoBRUVs	RC1	-33.4628	115.23995	2014-12-09	10:09:00	Geographe Bay	Fished		34.2	Laura	Yes
2014-12_Geographe.Bay_stereoBRUVs	RC2	-33.48635	115.1780333	2014-12-09	10:34:00	Geographe Bay	Fished		34.3	Lizzy	Yes
2014-12_Geographe.Bay_stereoBRUVs	RC3	-33.4704833	115.1684167	2014-12-09	13:11:00	Geographe Bay	Fished		35	Lauren	Yes
