"","X","Sample","UWA.con.number","Time.x","Site.x","Location.x","Status.x","Depth.x","Maxn.analyst","Maxn.complete.yyyymmdd","Maxn.checker","Curtin.Observer","Curtin.length.analyst","Observer.x","Successful.count.x","Successful.length.x","Left.cam","Right.cam","Video.notes","Con.hdd.number","Raw.hdd.number","Habitat.image.saved","Vis.in.metres","Habitat.classification","Length.analyst","Length.complete.date.yyyymmdd","Notes","Latitude","Longitude","Date","Time.y","Location.y","Status.y","Site.y","Depth.y","Observer.y","Successful.count.y","Successful.length.y","Comment"
"61","2014-12_Geographe.Bay_stereoBRUVs","62","1","06:24:00",NA,"Geographe Bay","Special Purpose Zone (Mining Exclusion)","29.3","Hayley","21.07.20","","Lizzy","Tamy","Hayley","","",23,24,"Y","2",NA,NA,NA,NA,NA,NA,"",-33.4505,115.3306833,20141211,"06:24:00","Geographe.Bay","Fished",NA,29.3,"Lizzy","Yes","Yes",NA
"62","2014-12_Geographe.Bay_stereoBRUVs","63","1","06:29:00",NA,"Geographe Bay","Multiple Use Zone","30","Hayley","21.07.20","","Lauren","Lauren","Hayley","","",21,22,"Y","2",NA,NA,NA,NA,NA,NA,"BACK REC TO CAM|BLUE HOUSING",-33.50385,115.2562,20141209,"06:29:00","Geographe.Bay","Fished",NA,30,"Lauren","Yes","Yes",NA
"63","2014-12_Geographe.Bay_stereoBRUVs","64","1","12:54:00",NA,"Geographe Bay","Special Purpose Zone (Mining Exclusion)","14.2","Hayley","21.07.20","","Lauren","Laura","Hayley","","",5,6,"Y","1",NA,NA,NA,NA,NA,NA,"",-33.4364167,115.50945,20141211,"12:54:00","Geographe.Bay","Fished",NA,14.2,"Lauren","Yes","Yes",NA
"64","2014-12_Geographe.Bay_stereoBRUVs","65","1","13:15:00",NA,"Geographe Bay","Special Purpose Zone (Mining Exclusion)","39.4","Hayley","21.07.20","","Lauren","Ronen","Hayley","","",15,16,"Y","2",NA,NA,NA,NA,NA,NA,"",-33.3597167,115.2047667,20141210,"13:15:00","Geographe.Bay","Fished",NA,39.4,"Lauren","Yes","Yes",NA
"65","2014-12_Geographe.Bay_stereoBRUVs","66","","06:42:00",NA,"Geographe Bay","","43.7","","","","N/A","N/A","","N","N",13,14,"Facing up","",NA,NA,NA,NA,NA,NA,"",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"66","2014-12_Geographe.Bay_stereoBRUVs","67","1","10:10:00",NA,"Geographe Bay","Special Purpose Zone (Mining Exclusion)","21.4","Hayley","22.07.20 ","","Lauren","Damo","Hayley","","",13,14,"","5",NA,NA,NA,NA,NA,NA,"",-33.4783167,115.0859333,20141209,"13:58:00","Geographe.Bay","Fished",NA,39.4,"Damo","Yes","Yes",NA
"67","2014-12_Geographe.Bay_stereoBRUVs","68","","0.588194444",NA,"Geographe Bay","Special Purpose Zone (Mining Exclusion)","38.9","","","","Lauren","N/A","","","No",23,24,"R=CUT OUT at 12min","2",NA,NA,NA,NA,NA,NA,"",-33.3881667,115.2426,20141210,"14:07:00","Geographe.Bay","Fished",NA,38.9,"Lauren","Yes","Yes",NA
"68","2014-12_Geographe.Bay_stereoBRUVs","69","1","09:23:00",NA,"Geographe Bay","Special Purpose Zone (Mining Exclusion)","28.7","Hayley","23.07.20","","Lizzy","Lauren","Hayley","","",9,10,"Y","1",NA,NA,NA,NA,NA,NA,"",-33.3534333,115.4040333,20141211,"09:23:00","Geographe.Bay","Fished",NA,28.7,"Lizzy","Yes","Yes",NA
"69","2014-12_Geographe.Bay_stereoBRUVs","70","1","10:46:00",NA,"Geographe Bay","Special Purpose Zone (Mining Exclusion)","41","Hayley","23.07.20","","Lauren","Lizzy","Hayley","","",9,10,"Y","2",NA,NA,NA,NA,NA,NA,"",-33.4158833,115.1513667,20141210,"10:46:00","Geographe.Bay","Fished",NA,41,"Lauren","Yes","Yes",NA
"70","2014-12_Geographe.Bay_stereoBRUVs","71","3","10:58:00",NA,"Geographe Bay","Special Purpose Zone (Mining Exclusion)","24.4","  ","","","Lizzy","Damo","  ","","",23,24,"","5",NA,NA,NA,NA,NA,NA,"",-33.4270833,115.4286667,20141213,"10:58:00","Geographe.Bay","Fished",NA,24.4,"Lizzy","Yes","Yes",NA
"71","2014-12_Geographe.Bay_stereoBRUVs","72","1","06:07:00",NA,"Geographe Bay","Special Purpose Zone (Mining Exclusion)","29.4","Hayley ","23.07.20","","Lizzy","Ronen","Hayley ","","",25,26,"Y","2",NA,NA,NA,NA,NA,NA,"",-33.4624833,115.32235,20141211,"06:07:00","Geographe.Bay","Fished",NA,29.4,"Lizzy","Yes","Yes",NA
"72","2014-12_Geographe.Bay_stereoBRUVs","73","1","10:10:00",NA,"Geographe Bay","Special Purpose Zone (Mining Exclusion)","41.5","Hayley","23.07.20","","Lauren","Lizzy","Hayley","","",11,12,"Y","2",NA,NA,NA,NA,NA,NA,"",-33.3718,115.1456,20141210,"10:10:00","Geographe.Bay","Fished",NA,41.5,"Lauren","Yes","Yes",NA
"73","2014-12_Geographe.Bay_stereoBRUVs","74","","13:19:00",NA,"Geographe Bay","","15.9","","","","N/A","N/A","","N","N",17,18,"","",NA,NA,NA,NA,NA,NA,"FACING UP",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"74","2014-12_Geographe.Bay_stereoBRUVs","75","1","08:52:00",NA,"Geographe Bay","Multiple Use Zone","16.6","Hayley","27.07.20","","Lauren","Lizzy","Hayley","","",21,22,"","2",NA,NA,NA,NA,NA,NA,"",-33.5893333,115.29455,20141212,"08:52:00","Geographe.Bay","Fished",NA,16.6,"Lauren","Yes","Yes",NA
"75","2014-12_Geographe.Bay_stereoBRUVs","76","1","07:01:00",NA,"Geographe Bay","Special Purpose Zone (Mining Exclusion)","35.2","Hayley","27.07.20","","Lizzy","Lizzy","Hayley","","",13,14,"Y","2",NA,NA,NA,NA,NA,NA,"",-33.41295,115.2846833,20141211,"07:01:00","Geographe.Bay","Fished",NA,35.2,"Lizzy","Yes","Yes",NA
"76","2014-12_Geographe.Bay_stereoBRUVs","77","1","13:50:00",NA,"Geographe Bay","Special Purpose Zone (Mining Exclusion)","40.8","Hayley","27.07.20","","Lauren","Laura","Hayley","","",13,14,"Y","1",NA,NA,NA,NA,NA,NA,"",-33.45575,115.1029,20141209,"13:50:00","Geographe.Bay","Fished",NA,40.8,"Lauren","Yes","Yes",NA
"77","2014-12_Geographe.Bay_stereoBRUVs","78","2","06:18:00",NA,"Geographe Bay","Multiple Use Zone","13.4","Logan","13.07.20","Brooke - check brownfieldi with todd, and two unknowns, few more","Lauren","Lauren","Logan","","",23,24,"","4",NA,NA,NA,NA,NA,NA,"",-33.5076,115.4437667,20141213,"06:18:00","Geographe.Bay","Fished",NA,13.4,"Lauren","Yes","Yes",NA
"78","2014-12_Geographe.Bay_stereoBRUVs","79","1","08:16:00",NA,"Geographe Bay","Habitat Protection Zone","18.5","Hayley","27.07.20","","Lauren","Lizzy","Hayley","","",9,10,"","2",NA,NA,NA,NA,NA,NA,"",-33.5874,115.2308833,20141212,"08:16:00","Geographe.Bay","Fished",NA,18.5,"Lauren","Yes","Yes",NA
"79","2014-12_Geographe.Bay_stereoBRUVs","80","1","10:01:00",NA,"Geographe Bay"," ","20.7","Hayley","28.07.20 - Finishes at 8 minutes","","Lauren","Laura","Hayley","","",25,26,"Y","1",NA,NA,NA,NA,NA,NA,"Left and right cams cut out in less than 10 mins, some fish present in this period",-33.3515833,115.5195333,20141211,"10:01:00","Geographe.Bay","Fished",NA,20.7,"Lauren","Yes","Yes",NA
"80","2014-12_Geographe.Bay_stereoBRUVs","81","1","14:18:00",NA,"Geographe Bay","Special Purpose Zone (Mining Exclusion)","38.9","Hayley","28.07.20","","Laura","Tamy","Hayley","","",25,26,"Y","2",NA,NA,NA,NA,NA,NA,"",-33.3788167,115.23045,20141210,"14:18:00","Geographe.Bay","Fished",NA,38.9,"Laura","Yes","Yes",NA
"81","2014-12_Geographe.Bay_stereoBRUVs","82","1","07:49:00",NA,"Geographe Bay","Special Purpose Zone (Mining Exclusion)","42.6","Hayley","28.07.20","","laura","Lizzy","Hayley","","",11,12,"Y","1",NA,NA,NA,NA,NA,NA,"",-33.3955167,115.1102833,20141210,"07:49:00","Geographe.Bay","Fished",NA,42.6,"laura","Yes","Yes",NA
"82","2014-12_Geographe.Bay_stereoBRUVs","83","3","10:26:00",NA,"Geographe Bay","Special Purpose Zone (Mining Exclusion)","24.6","","","","Lauren","Damo","","","",5,6,"","5",NA,NA,NA,NA,NA,NA,"",-33.46935,115.37905,20141213,"10:26:00","Geographe.Bay","Fished",NA,24.6,"Lauren","Yes","Yes",NA
"83","2014-12_Geographe.Bay_stereoBRUVs","84","1","11:28:00",NA,"Geographe Bay","Special Purpose Zone (Mining Exclusion)","41","Hayley","28.07.20","","Lizzy","Ronen","Hayley","","",15,16,"Y","2",NA,NA,NA,NA,NA,NA,"Rear fail",-33.3964667,115.1924,20141210,"11:28:00","Geographe.Bay","Fished",NA,41,"Lizzy","Yes","Yes",NA
"84","2014-12_Geographe.Bay_stereoBRUVs","85","","09:29:00",NA,"Geographe Bay","","28.9","","","","N/A","N/A","","N","N",17,18,"Facing up","1L",NA,NA,NA,NA,NA,NA,"FACING UP",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"85","2014-12_Geographe.Bay_stereoBRUVs","86","1","07:24:00",NA,"Geographe Bay","Multiple Use Zone","28.6","Hayley","29.07.20","","Lizzy","Ronen","Hayley","","",15,16,"Y","2",NA,NA,NA,NA,NA,NA,"",-33.5405167,115.1785167,20141209,"07:24:00","Geographe.Bay","Fished",NA,28.6,"Lizzy","Yes","Yes",NA
"86","2014-12_Geographe.Bay_stereoBRUVs","87","1","07:49:00",NA,"Geographe Bay","Multiple Use Zone","13","Hayley","29.07.20","","Lauren","Damo","Hayley","","",25,26,"","3",NA,NA,NA,NA,NA,NA,"",-33.4896,115.4589333,20141213,"07:49:00","Geographe.Bay","Fished",NA,13,"Lauren","Yes","Yes",NA
"87","2014-12_Geographe.Bay_stereoBRUVs","88","1","09:45:00",NA,"Geographe Bay","Multiple Use Zone","31.4","Hayley","29.07.20","","Laura","Lizzy","Hayley","","",21,22,"Y","1",NA,NA,NA,NA,NA,NA,"",-33.5010667,115.2145333,20141209,"09:45:00","Geographe.Bay","Fished",NA,31.4,"Laura","Yes","Yes",NA
"88","2014-12_Geographe.Bay_stereoBRUVs","89","1","06:58:00",NA,"Geographe Bay","Special Purpose Zone (Mining Exclusion)","43.9","","","","Lauren","Lizzy","","","",21,22,"Y","2",NA,NA,NA,NA,NA,NA,"",-33.3828167,115.0563833,20141210,"06:58:00","Geographe.Bay","Fished",NA,43.9,"Lauren","Yes","Yes",NA
"89","2014-12_Geographe.Bay_stereoBRUVs","90","1","10:53:00",NA,"Geographe Bay","Multiple Use Zone","22","Hayley  ","31.07.21","","Laura","Damo","Hayley  ","","",5,6,"","3",NA,NA,NA,NA,NA,NA,"",-33.5333167,115.3224833,20141212,"10:53:00","Geographe.Bay","Fished",NA,22,"Laura","Yes","Yes",NA
"90","2014-12_Geographe.Bay_stereoBRUVs","91","1","06:54:00",NA,"Geographe Bay","Habitat Protection Zone","29.8","Hayley  ","2.8.20","","Laura","Lizzy","Hayley  ","","",11,12,"Y","1",NA,NA,NA,NA,NA,NA,"""SKIPPERS CHOICE""",-33.5396,115.2060833,20141209,"06:54:00","Geographe.Bay","Fished",NA,29.8,"Laura","Yes","Yes",NA
"91","2014-12_Geographe.Bay_stereoBRUVs","92","1","06:43:00",NA,"Geographe Bay","Special Purpose Zone (Mining Exclusion)","33","Hayley  ","3.8.20","","Lauren","Lauren","Hayley  ","","",19,20,"Y","2",NA,NA,NA,NA,NA,NA,"",-33.4175833,115.3149833,20141211,"06:43:00","Geographe.Bay","Fished",NA,33,"Lauren","Yes","Yes",NA
"92","2014-12_Geographe.Bay_stereoBRUVs","93","","12:59:00",NA,"Geographe Bay","Special Purpose Zone (Mining Exclusion)","36","","","","Laura","N/A","","","No",17,18,"Y","1",NA,NA,NA,NA,NA,NA,"CAM 17 FLOODED",-33.4813167,115.15275,20141209,"12:59:00","Geographe.Bay","Fished",NA,36,"Laura","Yes","Yes",NA
"93","2014-12_Geographe.Bay_stereoBRUVs","94","","06:30:00",NA,"Geographe Bay","","30.1","","","","","N/A","","N","N",17,18,"Facing up","",NA,NA,NA,NA,NA,NA,"",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"94","2014-12_Geographe.Bay_stereoBRUVs","95","1","10:42:00",NA,"Geographe Bay","Multiple Use Zone","24.9","Hayley ","2.8.20","","Lauren","Laura","Hayley ","","",13,14,"","3",NA,NA,NA,NA,NA,NA,"Leftcam cuts out after ~ 10 mins",-33.5175,115.3155333,20141212,"10:42:00","Geographe.Bay","Fished",NA,24.9,"Lauren","Yes","Yes",NA
"95","2014-12_Geographe.Bay_stereoBRUVs","96","1","13:04:00",NA,"Geographe Bay","Special Purpose Zone (Mining Exclusion)","15.9","Hayley ","2.8.20","","Lauren","Lizzy","Hayley ","","",21,22,"Y","1",NA,NA,NA,NA,NA,NA,"",-33.4489,115.4808167,20141211,"13:04:00","Geographe.Bay","Fished",NA,15.9,"Lauren","Yes","Yes",NA
"96","2014-12_Geographe.Bay_stereoBRUVs","97","1","08:43:00",NA,"Geographe Bay","Special Purpose Zone (Mining Exclusion)","35.6","Hayley ","2.8.20","","Lizzy","Ronen","Hayley ","","",15,16,"Y","2",NA,NA,NA,NA,NA,NA,"",-33.38465,115.2926667,20141211,"08:43:00","Geographe.Bay","Fished",NA,35.6,"Lizzy","Yes","Yes",NA
"97","2014-12_Geographe.Bay_stereoBRUVs","98","","10:56:00",NA,"Geographe Bay","Special Purpose Zone (Mining Exclusion)","38","","","","Lizzy","N/A","","","No",19,20,"L=FAIL R=YES","2",NA,NA,NA,NA,NA,NA,"Leftcam failed ~10s",-33.434,115.1726667,20141210,"10:56:00","Geographe.Bay","Fished",NA,38,"Lizzy","Yes","Yes",NA
"98","2014-12_Geographe.Bay_stereoBRUVs","101","","06:47:00",NA,"Geographe Bay","Special Purpose Zone (Mining Exclusion)","16.7","","","","Lizzy","Damo","","","",17,18,"","BH",NA,NA,NA,NA,NA,NA,"",-33.3885833,115.37675,20141214,"06:47:00","Geographe.Bay","Fished",NA,16.7,"Lizzy","Yes","Yes",NA
"99","2014-12_Geographe.Bay_stereoBRUVs","100","1","11:14:00",NA,"Geographe Bay","Special Purpose Zone (Mining Exclusion)","36.7","","","","Lauren","N/A","","","No",21,22,"Y","2",NA,NA,NA,NA,NA,NA,"Cals bad",-33.4324833,115.21415,20141210,"11:14:00","Geographe.Bay","Fished",NA,36.7,"Lauren","Yes","Yes",NA
"100","2014-12_Geographe.Bay_stereoBRUVs","102","1","12:39:00",NA,"Geographe Bay","Multiple Use Zone","34.4","Hayley","3.8.20","","Lizzy","Laura","Hayley","","",25,26,"Y","1",NA,NA,NA,NA,NA,NA,"",-33.5185,115.1196,20141209,"12:39:00","Geographe.Bay","Fished",NA,34.4,"Lizzy","Yes","Yes",NA
"101","2014-12_Geographe.Bay_stereoBRUVs","103","1","13:12:00",NA,"Geographe Bay","Special Purpose Zone (Mining Exclusion)","18.4","Hayley","3.8.20","","Lauren","Laura","Hayley","","",13,14,"Y","1",NA,NA,NA,NA,NA,NA,"",-33.4581167,115.4547167,20141211,"13:12:00","Geographe.Bay","Fished",NA,18.4,"Lauren","Yes","Yes",NA
"102","2014-12_Geographe.Bay_stereoBRUVs","104","1","10:04:00",NA,"Geographe Bay","Special Purpose Zone (Mining Exclusion)","33.3","Hayley","4.8.20 - Finishes at 20 mins","","Lauren","Lizzy","Hayley","","",9,10,"Y","1",NA,NA,NA,NA,NA,NA,"Leftcam cuts out after ~ 20 mins, rightcam analysed instead",-33.4597333,115.2450667,20141209,"10:04:00","Geographe.Bay","Fished",NA,33.3,"Lauren","Yes","Yes",NA
"103","2014-12_Geographe.Bay_stereoBRUVs","106","2","11:27:00",NA,"Geographe Bay","Multiple Use Zone","13.5","Logan","14.07.20","Brooke","laura","Lauren","Logan","","",25,26,"","4",NA,NA,NA,NA,NA,NA,"",-33.57825,115.3451333,20141212,"11:27:00","Geographe.Bay","Fished",NA,13.5,"laura","Yes","Yes",NA
"104","2014-12_Geographe.Bay_stereoBRUVs","105","","07:25:00",NA,"Geographe Bay","","41.7","","","","","N/A","","N","N",9,10,"Y","",NA,NA,NA,NA,NA,NA,"Files not on RAW (lost cards?)",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"105","2014-12_Geographe.Bay_stereoBRUVs","107","2","08:56:00",NA,"Geographe Bay","Multiple Use Zone","20.9","Logan","15.07.20","Brooke","Lizzy","Laura","Logan","","",15,16,"","3",NA,NA,NA,NA,NA,NA,"",-33.5833333,115.1881167,20141215,"08:56:00","Geographe.Bay","Fished",NA,20.9,"Lizzy","Yes","Yes",NA
"106","2014-12_Geographe.Bay_stereoBRUVs","107","","09:25:00",NA,"Geographe Bay","Multiple Use Zone","29.3","","","","Lauren","N/A","","","No",15,16,"L=FAIL R=YES","1",NA,NA,NA,NA,NA,NA,"Rightcam analysed",-33.5833333,115.1881167,20141215,"08:56:00","Geographe.Bay","Fished",NA,20.9,"Lizzy","Yes","Yes",NA
"107","2014-12_Geographe.Bay_stereoBRUVs","108","2","06:47:00",NA,"Geographe Bay","Special Purpose Zone (Mining Exclusion)","34","Logan","14.07.20","Brooke - check with todd","laura","Lauren","Logan","","",5,6,"Y","4",NA,NA,NA,NA,NA,NA,"",-33.4690833,115.1676667,20141209,"13:09:00","Geographe.Bay","Fished",NA,35,"Laura","Yes","Yes",NA
"108","2014-12_Geographe.Bay_stereoBRUVs","111","1","10:55:00",NA,"Geographe Bay","Multiple Use Zone","21.9","Logan ","15.07.20","","Laura","Damo","Logan ","","",19,20,"","3",NA,NA,NA,NA,NA,NA,"",-33.5369,115.3219167,20141212,"10:55:00","Geographe.Bay","Fished",NA,21.9,"Laura","Yes","Yes",NA
"109","2014-12_Geographe.Bay_stereoBRUVs","110","","06:37:00",NA,"Geographe Bay","Special Purpose Zone (Mining Exclusion)","17","","","","Lauren","N/A","","","No",9,10,"","BH",NA,NA,NA,NA,NA,NA,"R FAIL ON ENTRY TO HOUSING",-33.4022667,115.3556833,20141214,"06:37:00","Geographe.Bay","Fished",NA,17,"Lauren","Yes","Yes",NA
"110","2014-12_Geographe.Bay_stereoBRUVs","112","1","12:35:00",NA,"Geographe Bay","Special Purpose Zone (Mining Exclusion)","14.8","Hayley"," 4.8.20","","Laura","Lizzy","Hayley","","",17,18,"Y","1",NA,NA,NA,NA,NA,NA,"",-33.4052,115.5224,20141211,"12:35:00","Geographe.Bay","Fished",NA,14.8,"Laura","Yes","Yes",NA
"111","2014-12_Geographe.Bay_stereoBRUVs","113","3 (Left only)","13:45:00",NA,"Geographe Bay","Special Purpose Zone (Mining Exclusion)","36.6","","","","Laura","Laura","","","",19,20,"Y","1L",NA,NA,NA,NA,NA,NA,"",-33.3658333,115.27785,20141210,"13:45:00","Geographe.Bay","Fished",NA,36.6,"Laura","Yes","Yes",NA
"112","2014-12_Geographe.Bay_stereoBRUVs","114","3 (Right only)","10:20:00",NA,"Geographe Bay","Special Purpose Zone (Mining Exclusion)","39.7","","","","Lizzy","Lizzy","","","",23,24,"Y","1R",NA,NA,NA,NA,NA,NA,"",-33.3984333,115.1639167,20141210,"10:20:00","Geographe.Bay","Fished",NA,39.7,"Lizzy","Yes","Yes",NA
"113","2014-12_Geographe.Bay_stereoBRUVs","115","1","10:46:00",NA,"Geographe Bay","Special Purpose Zone (Mining Exclusion)","25.2","Logan","16.07.20","","Laura","Damo","Logan","","",9,10,"","3",NA,NA,NA,NA,NA,NA,"",-33.4446333,115.4064667,20141213,"10:46:00","Geographe.Bay","Fished",NA,25.2,"Laura","Yes","Yes",NA
"114","2014-12_Geographe.Bay_stereoBRUVs","116","1","06:20:00",NA,"Geographe Bay","Multiple Use Zone","29.7","Hayley ","4.8.20","","Laura","Laura","Hayley ","","",5,6,"Y","1",NA,NA,NA,NA,NA,NA,"",-33.4981667,115.2863667,20141209,"06:20:00","Geographe.Bay","Fished",NA,29.7,"Laura","Yes","Yes",NA
"115","2014-12_Geographe.Bay_stereoBRUVs","122","2","05:48:00",NA,"Geographe Bay","Multiple Use Zone","13.3","Logan","4.8.20","","Lauren","Lauren","Logan","","",13,14,"","4",NA,NA,NA,NA,NA,NA,"",-33.5375,115.4020833,20141213,"05:48:00","Geographe.Bay","Fished",NA,13.3,"Lauren","Yes","Yes",NA
"116","2014-12_Geographe.Bay_stereoBRUVs","119","2","11:25:00",NA,"Geographe Bay","","5.2","","","","Lizzy","Laura","","","",17,18,"","3",NA,NA,NA,NA,NA,NA,"",-33.4388333,115.5567333,20141214,"11:25:00","Geographe.Bay","Fished",NA,5.2,"Lizzy","Yes","Yes",NA
"117","2014-12_Geographe.Bay_stereoBRUVs","135","2","12:54:00",NA,"Geographe Bay","Multiple Use Zone","15.8","Logan","4.8.20","","Lauren","Laura","Logan","","",11,12,"","3",NA,NA,NA,NA,NA,NA,"",-33.50185,115.4207333,20141216,"12:54:00","Geographe.Bay","Fished",NA,15.8,"Lauren","Yes","Yes",NA
"118","2014-12_Geographe.Bay_stereoBRUVs","128","","07:08:00",NA,"Geographe Bay","","14.7","","","","N/A","N/A","","N","N",25,26,"","",NA,NA,NA,NA,NA,NA,"FACING UP",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"119","2014-12_Geographe.Bay_stereoBRUVs","139","3","08:29:00",NA,"Geographe Bay","Multiple Use Zone","13.4","","","","Lauren","Damo","","","",25,26,"","5",NA,NA,NA,NA,NA,NA,"",-33.60325,115.2736667,20141217,"08:29:00","Geographe.Bay","Fished",NA,13.4,"Lauren","Yes","Yes",NA
"120","2014-12_Geographe.Bay_stereoBRUVs","138","3","06:50:00",NA,"Geographe Bay","","15","","","","Lauren","Damo","","","",17,18,"","5",NA,NA,NA,NA,NA,NA,"",-33.5808333,115.1139333,20141215,"06:50:00","Geographe.Bay","Fished",NA,15,"Lauren","Yes","Yes",NA
"121","2014-12_Geographe.Bay_stereoBRUVs","143","2","13:24:00",NA,"Geographe Bay","Multiple Use Zone","23.2","Logan","5.8.20","","Lizzy","Laura","Logan","","",13,14,"","3",NA,NA,NA,NA,NA,NA,"",-33.5761667,115.2367,20141215,"13:24:00","Geographe.Bay","Fished",NA,23.2,"Lizzy","Yes","Yes",NA
"122","2014-12_Geographe.Bay_stereoBRUVs","151","3","09:12:00",NA,"Geographe Bay","Special Purpose Zone (Mining Exclusion)","17.2","","","","Lizzy","Damo","","","",19,20,"","5",NA,NA,NA,NA,NA,NA,"",-33.4768,115.4328833,20141216,"09:12:00","Geographe.Bay","Fished",NA,17.2,"Lizzy","Yes","Yes",NA
"123","2014-12_Geographe.Bay_stereoBRUVs","144","2","15:37:00",NA,"Geographe Bay","","12.3","","","","Lauren","Laura","","","",13,14,"","3",NA,NA,NA,NA,NA,NA,"",-33.5342333,115.4323167,20141216,"15:37:00","Geographe.Bay","Fished",NA,12.3,"Lauren","Yes","Yes",NA
"124","2014-12_Geographe.Bay_stereoBRUVs","160","2","15:24:00",NA,"Geographe Bay","Multiple Use Zone","N/A","Logan","5.8.20","","Lauren","Damo","Logan","","",19,20,"","3",NA,NA,NA,NA,NA,NA,"",-33.6033667,115.2477833,20141216,"15:24:00","Geographe.Bay","Fished",NA,13.8,"Lauren","Yes","Yes",NA
"125","2014-12_Geographe.Bay_stereoBRUVs","154","3","10:58:00",NA,"Geographe Bay","","13.6","","","","Lauren","Damo","","","",23,24,"","5",NA,NA,NA,NA,NA,NA,"",-33.6033667,115.19675,20141215,"10:58:00","Geographe.Bay","Fished",NA,13.6,"Lauren","Yes","Yes",NA
"126","2014-12_Geographe.Bay_stereoBRUVs","167","3","09:25:00",NA,"Geographe Bay","Special Purpose Zone (Mining Exclusion)","14.4","","","","Laura","Damo","","","",21,22,"","5",NA,NA,NA,NA,NA,NA,"",-33.4627333,115.4805667,20141216,"09:25:00","Geographe.Bay","Fished",NA,14.4,"Laura","Yes","Yes",NA
"127","2014-12_Geographe.Bay_stereoBRUVs","170","2","13:39:00",NA,"Geographe Bay","National Park Zone","15.8","Logan","10.8.20","","Lizzy","Lauren","Logan","","",21,22,"","4",NA,NA,NA,NA,NA,NA,"",-33.54165,115.3698333,20141216,"13:39:00","Geographe.Bay","Fished",NA,15.8,"Lizzy","Yes","Yes",NA
"128","2014-12_Geographe.Bay_stereoBRUVs","183","2","13:29:00",NA,"Geographe Bay","Multiple Use Zone","22.6","Logan","16.07.20","","Lizzy","Laura","Logan","","",9,10,"","3",NA,NA,NA,NA,NA,NA,"",-33.5687667,115.2488,20141215,"13:29:00","Geographe.Bay","Fished",NA,22.6,"Lizzy","Yes","Yes",NA
"129","2014-12_Geographe.Bay_stereoBRUVs","175","2","06:34:00",NA,"Geographe Bay","","28.5","","","","Lizzy","Lauren","","","",19,20,"","4",NA,NA,NA,NA,NA,NA,"",-33.5518167,115.12275,20141215,"06:34:00","Geographe.Bay","Fished",NA,28.5,"Lizzy","Yes","Yes",NA
"130","2014-12_Geographe.Bay_stereoBRUVs","176","2","06:59:00",NA,"Geographe Bay","","15.4","","","","Lizzy","Laura","","","",11,12,"","3",NA,NA,NA,NA,NA,NA,"",-33.59,115.1290667,20141215,"06:59:00","Geographe.Bay","Fished",NA,15.4,"Lizzy","Yes","Yes",NA
"131","2014-12_Geographe.Bay_stereoBRUVs","196","2","12:49:00",NA,"Geographe Bay","Multiple Use Zone","15.9","Logan","5.8.20","","Lauren","Damo","Logan","","",25,26,"","3",NA,NA,NA,NA,NA,NA,"",-33.5098167,115.4045,20141216,"12:49:00","Geographe.Bay","Fished",NA,15.9,"Lauren","Yes","Yes",NA
"132","2014-12_Geographe.Bay_stereoBRUVs","192","2","11:19:00",NA,"Geographe Bay","","4.9","","","","Lizzy","Laura","","","",13,14,"","3",NA,NA,NA,NA,NA,NA,"",-33.4273167,115.5755833,20141214,"11:19:00","Geographe.Bay","Fished",NA,4.9,"Lizzy","Yes","Yes",NA
"133","2014-12_Geographe.Bay_stereoBRUVs","207","1","08:06:00",NA,"Geographe Bay","Habitat Protection Zone","23.3","Hayley","4.8.20","","Lizzy","Tamy","Hayley","","",11,12,"","2",NA,NA,NA,NA,NA,NA,"",-33.5738333,115.23165,20141212,"08:06:00","Geographe.Bay","Fished",NA,23.3,"Lizzy","Yes","Yes",NA
"134","2014-12_Geographe.Bay_stereoBRUVs","199","","10:53:00",NA,"Geographe Bay","","15.2","","","","Lizzy","Lizzy","","","",17,18,"","5R",NA,NA,NA,NA,NA,NA,"",-33.5975167,115.2108833,20141215,"10:53:00","Geographe.Bay","Fished",NA,15.2,"Lizzy","Yes","Yes",NA
"135","2014-12_Geographe.Bay_stereoBRUVs","202","2","06:04:00",NA,"Geographe Bay","","9.8","","","","Lauren","Lauren","","","",9,10,"","4",NA,NA,NA,NA,NA,NA,"",-33.5779333,115.4117167,20141217,"06:04:00","Geographe.Bay","Fished",NA,9.8,"Lauren","Yes","Yes",NA
"136","2014-12_Geographe.Bay_stereoBRUVs","224","1","06:59:00",NA,"Geographe Bay","Special Purpose Zone (Mining Exclusion)","16.5","Hayley","4.8.20","","Lauren","Lizzy","Hayley","","",23,24,"","2",NA,NA,NA,NA,NA,NA,"",-33.4189,115.5035833,20141216,"06:59:00","Geographe.Bay","Fished",NA,16.5,"Lauren","Yes","Yes",NA
