"","X","Sample","UWA.con.number","Time.x","Site.x","Location.x","Status.x","Depth.x","Maxn.analyst","Maxn.complete.yyyymmdd","Maxn.checker","Curtin.Observer","Curtin.length.analyst","Observer.x","Successful.count.x","Successful.length.x","Left.cam","Right.cam","Video.notes","Con.hdd.number","Raw.hdd.number","Habitat.image.saved","Vis.in.metres","Habitat.classification","Length.analyst","Length.complete.date.yyyymmdd","Notes","Latitude","Longitude","Date","Time.y","Location.y","Status.y","Site.y","Depth.y","Observer.y","Successful.count.y","Successful.length.y","Comment"
"137","2014-12_Geographe.Bay_stereoBRUVs","208","2","11:03:00",NA,"Geographe Bay","","7.2","","","","Lizzy","Laura","","","",19,20,"","3",NA,NA,NA,NA,NA,NA,"",-33.3873,115.5742333,20141214,"11:03:00","Geographe.Bay","Fished",NA,7.2,"Lizzy","Yes","Yes",NA
"138","2014-12_Geographe.Bay_stereoBRUVs","215","","10:45:00",NA,"Geographe Bay","","14.1","","","","Lizzy","N/A","","","N",9,10,"","4R",NA,NA,NA,NA,NA,NA,"LEFT CAM FAIL",-33.6065667,115.2241167,20141215,"10:45:00","Geographe.Bay","Fished",NA,14.1,"Lizzy","Yes","Yes",NA
"139","2014-12_Geographe.Bay_stereoBRUVs","218","3","09:46:00",NA,"Geographe Bay","","14.7","","","","Laura","Laura","","","",11,12,"","5",NA,NA,NA,NA,NA,NA,"",-33.5954833,115.3030667,20141217,"09:46:00","Geographe.Bay","Fished",NA,14.7,"Laura","Yes","Yes",NA
"140","2014-12_Geographe.Bay_stereoBRUVs","240","3","08:56:00",NA,"Geographe Bay","Special Purpose Zone (Mining Exclusion)","18.9","","","","Lizzy","Damo","","","",13,14,"","5",NA,NA,NA,NA,NA,NA,"UPSIDE DOWN, GOOD",-33.4387833,115.4684667,20141216,"08:56:00","Geographe.Bay","Fished",NA,18.9,"Lizzy","Yes","Yes",NA
"141","2014-12_Geographe.Bay_stereoBRUVs","231","","13:44:00",NA,"Geographe Bay","","10.8","","","","N/A","N/A","","N","N",9,10,"","",NA,NA,NA,NA,NA,NA,"FACING UP",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"142","2014-12_Geographe.Bay_stereoBRUVs","234","3","10:03:00",NA,"Geographe Bay","","9.3","","","","Laura","Damo","","","",13,14,"","5",NA,NA,NA,NA,NA,NA,"",-33.6031667,115.3602167,20141217,"10:03:00","Geographe.Bay","Fished",NA,9.3,"Laura","Yes","Yes",NA
"143","2014-12_Geographe.Bay_stereoBRUVs","236","3","10:45:00",NA,"Geographe Bay","","13.1","","","","Lauren","Lizzy","","","",21,22,"","5",NA,NA,NA,NA,NA,NA,"",-33.4949167,115.4766833,20141216,"10:45:00","Geographe.Bay","Fished",NA,13.1,"Lauren","Yes","Yes",NA
"144","2014-12_Geographe.Bay_stereoBRUVs","256","3","13:12:00",NA,"Geographe Bay","Special Purpose Zone (Mining Exclusion)","11.1","","","","Lizzy","Damo","","","",11,12,"","5",NA,NA,NA,NA,NA,NA,"",-33.4083167,115.4774833,20141214,"13:12:00","Geographe.Bay","Fished",NA,11.1,"Lizzy","Yes","Yes",NA
"145","2014-12_Geographe.Bay_stereoBRUVs","247","2","06:30:00",NA,"Geographe Bay","","26.4","","","","Lizzy","Lauren","","","",15,16,"","4",NA,NA,NA,NA,NA,NA,"",-33.5561,115.1345167,20141215,"06:30:00","Geographe.Bay","Fished",NA,26.4,"Lizzy","Yes","Yes",NA
"146","2014-12_Geographe.Bay_stereoBRUVs","250","","15:17:00",NA,"Geographe Bay","","10","","","","Laura","N/A","","","N",5,6,"","5R",NA,NA,NA,NA,NA,NA,"LEFT FAIL",-33.5628167,115.4223667,20141216,"15:17:00","Geographe.Bay","Fished",NA,10,"Laura","Yes","Yes",NA
"147","2014-12_Geographe.Bay_stereoBRUVs","270","2","06:00:00",NA,"Geographe Bay","Multiple Use Zone","13.7","Logan ","21.07.20","","Laura","Lauren","Logan ","","",5,6,"","4",NA,NA,NA,NA,NA,NA,"",-33.52045,115.4206,20141213,"06:00:00","Geographe.Bay","Fished",NA,13.7,"Laura","Yes","Yes",NA
"148","2014-12_Geographe.Bay_stereoBRUVs","267","2","06:22:00",NA,"Geographe Bay","","23.2","","","","Lizzy","Lauren","","","",5,6,"","4",NA,NA,NA,NA,NA,NA,"",-33.5707,115.1362,20141215,"06:22:00","Geographe.Bay","Fished",NA,23.2,"Lizzy","Yes","Yes",NA
"149","2014-12_Geographe.Bay_stereoBRUVs","271","2","06:06:00",NA,"Geographe Bay","Habitat Protection Zone","27.3","Logan ","21.07.20","","Laura","Lauren","Logan ","","",21,22,"","4",NA,NA,NA,NA,NA,NA,"",-33.5937,115.2133167,20141212,"06:06:00","Geographe.Bay","Fished",NA,27.3,"Laura","Yes","Yes",NA
"150","2014-12_Geographe.Bay_stereoBRUVs","272","3","08:37:00",NA,"Geographe Bay","Special Purpose Zone (Mining Exclusion)","11.7","","","","Lizzy","Damo","","","",25,26,"","5",NA,NA,NA,NA,NA,NA,"",-33.3815,115.4879333,20141214,"08:37:00","Geographe.Bay","Fished",NA,11.7,"Lizzy","Yes","Yes",NA
"151","2014-12_Geographe.Bay_stereoBRUVs","282","3","08:02:00",NA,"Geographe Bay","Multiple Use Zone","18.2","","","","Laura","Damo","","","",15,16,"","5",NA,NA,NA,NA,NA,NA,"",-33.5571833,115.3322333,20141217,"08:02:00","Geographe.Bay","Fished",NA,18.2,"Laura","Yes","Yes",NA
"152","2014-12_Geographe.Bay_stereoBRUVs","279","","11:32:00",NA,"Geographe Bay","Multiple Use Zone","14.2","","","","Lizzy","N/A","","","No",25,26,"","4",NA,NA,NA,NA,NA,NA,"LEFT FAIL",-33.5011833,115.4379167,20141216,"11:32:00","Geographe.Bay","Fished",NA,14.2,"Lizzy","Yes","Yes",NA
"153","2014-12_Geographe.Bay_stereoBRUVs","287","2","10:50:00",NA,"Geographe Bay","Habitat Protection Zone","16.4","Logan","27.07.20","","Lizzy","Lauren","Logan","","",13,14,"","4",NA,NA,NA,NA,NA,NA,"",-33.5940333,115.2189,20141215,"10:50:00","Geographe.Bay","Fished",NA,16.4,"Lizzy","Yes","Yes",NA
"154","2014-12_Geographe.Bay_stereoBRUVs","288","3","09:29:00",NA,"Geographe Bay","Special Purpose Zone (Mining Exclusion)","14.3","","","","Laura","Damo","","","",5,6,"","5",NA,NA,NA,NA,NA,NA,"",-33.4709833,115.4775833,20141216,"09:29:00","Geographe.Bay","Fished",NA,14.3,"Laura","Yes","Yes",NA
"155","2014-12_Geographe.Bay_stereoBRUVs","316","","10:49:00",NA,"Geographe Bay","Special Purpose Zone (Mining Exclusion)","9.3","","","","Lauren","Lizzy","","","",15,16,"","BH",NA,NA,NA,NA,NA,NA,"",-33.3839667,115.5281667,20141214,"10:49:00","Geographe.Bay","Fished",NA,9.3,"Lauren","Yes","Yes",NA
"156","2014-12_Geographe.Bay_stereoBRUVs","295","3","15:50:00",NA,"Geographe Bay","","2.5","","","","Lauren","Damo","","","",11,12,"","5",NA,NA,NA,NA,NA,NA,"",-33.5555333,115.46605,20141216,"15:50:00","Geographe.Bay","Fished",NA,2.5,"Lauren","Yes","Yes",NA
"157","2014-12_Geographe.Bay_stereoBRUVs","298","2","06:56:00",NA,"Geographe Bay","","18.1","","","","Lauren","Lauren","","","",23,24,"","4",NA,NA,NA,NA,NA,NA,"",-33.5825167,115.1301333,20141215,"06:56:00","Geographe.Bay","Fished",NA,18.1,"Lauren","Yes","Yes",NA
"158","2014-12_Geographe.Bay_stereoBRUVs","304","2","10:17:00",NA,"Geographe Bay","","13.7","","","","Lizzy","Lauren","","","",5,6,"","4",NA,NA,NA,NA,NA,NA,"",-33.5958333,115.1453667,20141215,"10:17:00","Geographe.Bay","Fished",NA,13.7,"Lizzy","Yes","Yes",NA
"159","2014-12_Geographe.Bay_stereoBRUVs","314","2","09:03:00",NA,"Geographe Bay","","20","","","","Lizzy","Laura","","","",5,6,"","3",NA,NA,NA,NA,NA,NA,"",-33.5869,115.1628333,20141215,"09:03:00","Geographe.Bay","Fished",NA,20,"Lizzy","Yes","Yes",NA
"160","2014-12_Geographe.Bay_stereoBRUVs","320","3","08:49:00",NA,"Geographe Bay","Special Purpose Zone (Mining Exclusion)","15.1","","","","Lauren","Damo","","","",17,18,"","5",NA,NA,NA,NA,NA,NA,"LANDS FACING UP THEN FALLS GOOD AT 15MINS",-33.4417833,115.49575,20141216,"08:49:00","Geographe.Bay","Fished",NA,15.1,"Lauren","Yes","Yes",NA
"161","2014-12_Geographe.Bay_stereoBRUVs","327","2","14:10:00",NA,"Geographe Bay","Multiple Use Zone","11.8","Logan","6.8.20","","Damon","Laura","Logan","","",15,16,"","3",NA,NA,NA,NA,NA,NA,"",-33.4892333,115.3942,20141214,"14:10:00","Geographe.Bay","Fished",NA,11.8,"Damon","Yes","Yes",NA
"162","2014-12_Geographe.Bay_stereoBRUVs","331","2","13:46:00",NA,"Geographe Bay","Multiple Use Zone","14.3","Logan","22.07.20","","Lizzy","Laura","Logan","","",5,6,"","3",NA,NA,NA,NA,NA,NA,"",-33.6030833,115.2530333,20141215,"13:46:00","Geographe.Bay","Fished",NA,14.3,"Lizzy","Yes","Yes",NA
"163","2014-12_Geographe.Bay_stereoBRUVs","330","","06:44:00",NA,"Geographe Bay","","17.7","","","","Damon","N/A","","","N",13,14,"","4",NA,NA,NA,NA,NA,NA,"Both files are rightcam",-33.5691167,115.104,20141215,"06:44:00","Geographe.Bay","Fished",NA,17.7,"Damon","Yes","Yes",NA
"164","2014-12_Geographe.Bay_stereoBRUVs","335","1","08:09:00",NA,"Geographe Bay","Habitat Protection Zone","21.6","Hayley ","6.8.20","","Lauren","Lizzy","Hayley ","","",23,24,"","2",NA,NA,NA,NA,NA,NA,"",-33.5771167,115.2266667,20141212,"08:09:00","Geographe.Bay","Fished",NA,21.6,"Lauren","Yes","Yes",NA
"165","2014-12_Geographe.Bay_stereoBRUVs","352","3","08:45:00",NA,"Geographe Bay","Special Purpose Zone (Mining Exclusion)","15.2","","","","Lizzy","Damo","","","",23,24,"","5",NA,NA,NA,NA,NA,NA,"",-33.4517667,115.4879833,20141216,"08:45:00","Geographe.Bay","Fished",NA,15.2,"Lizzy","Yes","Yes",NA
"166","2014-12_Geographe.Bay_stereoBRUVs","346","2","13:08:00",NA,"Geographe Bay","","14","","","","Lizzy","Laura","","","",11,12,"","3",NA,NA,NA,NA,NA,NA,"",-33.6092,115.2392833,20141215,"13:08:00","Geographe.Bay","Fished",NA,14,"Lizzy","Yes","Yes",NA
"167","2014-12_Geographe.Bay_stereoBRUVs","375","2","06:14:00",NA,"Geographe Bay","Habitat Protection Zone","26.9","Logan","18.08.20","","Laura","Lauren","Logan","","",19,20,"","4",NA,NA,NA,NA,NA,NA,"REAR FAIL",-33.5902167,115.2205667,20141212,"06:14:00","Geographe.Bay","Fished",NA,26.9,"Laura","Yes","Yes",NA
"168","2014-12_Geographe.Bay_stereoBRUVs","362","3","10:23:00",NA,"Geographe Bay","","9.4","","","","Laura","Damo","","","",19,20,"","5",NA,NA,NA,NA,NA,NA,"",-33.627,115.2948,20141217,"10:23:00","Geographe.Bay","Fished",NA,9.4,"Laura","Yes","Yes",NA
"169","2014-12_Geographe.Bay_stereoBRUVs","368","3","15:59:00",NA,"Geographe Bay","","3.7","","","","Laura","Damo","","","",25,26,"","5",NA,NA,NA,NA,NA,NA,"",-33.5725167,115.45125,20141216,"15:59:00","Geographe.Bay","Fished",NA,3.7,"Laura","Yes","Yes",NA
"170","2014-12_Geographe.Bay_stereoBRUVs","378","2","13:08:00",NA,"Geographe Bay","National Park Zone","13.3","Logan","26.07.20","","Lauren","Damo","Logan","","",11,12,"","3 (L) R (4)",NA,NA,NA,NA,NA,NA,"",-33.5555833,115.3912,20141212,"13:08:00","Geographe.Bay","Fished",NA,13.3,"Lauren","Yes","Yes",NA
"171","2014-12_Geographe.Bay_stereoBRUVs","384","1","06:54:00",NA,"Geographe Bay","Special Purpose Zone (Mining Exclusion)","13.5","Hayley","6.8.20","","Lauren","Ronen","Hayley","","",17,18,"","2",NA,NA,NA,NA,NA,NA,"",-33.4274667,115.51415,20141216,"06:54:00","Geographe.Bay","Fished",NA,13.5,"Lauren","Yes","Yes",NA
"172","2014-12_Geographe.Bay_stereoBRUVs","391","2","08:23:00",NA,"Geographe Bay","Multiple Use Zone","17","Logan","27.07.20","","Lizzy","Laura","Logan","","",21,22,"","3",NA,NA,NA,NA,NA,NA,"Rear cam failed",-33.50165,115.4101333,20141213,"08:23:00","Geographe.Bay","Fished",NA,17,"Lizzy","Yes","Yes",NA
"173","2014-12_Geographe.Bay_stereoBRUVs","394","2","13:18:00",NA,"Geographe Bay","Multiple Use Zone","19","Logan","6.8.20","","Lizzy","Lauren","Logan","","",9,10,"","4",NA,NA,NA,NA,NA,NA,"",-33.5181,115.3820167,20141216,"13:18:00","Geographe.Bay","Fished",NA,19,"Lizzy","Yes","Yes",NA
"174","2014-12_Geographe.Bay_stereoBRUVs","400","2","08:58:00",NA,"Geographe Bay","Special Purpose Zone (Mining Exclusion)","9.8","Logan","23.07.20","","Damon","Laura","Logan","","",13,14,"","3",NA,NA,NA,NA,NA,NA,"",-33.3575833,115.5516833,20141214,"08:58:00","Geographe.Bay","Fished",NA,9.8,"Damon","Yes","Yes",NA
"175","2014-12_Geographe.Bay_stereoBRUVs","395","3","10:08:00",NA,"Geographe Bay","","9.2","","","","Laura","Damo","","","",9,10,"","5",NA,NA,NA,NA,NA,NA,"",-33.6072833,115.3444333,20141217,"10:08:00","Geographe.Bay","Fished",NA,9.2,"Laura","Yes","Yes",NA
"176","2014-12_Geographe.Bay_stereoBRUVs","399","3","10:17:00",NA,"Geographe Bay","","10.8","","","","Laura","Damo","","","",15,16,"","5",NA,NA,NA,NA,NA,NA,"",-33.6143333,115.31295,20141217,"10:17:00","Geographe.Bay","Fished",NA,10.8,"Laura","Yes","Yes",NA
"177","2014-12_Geographe.Bay_stereoBRUVs","407","2","08:13:00",NA,"Geographe Bay","Multiple Use Zone","16.2","Logan","7.8.20","","Lauren","Laura","Logan","","",19,20,"","3",NA,NA,NA,NA,NA,NA,"",-33.4881667,115.4274667,20141213,"08:13:00","Geographe.Bay","Fished",NA,16.2,"Lauren","Yes","Yes",NA
"178","2014-12_Geographe.Bay_stereoBRUVs","432","","13:19:00",NA,"Geographe Bay","Special Purpose Zone (Mining Exclusion)","10.7","","","","Lauren","Damo","","","",23,24,"","BH",NA,NA,NA,NA,NA,NA,"",-33.4270333,115.4686,20141214,"13:19:00","Geographe.Bay","Fished",NA,10.7,"Lauren","Yes","Yes",NA
"179","2014-12_Geographe.Bay_stereoBRUVs","416","3","10:34:00",NA,"Geographe Bay","","12.3","","","","Laura","Damo","","","",5,6,"","5",NA,NA,NA,NA,NA,NA,"",-33.6147833,115.2806167,20141217,"10:34:00","Geographe.Bay","Fished",NA,12.3,"Laura","Yes","Yes",NA
"180","2014-12_Geographe.Bay_stereoBRUVs","426","3","08:05:00",NA,"Geographe Bay","","18","","","","Lauren","Damo","","","",9,10,"","5",NA,NA,NA,NA,NA,NA,"",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"181","2014-12_Geographe.Bay_stereoBRUVs","428","1","06:31:00",NA,"Geographe Bay","","7.6","","","","Lauren","Lizzy","","","",15,16,"","2",NA,NA,NA,NA,NA,NA,"",-33.45045,115.5572167,20141216,"06:31:00","Geographe.Bay","Fished",NA,7.6,"Lauren","Yes","Yes",NA
"182","2014-12_Geographe.Bay_stereoBRUVs","442","1","13:28:00",NA,"Geographe Bay","Multiple Use Zone","14.3","","","","Lizzy","Lauren","","","",19,20,"","2",NA,NA,NA,NA,NA,NA,"UPSIDE DOWN, GOOD",-33.5066,115.41935,20141212,"13:28:00","Geographe.Bay","Fished",NA,14.3,"Lizzy","Yes","Yes",NA
"183","2014-12_Geographe.Bay_stereoBRUVs","439","3","10:29:00",NA,"Geographe Bay","","8.4","","","","Laura","Damo","","","",21,22,"","5",NA,NA,NA,NA,NA,NA,"",-33.6309333,115.2730667,20141217,"10:29:00","Geographe.Bay","Fished",NA,8.4,"Laura","Yes","Yes",NA
"184","2014-12_Geographe.Bay_stereoBRUVs","443","2","06:34:00",NA,"Geographe Bay","Habitat Protection Zone","27","Logan","27.07.20","","Laura","Lauren","Logan","","",11,12,"","4",NA,NA,NA,NA,NA,NA,"",-33.5698,115.2024833,20141212,"06:34:00","Geographe.Bay","Fished",NA,27,"Laura","Yes","Yes",NA
"185","2014-12_Geographe.Bay_stereoBRUVs","448","3","13:05:00",NA,"Geographe Bay","Special Purpose Zone (Mining Exclusion)","10.6","","","","Lizzy","Damo","","","",25,26,"","5",NA,NA,NA,NA,NA,NA,"",-33.3965,115.4930667,20141214,"13:05:00","Geographe.Bay","Fished",NA,10.6,"Lizzy","Yes","Yes",NA
"186","2014-12_Geographe.Bay_stereoBRUVs","455","2","08:42:00",NA,"Geographe Bay","Multiple Use Zone","24.9","Logan","27.07.20","","Lizzy","Lauren","Logan","","",13,14,"","4",NA,NA,NA,NA,NA,NA,"",-33.5671333,115.1820333,20141215,"08:42:00","Geographe.Bay","Fished",NA,24.9,"Lizzy","Yes","Yes",NA
"187","2014-12_Geographe.Bay_stereoBRUVs","451","3","11:32:00",NA,"Geographe Bay","","7.8","","","","Lauren","Damo","","","",23,24,"","5",NA,NA,NA,NA,NA,NA,"",-33.41975,115.5529,20141214,"11:32:00","Geographe.Bay","Fished",NA,7.8,"Lauren","Yes","Yes",NA
"188","2014-12_Geographe.Bay_stereoBRUVs","490","2","06:20:00",NA,"Geographe Bay","Multiple Use Zone","13.4","Logan","6.8.20","","Lizzy","Lauren","Logan","","",19,20,"","4",NA,NA,NA,NA,NA,NA,"",-33.5613,115.3612,20141217,"06:20:00","Geographe.Bay","Fished",NA,13.4,"Lizzy","Yes","Yes",NA
"189","2014-12_Geographe.Bay_stereoBRUVs","458","","10:58:00",NA,"Geographe Bay","","6.2","","","","Lizzy","Damo","","","",19,20,"","BH",NA,NA,NA,NA,NA,NA,"Tiger",-33.51505,115.50435,20141216,"10:58:00","Geographe.Bay","Fished",NA,6.2,"Lizzy","Yes","Yes",NA
"190","2014-12_Geographe.Bay_stereoBRUVs","463","1","08:03:00",NA,"Geographe Bay","","24.3","","","","Lizzy","Tamy","","","",25,26,"","2",NA,NA,NA,NA,NA,NA,"",-33.51505,115.50435,20141212,"08:03:00","Geographe.Bay","Fished",NA,24.3,"Lizzy","Yes","Yes",NA
"191","2014-12_Geographe.Bay_stereoBRUVs","474","1","06:23:00",NA,"Geographe Bay","","6.8","","","","Laura","Lizzy","","","",21,22,"","2",NA,NA,NA,NA,NA,NA,"Rear fail",-33.4681167,115.5436,20141216,"06:23:00","Geographe.Bay","Fished",NA,6.8,"Laura","Yes","Yes",NA
"192","2014-12_Geographe.Bay_stereoBRUVs","480","2 - only left","09:06:00",NA,"Geographe Bay","","7.4","","","","Laura","N/A","","","",9,10,"","3L",NA,NA,NA,NA,NA,NA,"",-33.3475833,115.5777,20141214,"09:06:00","Geographe.Bay","Fished",NA,7.4,"Laura","Yes","Yes",NA
"193","2014-12_Geographe.Bay_stereoBRUVs","503","3","07:48:00",NA,"Geographe Bay","Multiple Use Zone","16.3","","","","Lizzy","Damo","","","",5,6,"","5",NA,NA,NA,NA,NA,NA,"",-33.5845333,115.3097667,20141217,"07:48:00","Geographe.Bay","Fished",NA,16.3,"Lizzy","Yes","Yes",NA
"194","2014-12_Geographe.Bay_stereoBRUVs","492","3","08:40:00",NA,"Geographe Bay","","14.7","","","","Laura","Damo","","","",11,12,"","5",NA,NA,NA,NA,NA,NA,"UPSIDE DOWN, GOOD",-33.4637833,115.4974833,20141216,"08:40:00","Geographe.Bay","Fished",NA,14.7,"Laura","Yes","Yes",NA
"195","2014-12_Geographe.Bay_stereoBRUVs","496","","10:42:00",NA,"Geographe Bay","","15.3","","","","Lauren","Lizzy","","","",5,6,"","BH",NA,NA,NA,NA,NA,NA,"",-33.4851167,115.4752333,20141216,"10:42:00","Geographe.Bay","Fished",NA,15.3,"Lauren","Yes","Yes",NA
"196","2014-12_Geographe.Bay_stereoBRUVs","499","1","06:36:00",NA,"Geographe Bay","","9.9","","","","Lauren","Tamy","","","",19,20,"","2",NA,NA,NA,NA,NA,NA,"",-33.45165,115.5441167,20141216,"06:36:00","Geographe.Bay","Fished",NA,9.9,"Lauren","Yes","Yes",NA
"197","2014-12_Geographe.Bay_stereoBRUVs","506","2","11:23:00",NA,"Geographe Bay","Multiple Use Zone","14.1","Logan","10.8.20","","Lizzy","Lauren","Logan","","",23,24,"","4",NA,NA,NA,NA,NA,NA,"",-33.5173833,115.4165,20141216,"11:23:00","Geographe.Bay","Fished",NA,14.1,"Lizzy","Yes","Yes",NA
"198","2014-12_Geographe.Bay_stereoBRUVs","523","2","08:35:00",NA,"Geographe Bay","Multiple Use Zone","26","Logan","29.07.20","","Laura","Lauren","Logan","","",17,18,"","4",NA,NA,NA,NA,NA,NA,"",-33.5634333,115.1589167,20141215,"08:35:00","Geographe.Bay","Fished",NA,26,"Laura","Yes","Yes",NA
"199","2014-12_Geographe.Bay_stereoBRUVs","512","2","11:03:00",NA,"Geographe Bay","","10.6","","","","Lizzy","Laura","","","",9,10,"","3R 4L",NA,NA,NA,NA,NA,NA,"",-33.5094,115.4873333,20141216,"11:03:00","Geographe.Bay","Fished",NA,10.6,"Lizzy","Yes","Yes",NA
"200","2014-12_Geographe.Bay_stereoBRUVs","527","2","06:16:00",NA,"Geographe Bay","Habitat Protection Zone","26.8","Logan","6.8.20","","laura","Lauren","Logan","","",9,10,"","4",NA,NA,NA,NA,NA,NA,"",-33.5894167,115.2078167,20141212,"06:16:00","Geographe.Bay","Fished",NA,26.8,"laura","Yes","Yes",NA
"201","2014-12_Geographe.Bay_stereoBRUVs","543","","13:13:00",NA,"Geographe Bay","Multiple Use Zone","16.7","","","","Lauren","Laura","","","",23,24,"","BH",NA,NA,NA,NA,NA,NA,"",-33.5950333,115.2434,20141215,"13:13:00","Geographe.Bay","Fished",NA,16.7,"Lauren","Yes","Yes",NA
"202","2014-12_Geographe.Bay_stereoBRUVs","528","2","08:34:00",NA,"Geographe Bay","","14","","","","Lauren","Lauren","","","",25,26,"","",NA,NA,NA,NA,NA,NA,"",-33.48105,115.4971,20141216,"08:34:00","Geographe.Bay","Fished",NA,14,"Lauren","Yes","Yes",NA
"203","2014-12_Geographe.Bay_stereoBRUVs","538","2","05:53:00",NA,"Geographe Bay","","11.6","","","","Laura","Lauren","","","",17,18,"","4",NA,NA,NA,NA,NA,NA,"",-33.5839167,115.3846667,20141217,"05:53:00","Geographe.Bay","Fished",NA,11.6,"Laura","Yes","Yes",NA
"204","2014-12_Geographe.Bay_stereoBRUVs","544","3","13:36:00",NA,"Geographe Bay","Special Purpose Zone (Mining Exclusion)","12.3","","","","Lauren","Damo","","","",13,14,"","5",NA,NA,NA,NA,NA,NA,"LANDED SIDE STILL GOOD",-33.4464167,115.43405,20141214,"13:36:00","Geographe.Bay","Fished",NA,12.3,"Lauren","Yes","Yes",NA
"205","2014-12_Geographe.Bay_stereoBRUVs","554","3","06:13:00",NA,"Geographe Bay","National Park Zone","12.3","","","","Laura","Damo","","","",15,16,"","5",NA,NA,NA,NA,NA,NA,"",-33.55765,115.3835167,20141217,"06:13:00","Geographe.Bay","Fished",NA,12.3,"Laura","Yes","Yes",NA
"206","2014-12_Geographe.Bay_stereoBRUVs","551","","05:58:00",NA,"Geographe Bay","","11.7","","","","Lizzy","N/A","","","N",13,14,"","4",NA,NA,NA,NA,NA,NA,"RIGHT CAM FAIL",-33.5735167,115.3901333,20141217,"05:58:00","Geographe.Bay","Fished",NA,11.7,"Lizzy","Yes","Yes",NA
"207","2014-12_Geographe.Bay_stereoBRUVs","567","3","08:23:00",NA,"Geographe Bay","Multiple Use Zone","17.4","","","","Lizzy","Damo","","","",11,12,"","5",NA,NA,NA,NA,NA,NA,"Left can short analyse right",-33.5866833,115.2760167,20141217,"08:23:00","Geographe.Bay","Fished",NA,17.4,"Lizzy","Yes","Yes",NA
"208","2014-12_Geographe.Bay_stereoBRUVs","560","1","06:49:00",NA,"Geographe Bay","","14.6","","","","Lauren","Lizzy","","","",13,14,"","2",NA,NA,NA,NA,NA,NA,"",-33.4381667,115.5268667,20141216,"06:49:00","Geographe.Bay","Fished",NA,14.6,"Lauren","Yes","Yes",NA
"209","2014-12_Geographe.Bay_stereoBRUVs","570","","08:31:00",NA,"Geographe Bay","Multiple Use Zone","24.6","","","","Lauren","Lizzy","","","",23,24,"","BH",NA,NA,NA,NA,NA,NA,"",-33.5731333,115.1625333,20141215,"08:31:00","Geographe.Bay","Fished",NA,24.6,"Lauren","Yes","Yes",NA
"210","2014-12_Geographe.Bay_stereoBRUVs","579","3","13:10:00",NA,"Geographe Bay","Multiple Use Zone","22","","","","Laura","Damo","","","",17,18,"","5",NA,NA,NA,NA,NA,NA,"",-33.5017167,115.37405,20141216,"13:10:00","Geographe.Bay","Fished",NA,22,"Laura","Yes","Yes",NA
"211","2014-12_Geographe.Bay_stereoBRUVs","572","","10:54:00",NA,"Geographe Bay","","8.1","","","","Lauren","Lizzy","","","",21,22,"","BH",NA,NA,NA,NA,NA,NA,"",-33.3913,115.5492167,20141214,"10:54:00","Geographe.Bay","Fished",NA,8.1,"Lauren","Yes","Yes",NA
"212","2014-12_Geographe.Bay_stereoBRUVs","576","","07:04:00",NA,"Geographe Bay","","9.1","","","","N/A","N/A","","N","N",25,26,"","BH",NA,NA,NA,NA,NA,NA,"facing up",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"213","2014-12_Geographe.Bay_stereoBRUVs","583","2","13:55:00",NA,"Geographe Bay","Special Purpose Zone (Mining Exclusion)","12","Logan","23.07.20","","Damon","Laura","Logan","","",5,6,"","3",NA,NA,NA,NA,NA,NA,"BIG RAY NICE GROUND - R cam failed after 15min",-33.47835,115.3932,20141214,"13:55:00","Geographe.Bay","Fished",NA,12,"Damon","Yes","Yes",NA
"214","2014-12_Geographe.Bay_stereoBRUVs","599","2","06:22:00",NA,"Geographe Bay","Multiple Use Zone","13.9","Logan","7.8.20","","Laura","Lauren","Logan","","",11,12,"","4",NA,NA,NA,NA,NA,NA,"",-33.5021167,115.4508,20141213,"06:22:00","Geographe.Bay","Fished",NA,13.9,"Laura","Yes","Yes",NA
"215","2014-12_Geographe.Bay_stereoBRUVs","586","","13:24:00",NA,"Geographe Bay","National Park Zone","15.8","","","","Lizzy","N/A","","","No",19,20,"Right = Fail","4L",NA,NA,NA,NA,NA,NA,"",-33.5309167,115.38595,20141216,"13:24:00","Geographe.Bay","Fished",NA,15.8,"Lizzy","Yes","Yes",NA
"216","2014-12_Geographe.Bay_stereoBRUVs","587","3","11:03:00",NA,"Geographe Bay","","16.6","","","","Lizzy","Damo","","","",11,12,"","5",NA,NA,NA,NA,NA,NA,"",-33.5934667,115.1873833,20141215,"11:03:00","Geographe.Bay","Fished",NA,16.6,"Lizzy","Yes","Yes",NA
"217","2014-12_Geographe.Bay_stereoBRUVs","592","3 (right on 2)","11:15:00",NA,"Geographe Bay","","12.3","","","","Laura","Laura","","","",17,18,"","3R 5L",NA,NA,NA,NA,NA,NA,"",-33.5185,115.4460167,20141216,"11:15:00","Geographe.Bay","Fished",NA,12.3,"Laura","Yes","Yes",NA
