"sample","filename","period","periodtime","family","genus","species","maxn","campaignid","latitude","longitude","date","time","location","site","depth","observer","successful.count","successful.length","comment"
"42","42_L23.avi","1","52.31621","Labridae","Notolabrus","parilus",4,"2014-12_Geographe.Bay_stereoBRUVs","-33.5425167","115.3862333","20141212","13:13:00","Geographe.Bay",NA,"13","laura","Yes","Yes",NA
"42","42_L23.avi","1","45.62173","Labridae","Ophthalmolepis","lineolatus",8,"2014-12_Geographe.Bay_stereoBRUVs","-33.5425167","115.3862333","20141212","13:13:00","Geographe.Bay",NA,"13","laura","Yes","Yes",NA
"42","42_L23.avi","1","22.56312","Monacanthidae","Scobinichthys","granulatus",1,"2014-12_Geographe.Bay_stereoBRUVs","-33.5425167","115.3862333","20141212","13:13:00","Geographe.Bay",NA,"13","laura","Yes","Yes",NA
"42","42_L23.avi","1","20.62173","Mullidae","Upeneichthys","vlamingii",2,"2014-12_Geographe.Bay_stereoBRUVs","-33.5425167","115.3862333","20141212","13:13:00","Geographe.Bay",NA,"13","laura","Yes","Yes",NA
"42","42_L23.avi","1","44.36548","Myliobatidae","Myliobatis","tenuicaudatus",1,"2014-12_Geographe.Bay_stereoBRUVs","-33.5425167","115.3862333","20141212","13:13:00","Geographe.Bay",NA,"13","laura","Yes","Yes",NA
"42","42_L23.avi","1","51.65721","Trygonorrhinidae","Trygonorrhina","dumerilii",1,"2014-12_Geographe.Bay_stereoBRUVs","-33.5425167","115.3862333","20141212","13:13:00","Geographe.Bay",NA,"13","laura","Yes","Yes",NA
"44","44_L21.avi","1","45.00167","Carangidae","Pseudocaranx","spp",5,"2014-12_Geographe.Bay_stereoBRUVs","-33.3984333","115.30965","20141211","06:54:00","Geographe.Bay",NA,"34.4","Lauren","Yes","Yes",NA
"44","44_L21.avi","1","1.24235","Diodontidae","Diodon","nicthemerus",1,"2014-12_Geographe.Bay_stereoBRUVs","-33.3984333","115.30965","20141211","06:54:00","Geographe.Bay",NA,"34.4","Lauren","Yes","Yes",NA
"44","44_L21.avi","1","39.47336","Labridae","Coris","auricularis",21,"2014-12_Geographe.Bay_stereoBRUVs","-33.3984333","115.30965","20141211","06:54:00","Geographe.Bay",NA,"34.4","Lauren","Yes","Yes",NA
"44","44_L21.avi","1","52.39795","Nemipteridae","Pentapodus","vitta",4,"2014-12_Geographe.Bay_stereoBRUVs","-33.3984333","115.30965","20141211","06:54:00","Geographe.Bay",NA,"34.4","Lauren","Yes","Yes",NA
"44","44_L21.avi","1","53.65866","Neosebastidae","Neosebastes","pandus",2,"2014-12_Geographe.Bay_stereoBRUVs","-33.3984333","115.30965","20141211","06:54:00","Geographe.Bay",NA,"34.4","Lauren","Yes","Yes",NA
"44","44_L21.avi","1","10.52886","Ostraciidae","Anoplocapros","amygdaloides",1,"2014-12_Geographe.Bay_stereoBRUVs","-33.3984333","115.30965","20141211","06:54:00","Geographe.Bay",NA,"34.4","Lauren","Yes","Yes",NA
"44","44_L21.avi","1","0.73574","Platycephalidae","Platycephalus","spp",1,"2014-12_Geographe.Bay_stereoBRUVs","-33.3984333","115.30965","20141211","06:54:00","Geographe.Bay",NA,"34.4","Lauren","Yes","Yes",NA
"44","44_L21.avi","1","58.48070","Scorpididae","Neatypus","obliquus",11,"2014-12_Geographe.Bay_stereoBRUVs","-33.3984333","115.30965","20141211","06:54:00","Geographe.Bay",NA,"34.4","Lauren","Yes","Yes",NA
"44","44_L21.avi","1","11.95807","Sparidae","Chrysophrys","auratus",8,"2014-12_Geographe.Bay_stereoBRUVs","-33.3984333","115.30965","20141211","06:54:00","Geographe.Bay",NA,"34.4","Lauren","Yes","Yes",NA
"44","44_L21.avi","1","53.82438","Urolophidae","Trygonoptera","ovalis",1,"2014-12_Geographe.Bay_stereoBRUVs","-33.3984333","115.30965","20141211","06:54:00","Geographe.Bay",NA,"34.4","Lauren","Yes","Yes",NA
"443","443_L11.avi","1","22.22278","Carangidae","Pseudocaranx","spp",6,"2014-12_Geographe.Bay_stereoBRUVs","-33.5698","115.2024833","20141212","06:34:00","Geographe.Bay",NA,"27","Laura","Yes","Yes",NA
"443","443_L11.avi","1","13.34056","Dasyatidae","Dasyatis","brevicaudata",1,"2014-12_Geographe.Bay_stereoBRUVs","-33.5698","115.2024833","20141212","06:34:00","Geographe.Bay",NA,"27","Laura","Yes","Yes",NA
"443","443_L11.avi","1","12.66322","Gerreidae","Parequula","melbournensis",9,"2014-12_Geographe.Bay_stereoBRUVs","-33.5698","115.2024833","20141212","06:34:00","Geographe.Bay",NA,"27","Laura","Yes","Yes",NA
"443","443_L11.avi","1","4.28095","Labridae","Austrolabrus","maculatus",3,"2014-12_Geographe.Bay_stereoBRUVs","-33.5698","115.2024833","20141212","06:34:00","Geographe.Bay",NA,"27","Laura","Yes","Yes",NA
"443","443_L11.avi","1","32.75831","Labridae","Coris","auricularis",5,"2014-12_Geographe.Bay_stereoBRUVs","-33.5698","115.2024833","20141212","06:34:00","Geographe.Bay",NA,"27","Laura","Yes","Yes",NA
"443","443_L11.avi","1","4.28095","Labridae","Eupetrichthys","angustipes",1,"2014-12_Geographe.Bay_stereoBRUVs","-33.5698","115.2024833","20141212","06:34:00","Geographe.Bay",NA,"27","Laura","Yes","Yes",NA
"443","443_L11.avi","1","48.87499","Mullidae","Upeneichthys","vlamingii",2,"2014-12_Geographe.Bay_stereoBRUVs","-33.5698","115.2024833","20141212","06:34:00","Geographe.Bay",NA,"27","Laura","Yes","Yes",NA
"443","443_L11.avi","1","35.37982","Myliobatidae","Myliobatis","tenuicaudatus",1,"2014-12_Geographe.Bay_stereoBRUVs","-33.5698","115.2024833","20141212","06:34:00","Geographe.Bay",NA,"27","Laura","Yes","Yes",NA
"443","443_L11.avi","1","48.99233","Neosebastidae","Neosebastes","pandus",2,"2014-12_Geographe.Bay_stereoBRUVs","-33.5698","115.2024833","20141212","06:34:00","Geographe.Bay",NA,"27","Laura","Yes","Yes",NA
"443","443_L11.avi","1","3.22990","Pinguipedidae","Parapercis","haackei",1,"2014-12_Geographe.Bay_stereoBRUVs","-33.5698","115.2024833","20141212","06:34:00","Geographe.Bay",NA,"27","Laura","Yes","Yes",NA
"443","443_L11.avi","1","25.32421","Sparidae","Chrysophrys","auratus",1,"2014-12_Geographe.Bay_stereoBRUVs","-33.5698","115.2024833","20141212","06:34:00","Geographe.Bay",NA,"27","Laura","Yes","Yes",NA
"443","443_L11.avi","1","44.27539","Trygonorrhinidae","Trygonorrhina","dumerilii",1,"2014-12_Geographe.Bay_stereoBRUVs","-33.5698","115.2024833","20141212","06:34:00","Geographe.Bay",NA,"27","Laura","Yes","Yes",NA
"45","45_L5.avi","1","13.42565","Gerreidae","Parequula","melbournensis",13,"2014-12_Geographe.Bay_stereoBRUVs","-33.4445667","115.13165","20141209","13:28:00","Geographe.Bay",NA,"41.1","Lauren","Yes","Yes",NA
"45","45_L5.avi","1","57.59148","Myliobatidae","Myliobatis","tenuicaudatus",1,"2014-12_Geographe.Bay_stereoBRUVs","-33.4445667","115.13165","20141209","13:28:00","Geographe.Bay",NA,"41.1","Lauren","Yes","Yes",NA
"45","45_L5.avi","1","24.22478","Platycephalidae","Platycephalus","spp",4,"2014-12_Geographe.Bay_stereoBRUVs","-33.4445667","115.13165","20141209","13:28:00","Geographe.Bay",NA,"41.1","Lauren","Yes","Yes",NA
"45","45_L5.avi","1","32.87287","Pleuronectidae","Ammotretis","elongatus",1,"2014-12_Geographe.Bay_stereoBRUVs","-33.4445667","115.13165","20141209","13:28:00","Geographe.Bay",NA,"41.1","Lauren","Yes","Yes",NA
"45","45_L5.avi","1","51.07218","Sillaginidae","Sillago","spp",5,"2014-12_Geographe.Bay_stereoBRUVs","-33.4445667","115.13165","20141209","13:28:00","Geographe.Bay",NA,"41.1","Lauren","Yes","Yes",NA
"45","45_L5.avi","1","42.41742","Trygonorrhinidae","Trygonorrhina","dumerilii",2,"2014-12_Geographe.Bay_stereoBRUVs","-33.4445667","115.13165","20141209","13:28:00","Geographe.Bay",NA,"41.1","Lauren","Yes","Yes",NA
"45","45_L5.avi","1","10.08842","Urolophidae","Trygonoptera","ovalis",1,"2014-12_Geographe.Bay_stereoBRUVs","-33.4445667","115.13165","20141209","13:28:00","Geographe.Bay",NA,"41.1","Lauren","Yes","Yes",NA
"455","455_L13.avi","1","36.91636","Carangidae","Seriola","hippos",1,"2014-12_Geographe.Bay_stereoBRUVs","-33.5671333","115.1820333","20141215","08:42:00","Geographe.Bay",NA,"24.9","Lizzy","Yes","Yes",NA
"455","455_L13.avi","1","10.32699","Gerreidae","Parequula","melbournensis",25,"2014-12_Geographe.Bay_stereoBRUVs","-33.5671333","115.1820333","20141215","08:42:00","Geographe.Bay",NA,"24.9","Lizzy","Yes","Yes",NA
"455","455_L13.avi","1","3.12924","Monacanthidae","Acanthaluteres","vittiger",3,"2014-12_Geographe.Bay_stereoBRUVs","-33.5671333","115.1820333","20141215","08:42:00","Geographe.Bay",NA,"24.9","Lizzy","Yes","Yes",NA
"455","455_L13.avi","1","23.45345","Mullidae","Upeneichthys","vlamingii",1,"2014-12_Geographe.Bay_stereoBRUVs","-33.5671333","115.1820333","20141215","08:42:00","Geographe.Bay",NA,"24.9","Lizzy","Yes","Yes",NA
"455","455_L13.avi","1","36.54655","Myliobatidae","Myliobatis","tenuicaudatus",4,"2014-12_Geographe.Bay_stereoBRUVs","-33.5671333","115.1820333","20141215","08:42:00","Geographe.Bay",NA,"24.9","Lizzy","Yes","Yes",NA
"455","455_L13.avi","1","36.91636","Neosebastidae","Neosebastes","pandus",1,"2014-12_Geographe.Bay_stereoBRUVs","-33.5671333","115.1820333","20141215","08:42:00","Geographe.Bay",NA,"24.9","Lizzy","Yes","Yes",NA
"455","455_L13.avi","1","53.42120","Ostraciidae","Anoplocapros","amygdaloides",1,"2014-12_Geographe.Bay_stereoBRUVs","-33.5671333","115.1820333","20141215","08:42:00","Geographe.Bay",NA,"24.9","Lizzy","Yes","Yes",NA
"455","455_L13.avi","1","2.78056","Ostraciidae","Anoplocapros","lenticularis",1,"2014-12_Geographe.Bay_stereoBRUVs","-33.5671333","115.1820333","20141215","08:42:00","Geographe.Bay",NA,"24.9","Lizzy","Yes","Yes",NA
"455","455_L13.avi","1","7.13992","Platycephalidae","Platycephalus","spp",2,"2014-12_Geographe.Bay_stereoBRUVs","-33.5671333","115.1820333","20141215","08:42:00","Geographe.Bay",NA,"24.9","Lizzy","Yes","Yes",NA
"455","455_L13.avi","1","59.75364","Sparidae","Chrysophrys","auratus",5,"2014-12_Geographe.Bay_stereoBRUVs","-33.5671333","115.1820333","20141215","08:42:00","Geographe.Bay",NA,"24.9","Lizzy","Yes","Yes",NA
"455","455_L13.avi","1","30.84084","Trygonorrhinidae","Trygonorrhina","dumerilii",1,"2014-12_Geographe.Bay_stereoBRUVs","-33.5671333","115.1820333","20141215","08:42:00","Geographe.Bay",NA,"24.9","Lizzy","Yes","Yes",NA
"455","455_L13.avi","1","15.78134","Urolophidae","Trygonoptera","galba",1,"2014-12_Geographe.Bay_stereoBRUVs","-33.5671333","115.1820333","20141215","08:42:00","Geographe.Bay",NA,"24.9","Lizzy","Yes","Yes",NA
"47","47_L15.avi","1","50.40596","Carangidae","Pseudocaranx","spp",7,"2014-12_Geographe.Bay_stereoBRUVs","-33.5485","115.2877667","20141212","10:29:00","Geographe.Bay",NA,"24.3","Lauren","Yes","Yes",NA
"47","47_L15.avi","1","48.79657","Gerreidae","Parequula","melbournensis",20,"2014-12_Geographe.Bay_stereoBRUVs","-33.5485","115.2877667","20141212","10:29:00","Geographe.Bay",NA,"24.3","Lauren","Yes","Yes",NA
"47","47_L15.avi","1","28.60027","Labridae","Coris","auricularis",1,"2014-12_Geographe.Bay_stereoBRUVs","-33.5485","115.2877667","20141212","10:29:00","Geographe.Bay",NA,"24.3","Lauren","Yes","Yes",NA
"47","47_L15.avi","1","31.76399","Monacanthidae","Meuschenia","freycineti",1,"2014-12_Geographe.Bay_stereoBRUVs","-33.5485","115.2877667","20141212","10:29:00","Geographe.Bay",NA,"24.3","Lauren","Yes","Yes",NA
"47","47_L15.avi","1","47.39406","Mullidae","Upeneichthys","vlamingii",1,"2014-12_Geographe.Bay_stereoBRUVs","-33.5485","115.2877667","20141212","10:29:00","Geographe.Bay",NA,"24.3","Lauren","Yes","Yes",NA
"47","47_L15.avi","1","59.01346","Myliobatidae","Myliobatis","tenuicaudatus",3,"2014-12_Geographe.Bay_stereoBRUVs","-33.5485","115.2877667","20141212","10:29:00","Geographe.Bay",NA,"24.3","Lauren","Yes","Yes",NA
"47","47_L15.avi","1","17.15938","Odacidae","Siphonognathus","caninis",1,"2014-12_Geographe.Bay_stereoBRUVs","-33.5485","115.2877667","20141212","10:29:00","Geographe.Bay",NA,"24.3","Lauren","Yes","Yes",NA
"47","47_L15.avi","1","35.94261","Ostraciidae","Anoplocapros","amygdaloides",1,"2014-12_Geographe.Bay_stereoBRUVs","-33.5485","115.2877667","20141212","10:29:00","Geographe.Bay",NA,"24.3","Lauren","Yes","Yes",NA
"47","47_L15.avi","1","47.40463","Ostraciidae","Aracana","aurita",1,"2014-12_Geographe.Bay_stereoBRUVs","-33.5485","115.2877667","20141212","10:29:00","Geographe.Bay",NA,"24.3","Lauren","Yes","Yes",NA
"47","47_L15.avi","1","12.68658","Platycephalidae","Platycephalus","spp",2,"2014-12_Geographe.Bay_stereoBRUVs","-33.5485","115.2877667","20141212","10:29:00","Geographe.Bay",NA,"24.3","Lauren","Yes","Yes",NA
"47","47_L15.avi","1","26.78123","Trygonorrhinidae","Trygonorrhina","dumerilii",1,"2014-12_Geographe.Bay_stereoBRUVs","-33.5485","115.2877667","20141212","10:29:00","Geographe.Bay",NA,"24.3","Lauren","Yes","Yes",NA
"48","48_L23.avi","1","49.83817","Carangidae","Pseudocaranx","spp",2,"2014-12_Geographe.Bay_stereoBRUVs","-33.40275","115.5133833","20141211","12:31:00","Geographe.Bay",NA,"17.2","Lizzy","Yes","Yes",NA
"48","48_L23.avi","1","4.51896","Gerreidae","Parequula","melbournensis",3,"2014-12_Geographe.Bay_stereoBRUVs","-33.40275","115.5133833","20141211","12:31:00","Geographe.Bay",NA,"17.2","Lizzy","Yes","Yes",NA
"48","48_L23.avi","1","4.34879","Labridae","Austrolabrus","maculatus",3,"2014-12_Geographe.Bay_stereoBRUVs","-33.40275","115.5133833","20141211","12:31:00","Geographe.Bay",NA,"17.2","Lizzy","Yes","Yes",NA
"48","48_L23.avi","1","18.12590","Labridae","Notolabrus","parilus",1,"2014-12_Geographe.Bay_stereoBRUVs","-33.40275","115.5133833","20141211","12:31:00","Geographe.Bay",NA,"17.2","Lizzy","Yes","Yes",NA
"48","48_L23.avi","1","49.00456","Labridae","Ophthalmolepis","lineolatus",3,"2014-12_Geographe.Bay_stereoBRUVs","-33.40275","115.5133833","20141211","12:31:00","Geographe.Bay",NA,"17.2","Lizzy","Yes","Yes",NA
"48","48_L23.avi","1","15.62062","Labridae","Pictilabrus","laticlavius",1,"2014-12_Geographe.Bay_stereoBRUVs","-33.40275","115.5133833","20141211","12:31:00","Geographe.Bay",NA,"17.2","Lizzy","Yes","Yes",NA
"48","48_L23.avi","1","42.14492","Monacanthidae","Meuschenia","freycineti",2,"2014-12_Geographe.Bay_stereoBRUVs","-33.40275","115.5133833","20141211","12:31:00","Geographe.Bay",NA,"17.2","Lizzy","Yes","Yes",NA
"48","48_L23.avi","1","30.75242","Monacanthidae","Scobinichthys","granulatus",3,"2014-12_Geographe.Bay_stereoBRUVs","-33.40275","115.5133833","20141211","12:31:00","Geographe.Bay",NA,"17.2","Lizzy","Yes","Yes",NA
"48","48_L23.avi","1","0.63119","Mullidae","Upeneichthys","vlamingii",1,"2014-12_Geographe.Bay_stereoBRUVs","-33.40275","115.5133833","20141211","12:31:00","Geographe.Bay",NA,"17.2","Lizzy","Yes","Yes",NA
"48","48_L23.avi","1","5.39762","Pinguipedidae","Parapercis","haackei",1,"2014-12_Geographe.Bay_stereoBRUVs","-33.40275","115.5133833","20141211","12:31:00","Geographe.Bay",NA,"17.2","Lizzy","Yes","Yes",NA
"48","48_L23.avi","1","17.22667","Scorpididae","Neatypus","obliquus",1,"2014-12_Geographe.Bay_stereoBRUVs","-33.40275","115.5133833","20141211","12:31:00","Geographe.Bay",NA,"17.2","Lizzy","Yes","Yes",NA
"49","49_L9.avi","1","12.86842","Gerreidae","Parequula","melbournensis",8,"2014-12_Geographe.Bay_stereoBRUVs","-33.3809167","115.2720667","20141210","13:51:00","Geographe.Bay",NA,"37.7","Laura","Yes","Yes",NA
"49","49_L9.avi","1","55.59115","Monacanthidae","Acanthaluteres","brownii",1,"2014-12_Geographe.Bay_stereoBRUVs","-33.3809167","115.2720667","20141210","13:51:00","Geographe.Bay",NA,"37.7","Laura","Yes","Yes",NA
"49","49_L9.avi","1","40.46880","Myliobatidae","Myliobatis","tenuicaudatus",1,"2014-12_Geographe.Bay_stereoBRUVs","-33.3809167","115.2720667","20141210","13:51:00","Geographe.Bay",NA,"37.7","Laura","Yes","Yes",NA
"49","49_L9.avi","1","15.99099","Platycephalidae","Platycephalus","spp",4,"2014-12_Geographe.Bay_stereoBRUVs","-33.3809167","115.2720667","20141210","13:51:00","Geographe.Bay",NA,"37.7","Laura","Yes","Yes",NA
"49","49_L9.avi","1","37.94239","Trygonorrhinidae","Trygonorrhina","dumerilii",2,"2014-12_Geographe.Bay_stereoBRUVs","-33.3809167","115.2720667","20141210","13:51:00","Geographe.Bay",NA,"37.7","Laura","Yes","Yes",NA
"49","49_L9.avi","1","36.20565","Urolophidae","Trygonoptera","ovalis",1,"2014-12_Geographe.Bay_stereoBRUVs","-33.3809167","115.2720667","20141210","13:51:00","Geographe.Bay",NA,"37.7","Laura","Yes","Yes",NA
"490","490_L19.avi","1","52.41519","Carangidae","Pseudocaranx","spp",36,"2014-12_Geographe.Bay_stereoBRUVs","-33.5613","115.3612","20141217","06:20:00","Geographe.Bay",NA,"13.4","Lizzy","Yes","Yes",NA
"490","490_L19.avi","1","52.19664","Carangidae","Trachurus","novaezelandiae",11,"2014-12_Geographe.Bay_stereoBRUVs","-33.5613","115.3612","20141217","06:20:00","Geographe.Bay",NA,"13.4","Lizzy","Yes","Yes",NA
"490","490_L19.avi","1","23.66200","Dasyatidae","Dasyatis","brevicaudata",2,"2014-12_Geographe.Bay_stereoBRUVs","-33.5613","115.3612","20141217","06:20:00","Geographe.Bay",NA,"13.4","Lizzy","Yes","Yes",NA
"490","490_L19.avi","1","1.27794","Gerreidae","Parequula","melbournensis",2,"2014-12_Geographe.Bay_stereoBRUVs","-33.5613","115.3612","20141217","06:20:00","Geographe.Bay",NA,"13.4","Lizzy","Yes","Yes",NA
"490","490_L19.avi","1","36.64275","Heterodontidae","Heterodontus","portusjacksoni",1,"2014-12_Geographe.Bay_stereoBRUVs","-33.5613","115.3612","20141217","06:20:00","Geographe.Bay",NA,"13.4","Lizzy","Yes","Yes",NA
"490","490_L19.avi","1","35.15404","Labridae","Austrolabrus","maculatus",4,"2014-12_Geographe.Bay_stereoBRUVs","-33.5613","115.3612","20141217","06:20:00","Geographe.Bay",NA,"13.4","Lizzy","Yes","Yes",NA
"490","490_L19.avi","1","40.42876","Labridae","Coris","auricularis",4,"2014-12_Geographe.Bay_stereoBRUVs","-33.5613","115.3612","20141217","06:20:00","Geographe.Bay",NA,"13.4","Lizzy","Yes","Yes",NA
"490","490_L19.avi","1","54.09799","Labridae","Notolabrus","parilus",2,"2014-12_Geographe.Bay_stereoBRUVs","-33.5613","115.3612","20141217","06:20:00","Geographe.Bay",NA,"13.4","Lizzy","Yes","Yes",NA
"490","490_L19.avi","1","40.89979","Labridae","Ophthalmolepis","lineolatus",8,"2014-12_Geographe.Bay_stereoBRUVs","-33.5613","115.3612","20141217","06:20:00","Geographe.Bay",NA,"13.4","Lizzy","Yes","Yes",NA
"490","490_L19.avi","1","16.12056","Myliobatidae","Myliobatis","tenuicaudatus",1,"2014-12_Geographe.Bay_stereoBRUVs","-33.5613","115.3612","20141217","06:20:00","Geographe.Bay",NA,"13.4","Lizzy","Yes","Yes",NA
"490","490_L19.avi","1","1.03715","Odacidae","Siphonognathus","caninis",1,"2014-12_Geographe.Bay_stereoBRUVs","-33.5613","115.3612","20141217","06:20:00","Geographe.Bay",NA,"13.4","Lizzy","Yes","Yes",NA
"490","490_L19.avi","1","10.28306","Ostraciidae","Anoplocapros","lenticularis",1,"2014-12_Geographe.Bay_stereoBRUVs","-33.5613","115.3612","20141217","06:20:00","Geographe.Bay",NA,"13.4","Lizzy","Yes","Yes",NA
"490","490_L19.avi","1","5.31587","Pomacentridae","Chromis","klunzingeri",3,"2014-12_Geographe.Bay_stereoBRUVs","-33.5613","115.3612","20141217","06:20:00","Geographe.Bay",NA,"13.4","Lizzy","Yes","Yes",NA
"490","490_L19.avi","1","56.05383","Scorpididae","Neatypus","obliquus",9,"2014-12_Geographe.Bay_stereoBRUVs","-33.5613","115.3612","20141217","06:20:00","Geographe.Bay",NA,"13.4","Lizzy","Yes","Yes",NA
"506","506_L23.avi","1","52.26894","Carangidae","Pseudocaranx","spp",1,"2014-12_Geographe.Bay_stereoBRUVs","-33.5173833","115.4165","20141216","11:23:00","Geographe.Bay",NA,"14.1","Lizzy","Yes","Yes",NA
"506","506_L23.avi","1","39.62963","Carangidae","Seriola","hippos",1,"2014-12_Geographe.Bay_stereoBRUVs","-33.5173833","115.4165","20141216","11:23:00","Geographe.Bay",NA,"14.1","Lizzy","Yes","Yes",NA
"506","506_L23.avi","1","23.28884","Chaetodontidae","Chelmonops","curiosus",1,"2014-12_Geographe.Bay_stereoBRUVs","-33.5173833","115.4165","20141216","11:23:00","Geographe.Bay",NA,"14.1","Lizzy","Yes","Yes",NA
"506","506_L23.avi","1","28.73540","Labridae","Austrolabrus","maculatus",1,"2014-12_Geographe.Bay_stereoBRUVs","-33.5173833","115.4165","20141216","11:23:00","Geographe.Bay",NA,"14.1","Lizzy","Yes","Yes",NA
"506","506_L23.avi","1","28.73540","Labridae","Coris","auricularis",42,"2014-12_Geographe.Bay_stereoBRUVs","-33.5173833","115.4165","20141216","11:23:00","Geographe.Bay",NA,"14.1","Lizzy","Yes","Yes",NA
"506","506_L23.avi","1","34.61239","Labridae","Notolabrus","parilus",2,"2014-12_Geographe.Bay_stereoBRUVs","-33.5173833","115.4165","20141216","11:23:00","Geographe.Bay",NA,"14.1","Lizzy","Yes","Yes",NA
"506","506_L23.avi","1","28.73540","Labridae","Ophthalmolepis","lineolatus",4,"2014-12_Geographe.Bay_stereoBRUVs","-33.5173833","115.4165","20141216","11:23:00","Geographe.Bay",NA,"14.1","Lizzy","Yes","Yes",NA
"506","506_L23.avi","1","6.68724","Pomacentridae","Chromis","klunzingeri",22,"2014-12_Geographe.Bay_stereoBRUVs","-33.5173833","115.4165","20141216","11:23:00","Geographe.Bay",NA,"14.1","Lizzy","Yes","Yes",NA
"506","506_L23.avi","1","43.28829","Sparidae","Chrysophrys","auratus",2,"2014-12_Geographe.Bay_stereoBRUVs","-33.5173833","115.4165","20141216","11:23:00","Geographe.Bay",NA,"14.1","Lizzy","Yes","Yes",NA
"506","506_L23.avi","1","51.96029","Trygonorrhinidae","Trygonorrhina","dumerilii",2,"2014-12_Geographe.Bay_stereoBRUVs","-33.5173833","115.4165","20141216","11:23:00","Geographe.Bay",NA,"14.1","Lizzy","Yes","Yes",NA
"523","523_L17.avi","1","59.99778","Carangidae","Pseudocaranx","spp",14,"2014-12_Geographe.Bay_stereoBRUVs","-33.5634333","115.1589167","20141215","08:35:00","Geographe.Bay",NA,"26","Laura","Yes","Yes",NA
"523","523_L17.avi","1","45.69959","Diodontidae","Diodon","nicthemerus",1,"2014-12_Geographe.Bay_stereoBRUVs","-33.5634333","115.1589167","20141215","08:35:00","Geographe.Bay",NA,"26","Laura","Yes","Yes",NA
"523","523_L17.avi","1","9.76310","Gerreidae","Parequula","melbournensis",10,"2014-12_Geographe.Bay_stereoBRUVs","-33.5634333","115.1589167","20141215","08:35:00","Geographe.Bay",NA,"26","Laura","Yes","Yes",NA
"523","523_L17.avi","1","12.39128","Monacanthidae","Acanthaluteres","vittiger",5,"2014-12_Geographe.Bay_stereoBRUVs","-33.5634333","115.1589167","20141215","08:35:00","Geographe.Bay",NA,"26","Laura","Yes","Yes",NA
"523","523_L17.avi","1","40.28973","Monacanthidae","Nelusetta","ayraud",1,"2014-12_Geographe.Bay_stereoBRUVs","-33.5634333","115.1589167","20141215","08:35:00","Geographe.Bay",NA,"26","Laura","Yes","Yes",NA
"523","523_L17.avi","1","13.31999","Monacanthidae","Scobinichthys","granulatus",1,"2014-12_Geographe.Bay_stereoBRUVs","-33.5634333","115.1589167","20141215","08:35:00","Geographe.Bay",NA,"26","Laura","Yes","Yes",NA
"523","523_L17.avi","1","34.08742","Mullidae","Upeneichthys","vlamingii",1,"2014-12_Geographe.Bay_stereoBRUVs","-33.5634333","115.1589167","20141215","08:35:00","Geographe.Bay",NA,"26","Laura","Yes","Yes",NA
"523","523_L17.avi","1","50.70459","Nemipteridae","Pentapodus","vitta",6,"2014-12_Geographe.Bay_stereoBRUVs","-33.5634333","115.1589167","20141215","08:35:00","Geographe.Bay",NA,"26","Laura","Yes","Yes",NA
"523","523_L17.avi","1","27.00200","Neosebastidae","Neosebastes","pandus",1,"2014-12_Geographe.Bay_stereoBRUVs","-33.5634333","115.1589167","20141215","08:35:00","Geographe.Bay",NA,"26","Laura","Yes","Yes",NA
"523","523_L17.avi","1","6.85241","Odacidae","Siphonognathus","caninis",1,"2014-12_Geographe.Bay_stereoBRUVs","-33.5634333","115.1589167","20141215","08:35:00","Geographe.Bay",NA,"26","Laura","Yes","Yes",NA
"523","523_L17.avi","1","5.98042","Ostraciidae","Anoplocapros","amygdaloides",1,"2014-12_Geographe.Bay_stereoBRUVs","-33.5634333","115.1589167","20141215","08:35:00","Geographe.Bay",NA,"26","Laura","Yes","Yes",NA
"523","523_L17.avi","1","40.56557","Platycephalidae","Platycephalus","spp",2,"2014-12_Geographe.Bay_stereoBRUVs","-33.5634333","115.1589167","20141215","08:35:00","Geographe.Bay",NA,"26","Laura","Yes","Yes",NA
"523","523_L17.avi","1","41.12223","Sillaginidae","Sillago","spp",6,"2014-12_Geographe.Bay_stereoBRUVs","-33.5634333","115.1589167","20141215","08:35:00","Geographe.Bay",NA,"26","Laura","Yes","Yes",NA
"527","527_L9.avi","1","43.24380","Carangidae","Pseudocaranx","spp",18,"2014-12_Geographe.Bay_stereoBRUVs","-33.5894167","115.2078167","20141212","06:16:00","Geographe.Bay",NA,"26.8","laura","Yes","Yes",NA
"527","527_L9.avi","1","24.61017","Gerreidae","Parequula","melbournensis",16,"2014-12_Geographe.Bay_stereoBRUVs","-33.5894167","115.2078167","20141212","06:16:00","Geographe.Bay",NA,"26.8","laura","Yes","Yes",NA
"527","527_L9.avi","1","17.97186","Labridae","Austrolabrus","maculatus",1,"2014-12_Geographe.Bay_stereoBRUVs","-33.5894167","115.2078167","20141212","06:16:00","Geographe.Bay",NA,"26.8","laura","Yes","Yes",NA
"527","527_L9.avi","1","52.95796","Labridae","Choerodon","rubescens",1,"2014-12_Geographe.Bay_stereoBRUVs","-33.5894167","115.2078167","20141212","06:16:00","Geographe.Bay",NA,"26.8","laura","Yes","Yes",NA
"527","527_L9.avi","1","59.20810","Labridae","Coris","auricularis",20,"2014-12_Geographe.Bay_stereoBRUVs","-33.5894167","115.2078167","20141212","06:16:00","Geographe.Bay",NA,"26.8","laura","Yes","Yes",NA
