"sample","filename","period","periodtime","family","genus","species","maxn","campaignid","latitude","longitude","date","time","location","site","depth","observer","successful.count","successful.length","comment"
"1","1_L13.avi","1","0.00278","Ostraciidae","Anoplocapros","amygdaloides",1,"2014-12_Geographe.Bay_stereoBRUVs","-33.36345","115.21415","20141210","13:20:00","Geographe.Bay",NA,"40","Lizzy","Yes","Yes",NA
"1","1_L13.avi","1","30.98487","Platycephalidae","Platycephalus","speculator",3,"2014-12_Geographe.Bay_stereoBRUVs","-33.36345","115.21415","20141210","13:20:00","Geographe.Bay",NA,"40","Lizzy","Yes","Yes",NA
"1","1_L13.avi","1","50.12846","Sparidae","Chrysophrys","auratus",1,"2014-12_Geographe.Bay_stereoBRUVs","-33.36345","115.21415","20141210","13:20:00","Geographe.Bay",NA,"40","Lizzy","Yes","Yes",NA
"1","1_L13.avi","1","46.88466","Urolophidae","Trygonoptera","personata",1,"2014-12_Geographe.Bay_stereoBRUVs","-33.36345","115.21415","20141210","13:20:00","Geographe.Bay",NA,"40","Lizzy","Yes","Yes",NA
"10","10_L21.avi","1","13.07752","Gerreidae","Parequula","melbournensis",53,"2014-12_Geographe.Bay_stereoBRUVs","-33.5281667","115.3313333","20141212","10:48:00","Geographe.Bay",NA,"22.7","Lauren","Yes","Yes",NA
"10","10_L21.avi","1","22.19831","Labridae","Coris","auricularis",1,"2014-12_Geographe.Bay_stereoBRUVs","-33.5281667","115.3313333","20141212","10:48:00","Geographe.Bay",NA,"22.7","Lauren","Yes","Yes",NA
"10","10_L21.avi","1","8.07029","Labridae","Eupetrichthys","angustipes",1,"2014-12_Geographe.Bay_stereoBRUVs","-33.5281667","115.3313333","20141212","10:48:00","Geographe.Bay",NA,"22.7","Lauren","Yes","Yes",NA
"10","10_L21.avi","1","15.00167","Monacanthidae","Acanthaluteres","vittiger",2,"2014-12_Geographe.Bay_stereoBRUVs","-33.5281667","115.3313333","20141212","10:48:00","Geographe.Bay",NA,"22.7","Lauren","Yes","Yes",NA
"10","10_L21.avi","1","33.90668","Mullidae","Upeneichthys","vlamingii",1,"2014-12_Geographe.Bay_stereoBRUVs","-33.5281667","115.3313333","20141212","10:48:00","Geographe.Bay",NA,"22.7","Lauren","Yes","Yes",NA
"10","10_L21.avi","1","43.05472","Neosebastidae","Neosebastes","pandus",1,"2014-12_Geographe.Bay_stereoBRUVs","-33.5281667","115.3313333","20141212","10:48:00","Geographe.Bay",NA,"22.7","Lauren","Yes","Yes",NA
"10","10_L21.avi","1","5.53609","Ostraciidae","Anoplocapros","amygdaloides",1,"2014-12_Geographe.Bay_stereoBRUVs","-33.5281667","115.3313333","20141212","10:48:00","Geographe.Bay",NA,"22.7","Lauren","Yes","Yes",NA
"10","10_L21.avi","1","42.23001","Trygonorrhinidae","Trygonorrhina","dumerilii",4,"2014-12_Geographe.Bay_stereoBRUVs","-33.5281667","115.3313333","20141212","10:48:00","Geographe.Bay",NA,"22.7","Lauren","Yes","Yes",NA
"10001","10001_L14.avi","1","37.63096","Carangidae","Pseudocaranx","spp",55,"2014-12_Geographe.Bay_stereoBRUVs","-33.4217167","115.3722167","20141214","06:17:00","Geographe.Bay",NA,"15.9","Lauren","Yes","Yes",NA
"10001","10001_L14.avi","1","1.15671","Gerreidae","Parequula","melbournensis",5,"2014-12_Geographe.Bay_stereoBRUVs","-33.4217167","115.3722167","20141214","06:17:00","Geographe.Bay",NA,"15.9","Lauren","Yes","Yes",NA
"10001","10001_L14.avi","1","41.88744","Monacanthidae","Scobinichthys","granulatus",3,"2014-12_Geographe.Bay_stereoBRUVs","-33.4217167","115.3722167","20141214","06:17:00","Geographe.Bay",NA,"15.9","Lauren","Yes","Yes",NA
"10001","10001_L14.avi","1","16.73507","Mullidae","Upeneichthys","vlamingii",1,"2014-12_Geographe.Bay_stereoBRUVs","-33.4217167","115.3722167","20141214","06:17:00","Geographe.Bay",NA,"15.9","Lauren","Yes","Yes",NA
"10001","10001_L14.avi","1","45.60950","Myliobatidae","Myliobatis","tenuicaudatus",1,"2014-12_Geographe.Bay_stereoBRUVs","-33.4217167","115.3722167","20141214","06:17:00","Geographe.Bay",NA,"15.9","Lauren","Yes","Yes",NA
"10001","10001_L14.avi","1","18.87221","Neosebastidae","Neosebastes","pandus",1,"2014-12_Geographe.Bay_stereoBRUVs","-33.4217167","115.3722167","20141214","06:17:00","Geographe.Bay",NA,"15.9","Lauren","Yes","Yes",NA
"10001","10001_L14.avi","1","59.94439","Ostraciidae","Anoplocapros","amygdaloides",1,"2014-12_Geographe.Bay_stereoBRUVs","-33.4217167","115.3722167","20141214","06:17:00","Geographe.Bay",NA,"15.9","Lauren","Yes","Yes",NA
"10001","10001_L14.avi","1","44.60794","Paralichthyidae","Pseudorhombus","spp",1,"2014-12_Geographe.Bay_stereoBRUVs","-33.4217167","115.3722167","20141214","06:17:00","Geographe.Bay",NA,"15.9","Lauren","Yes","Yes",NA
"10001","10001_L14.avi","1","14.87877","Platycephalidae","Platycephalus","spp",3,"2014-12_Geographe.Bay_stereoBRUVs","-33.4217167","115.3722167","20141214","06:17:00","Geographe.Bay",NA,"15.9","Lauren","Yes","Yes",NA
"10001","10001_L14.avi","1","33.56023","Sillaginidae","Sillago","spp",16,"2014-12_Geographe.Bay_stereoBRUVs","-33.4217167","115.3722167","20141214","06:17:00","Geographe.Bay",NA,"15.9","Lauren","Yes","Yes",NA
"10001","10001_L14.avi","1","52.87120","Triglidae","Chelidonichthys","kumu",1,"2014-12_Geographe.Bay_stereoBRUVs","-33.4217167","115.3722167","20141214","06:17:00","Geographe.Bay",NA,"15.9","Lauren","Yes","Yes",NA
"10001","10001_L14.avi","1","53.21989","Trygonorrhinidae","Trygonorrhina","dumerilii",2,"2014-12_Geographe.Bay_stereoBRUVs","-33.4217167","115.3722167","20141214","06:17:00","Geographe.Bay",NA,"15.9","Lauren","Yes","Yes",NA
"10001","10001_L14.avi","1","55.73407","Urolophidae","Trygonoptera","ovalis",1,"2014-12_Geographe.Bay_stereoBRUVs","-33.4217167","115.3722167","20141214","06:17:00","Geographe.Bay",NA,"15.9","Lauren","Yes","Yes",NA
"102","102_L25.avi","1","20.22133","Carangidae","Pseudocaranx","spp",8,"2014-12_Geographe.Bay_stereoBRUVs","-33.5185","115.1196","20141209","12:39:00","Geographe.Bay",NA,"34.4","Lizzy","Yes","Yes",NA
"102","102_L25.avi","1","14.28373","Carangidae","Trachurus","novaezelandiae",108,"2014-12_Geographe.Bay_stereoBRUVs","-33.5185","115.1196","20141209","12:39:00","Geographe.Bay",NA,"34.4","Lizzy","Yes","Yes",NA
"102","102_L25.avi","1","50.60282","Dasyatidae","Dasyatis","brevicaudata",1,"2014-12_Geographe.Bay_stereoBRUVs","-33.5185","115.1196","20141209","12:39:00","Geographe.Bay",NA,"34.4","Lizzy","Yes","Yes",NA
"102","102_L25.avi","1","24.84874","Gerreidae","Parequula","melbournensis",3,"2014-12_Geographe.Bay_stereoBRUVs","-33.5185","115.1196","20141209","12:39:00","Geographe.Bay",NA,"34.4","Lizzy","Yes","Yes",NA
"102","102_L25.avi","1","3.23268","Monacanthidae","Acanthaluteres","vittiger",1,"2014-12_Geographe.Bay_stereoBRUVs","-33.5185","115.1196","20141209","12:39:00","Geographe.Bay",NA,"34.4","Lizzy","Yes","Yes",NA
"102","102_L25.avi","1","4.04905","Mullidae","Parupeneus","chrysopleuron",1,"2014-12_Geographe.Bay_stereoBRUVs","-33.5185","115.1196","20141209","12:39:00","Geographe.Bay",NA,"34.4","Lizzy","Yes","Yes",NA
"102","102_L25.avi","1","28.47181","Myliobatidae","Myliobatis","tenuicaudatus",1,"2014-12_Geographe.Bay_stereoBRUVs","-33.5185","115.1196","20141209","12:39:00","Geographe.Bay",NA,"34.4","Lizzy","Yes","Yes",NA
"102","102_L25.avi","1","20.06340","Oplegnathidae","Oplegnathus","woodwardi",1,"2014-12_Geographe.Bay_stereoBRUVs","-33.5185","115.1196","20141209","12:39:00","Geographe.Bay",NA,"34.4","Lizzy","Yes","Yes",NA
"102","102_L25.avi","1","3.92392","Pinguipedidae","Parapercis","ramsayi",1,"2014-12_Geographe.Bay_stereoBRUVs","-33.5185","115.1196","20141209","12:39:00","Geographe.Bay",NA,"34.4","Lizzy","Yes","Yes",NA
"102","102_L25.avi","1","3.94672","Platycephalidae","Platycephalus","spp",4,"2014-12_Geographe.Bay_stereoBRUVs","-33.5185","115.1196","20141209","12:39:00","Geographe.Bay",NA,"34.4","Lizzy","Yes","Yes",NA
"102","102_L25.avi","1","54.01290","Rhinobatidae","Aptychotrema","vincentiana",1,"2014-12_Geographe.Bay_stereoBRUVs","-33.5185","115.1196","20141209","12:39:00","Geographe.Bay",NA,"34.4","Lizzy","Yes","Yes",NA
"102","102_L25.avi","1","25.72461","Scorpididae","Tilodon","sexfasciatus",1,"2014-12_Geographe.Bay_stereoBRUVs","-33.5185","115.1196","20141209","12:39:00","Geographe.Bay",NA,"34.4","Lizzy","Yes","Yes",NA
"102","102_L25.avi","1","24.17028","Sillaginidae","Sillago","spp",4,"2014-12_Geographe.Bay_stereoBRUVs","-33.5185","115.1196","20141209","12:39:00","Geographe.Bay",NA,"34.4","Lizzy","Yes","Yes",NA
"102","102_L25.avi","1","52.59815","Trygonorrhinidae","Trygonorrhina","dumerilii",3,"2014-12_Geographe.Bay_stereoBRUVs","-33.5185","115.1196","20141209","12:39:00","Geographe.Bay",NA,"34.4","Lizzy","Yes","Yes",NA
"103","103_L13.avi","1","39.91603","Carangidae","Pseudocaranx","spp",8,"2014-12_Geographe.Bay_stereoBRUVs","-33.4581167","115.4547167","20141211","13:12:00","Geographe.Bay",NA,"18.4","Lauren","Yes","Yes",NA
"103","103_L13.avi","1","51.51040","Gerreidae","Parequula","melbournensis",36,"2014-12_Geographe.Bay_stereoBRUVs","-33.4581167","115.4547167","20141211","13:12:00","Geographe.Bay",NA,"18.4","Lauren","Yes","Yes",NA
"103","103_L13.avi","1","50.93482","Glaucosomatidae","Glaucosoma","hebraicum",1,"2014-12_Geographe.Bay_stereoBRUVs","-33.4581167","115.4547167","20141211","13:12:00","Geographe.Bay",NA,"18.4","Lauren","Yes","Yes",NA
"103","103_L13.avi","1","34.23980","Labridae","Austrolabrus","maculatus",1,"2014-12_Geographe.Bay_stereoBRUVs","-33.4581167","115.4547167","20141211","13:12:00","Geographe.Bay",NA,"18.4","Lauren","Yes","Yes",NA
"103","103_L13.avi","1","33.48793","Labridae","Coris","auricularis",23,"2014-12_Geographe.Bay_stereoBRUVs","-33.4581167","115.4547167","20141211","13:12:00","Geographe.Bay",NA,"18.4","Lauren","Yes","Yes",NA
"103","103_L13.avi","1","15.23524","Labridae","Notolabrus","parilus",1,"2014-12_Geographe.Bay_stereoBRUVs","-33.4581167","115.4547167","20141211","13:12:00","Geographe.Bay",NA,"18.4","Lauren","Yes","Yes",NA
"103","103_L13.avi","1","8.27939","Labridae","Ophthalmolepis","lineolatus",2,"2014-12_Geographe.Bay_stereoBRUVs","-33.4581167","115.4547167","20141211","13:12:00","Geographe.Bay",NA,"18.4","Lauren","Yes","Yes",NA
"103","103_L13.avi","1","29.18196","Monacanthidae","Acanthaluteres","vittiger",1,"2014-12_Geographe.Bay_stereoBRUVs","-33.4581167","115.4547167","20141211","13:12:00","Geographe.Bay",NA,"18.4","Lauren","Yes","Yes",NA
"103","103_L13.avi","1","25.84307","Monacanthidae","Scobinichthys","granulatus",2,"2014-12_Geographe.Bay_stereoBRUVs","-33.4581167","115.4547167","20141211","13:12:00","Geographe.Bay",NA,"18.4","Lauren","Yes","Yes",NA
"103","103_L13.avi","1","0.05784","Mullidae","Upeneichthys","vlamingii",1,"2014-12_Geographe.Bay_stereoBRUVs","-33.4581167","115.4547167","20141211","13:12:00","Geographe.Bay",NA,"18.4","Lauren","Yes","Yes",NA
"103","103_L13.avi","1","19.12857","Odacidae","Heteroscarus","acroptilus",1,"2014-12_Geographe.Bay_stereoBRUVs","-33.4581167","115.4547167","20141211","13:12:00","Geographe.Bay",NA,"18.4","Lauren","Yes","Yes",NA
"103","103_L13.avi","1","52.04760","Pempherididae","Pempheris","klunzingeri",66,"2014-12_Geographe.Bay_stereoBRUVs","-33.4581167","115.4547167","20141211","13:12:00","Geographe.Bay",NA,"18.4","Lauren","Yes","Yes",NA
"103","103_L13.avi","1","26.41030","Scorpididae","Neatypus","obliquus",5,"2014-12_Geographe.Bay_stereoBRUVs","-33.4581167","115.4547167","20141211","13:12:00","Geographe.Bay",NA,"18.4","Lauren","Yes","Yes",NA
"103","103_L13.avi","1","12.31787","Sillaginidae","Sillaginodes","punctatus",1,"2014-12_Geographe.Bay_stereoBRUVs","-33.4581167","115.4547167","20141211","13:12:00","Geographe.Bay",NA,"18.4","Lauren","Yes","Yes",NA
"103","103_L13.avi","1","35.70737","Sparidae","Chrysophrys","auratus",1,"2014-12_Geographe.Bay_stereoBRUVs","-33.4581167","115.4547167","20141211","13:12:00","Geographe.Bay",NA,"18.4","Lauren","Yes","Yes",NA
"103","103_L13.avi","1","36.25792","Trygonorrhinidae","Trygonorrhina","dumerilii",1,"2014-12_Geographe.Bay_stereoBRUVs","-33.4581167","115.4547167","20141211","13:12:00","Geographe.Bay",NA,"18.4","Lauren","Yes","Yes",NA
"106","106_L25.avi","1","10.48493","Gerreidae","Parequula","melbournensis",1,"2014-12_Geographe.Bay_stereoBRUVs","-33.57825","115.3451333","20141212","11:27:00","Geographe.Bay",NA,"13.5","laura","Yes","Yes",NA
"106","106_L25.avi","1","35.98765","Labridae","Coris","auricularis",5,"2014-12_Geographe.Bay_stereoBRUVs","-33.57825","115.3451333","20141212","11:27:00","Geographe.Bay",NA,"13.5","laura","Yes","Yes",NA
"106","106_L25.avi","1","4.74586","Labridae","Eupetrichthys","angustipes",1,"2014-12_Geographe.Bay_stereoBRUVs","-33.57825","115.3451333","20141212","11:27:00","Geographe.Bay",NA,"13.5","laura","Yes","Yes",NA
"106","106_L25.avi","1","24.48782","Labridae","Halichoeres","brownfieldi",1,"2014-12_Geographe.Bay_stereoBRUVs","-33.57825","115.3451333","20141212","11:27:00","Geographe.Bay",NA,"13.5","laura","Yes","Yes",NA
"106","106_L25.avi","1","33.35113","Labridae","Notolabrus","parilus",2,"2014-12_Geographe.Bay_stereoBRUVs","-33.57825","115.3451333","20141212","11:27:00","Geographe.Bay",NA,"13.5","laura","Yes","Yes",NA
"106","106_L25.avi","1","18.48571","Labridae","Ophthalmolepis","lineolatus",7,"2014-12_Geographe.Bay_stereoBRUVs","-33.57825","115.3451333","20141212","11:27:00","Geographe.Bay",NA,"13.5","laura","Yes","Yes",NA
"106","106_L25.avi","1","1.76788","Monacanthidae","Scobinichthys","granulatus",2,"2014-12_Geographe.Bay_stereoBRUVs","-33.57825","115.3451333","20141212","11:27:00","Geographe.Bay",NA,"13.5","laura","Yes","Yes",NA
"106","106_L25.avi","1","16.45534","Mullidae","Upeneichthys","vlamingii",1,"2014-12_Geographe.Bay_stereoBRUVs","-33.57825","115.3451333","20141212","11:27:00","Geographe.Bay",NA,"13.5","laura","Yes","Yes",NA
"106","106_L25.avi","1","28.91002","Trygonorrhinidae","Trygonorrhina","dumerilii",2,"2014-12_Geographe.Bay_stereoBRUVs","-33.57825","115.3451333","20141212","11:27:00","Geographe.Bay",NA,"13.5","laura","Yes","Yes",NA
"107","107_L15.avi","1","22.66322","Gerreidae","Parequula","melbournensis",21,"2014-12_Geographe.Bay_stereoBRUVs","-33.5833333","115.1881167","20141215","08:56:00","Geographe.Bay",NA,"20.9","Lizzy","Yes","Yes",NA
"107","107_L15.avi","1","11.94917","Heterodontidae","Heterodontus","portusjacksoni",1,"2014-12_Geographe.Bay_stereoBRUVs","-33.5833333","115.1881167","20141215","08:56:00","Geographe.Bay",NA,"20.9","Lizzy","Yes","Yes",NA
"107","107_L15.avi","1","1.23290","Labridae","Austrolabrus","maculatus",2,"2014-12_Geographe.Bay_stereoBRUVs","-33.5833333","115.1881167","20141215","08:56:00","Geographe.Bay",NA,"20.9","Lizzy","Yes","Yes",NA
"107","107_L15.avi","1","46.90079","Labridae","Coris","auricularis",18,"2014-12_Geographe.Bay_stereoBRUVs","-33.5833333","115.1881167","20141215","08:56:00","Geographe.Bay",NA,"20.9","Lizzy","Yes","Yes",NA
"107","107_L15.avi","1","24.04015","Labridae","Eupetrichthys","angustipes",1,"2014-12_Geographe.Bay_stereoBRUVs","-33.5833333","115.1881167","20141215","08:56:00","Geographe.Bay",NA,"20.9","Lizzy","Yes","Yes",NA
"107","107_L15.avi","1","27.57758","Mullidae","Upeneichthys","vlamingii",2,"2014-12_Geographe.Bay_stereoBRUVs","-33.5833333","115.1881167","20141215","08:56:00","Geographe.Bay",NA,"20.9","Lizzy","Yes","Yes",NA
"107","107_L15.avi","1","35.61172","Myliobatidae","Myliobatis","tenuicaudatus",1,"2014-12_Geographe.Bay_stereoBRUVs","-33.5833333","115.1881167","20141215","08:56:00","Geographe.Bay",NA,"20.9","Lizzy","Yes","Yes",NA
"107","107_L15.avi","1","13.28106","Neosebastidae","Neosebastes","pandus",1,"2014-12_Geographe.Bay_stereoBRUVs","-33.5833333","115.1881167","20141215","08:56:00","Geographe.Bay",NA,"20.9","Lizzy","Yes","Yes",NA
"107","107_L15.avi","1","50.92036","Sparidae","Chrysophrys","auratus",4,"2014-12_Geographe.Bay_stereoBRUVs","-33.5833333","115.1881167","20141215","08:56:00","Geographe.Bay",NA,"20.9","Lizzy","Yes","Yes",NA
"107","107_L15.avi","1","10.72795","Trygonorrhinidae","Trygonorrhina","dumerilii",2,"2014-12_Geographe.Bay_stereoBRUVs","-33.5833333","115.1881167","20141215","08:56:00","Geographe.Bay",NA,"20.9","Lizzy","Yes","Yes",NA
"108","108_L5.avi","1","33.23435","Carangidae","Pseudocaranx","spp",96,"2014-12_Geographe.Bay_stereoBRUVs","-33.4690833","115.1676667","20141209","13:09:00","Geographe.Bay",NA,"35","Laura","Yes","Yes",NA
"108","108_L5.avi","1","15.75742","Carangidae","Trachurus","novaezelandiae",1,"2014-12_Geographe.Bay_stereoBRUVs","-33.4690833","115.1676667","20141209","13:09:00","Geographe.Bay",NA,"35","Laura","Yes","Yes",NA
"108","108_L5.avi","1","49.07574","Dasyatidae","Dasyatis","brevicaudata",1,"2014-12_Geographe.Bay_stereoBRUVs","-33.4690833","115.1676667","20141209","13:09:00","Geographe.Bay",NA,"35","Laura","Yes","Yes",NA
"108","108_L5.avi","1","19.26927","Ostraciidae","Anoplocapros","amygdaloides",1,"2014-12_Geographe.Bay_stereoBRUVs","-33.4690833","115.1676667","20141209","13:09:00","Geographe.Bay",NA,"35","Laura","Yes","Yes",NA
"108","108_L5.avi","1","31.19675","Platycephalidae","Platycephalus","spp",6,"2014-12_Geographe.Bay_stereoBRUVs","-33.4690833","115.1676667","20141209","13:09:00","Geographe.Bay",NA,"35","Laura","Yes","Yes",NA
"108","108_L5.avi","1","10.10010","Sillaginidae","Sillago","spp",1,"2014-12_Geographe.Bay_stereoBRUVs","-33.4690833","115.1676667","20141209","13:09:00","Geographe.Bay",NA,"35","Laura","Yes","Yes",NA
"108","108_L5.avi","1","56.24347","Trygonorrhinidae","Trygonorrhina","dumerilii",2,"2014-12_Geographe.Bay_stereoBRUVs","-33.4690833","115.1676667","20141209","13:09:00","Geographe.Bay",NA,"35","Laura","Yes","Yes",NA
"11","11_L13.avi","1","5.64120","Carangidae","Pseudocaranx","spp",2,"2014-12_Geographe.Bay_stereoBRUVs","-33.5712167","115.2958167","20141212","08:59:00","Geographe.Bay",NA,"21.7","Lauren","Yes","Yes",NA
"11","11_L13.avi","1","12.14715","Gerreidae","Parequula","melbournensis",3,"2014-12_Geographe.Bay_stereoBRUVs","-33.5712167","115.2958167","20141212","08:59:00","Geographe.Bay",NA,"21.7","Lauren","Yes","Yes",NA
"11","11_L13.avi","1","11.52597","Labridae","Austrolabrus","maculatus",1,"2014-12_Geographe.Bay_stereoBRUVs","-33.5712167","115.2958167","20141212","08:59:00","Geographe.Bay",NA,"21.7","Lauren","Yes","Yes",NA
"11","11_L13.avi","1","55.75353","Labridae","Coris","auricularis",4,"2014-12_Geographe.Bay_stereoBRUVs","-33.5712167","115.2958167","20141212","08:59:00","Geographe.Bay",NA,"21.7","Lauren","Yes","Yes",NA
"11","11_L13.avi","1","3.46291","Labridae","Eupetrichthys","angustipes",1,"2014-12_Geographe.Bay_stereoBRUVs","-33.5712167","115.2958167","20141212","08:59:00","Geographe.Bay",NA,"21.7","Lauren","Yes","Yes",NA
"11","11_L13.avi","1","27.04482","Labridae","Notolabrus","parilus",2,"2014-12_Geographe.Bay_stereoBRUVs","-33.5712167","115.2958167","20141212","08:59:00","Geographe.Bay",NA,"21.7","Lauren","Yes","Yes",NA
"11","11_L13.avi","1","11.52597","Labridae","Ophthalmolepis","lineolatus",1,"2014-12_Geographe.Bay_stereoBRUVs","-33.5712167","115.2958167","20141212","08:59:00","Geographe.Bay",NA,"21.7","Lauren","Yes","Yes",NA
"11","11_L13.avi","1","18.76265","Monacanthidae","Scobinichthys","granulatus",1,"2014-12_Geographe.Bay_stereoBRUVs","-33.5712167","115.2958167","20141212","08:59:00","Geographe.Bay",NA,"21.7","Lauren","Yes","Yes",NA
"11","11_L13.avi","1","4.64743","Mullidae","Upeneichthys","vlamingii",1,"2014-12_Geographe.Bay_stereoBRUVs","-33.5712167","115.2958167","20141212","08:59:00","Geographe.Bay",NA,"21.7","Lauren","Yes","Yes",NA
"11","11_L13.avi","1","45.93927","Neosebastidae","Neosebastes","pandus",1,"2014-12_Geographe.Bay_stereoBRUVs","-33.5712167","115.2958167","20141212","08:59:00","Geographe.Bay",NA,"21.7","Lauren","Yes","Yes",NA
"11","11_L13.avi","1","58.67312","Ostraciidae","Anoplocapros","amygdaloides",1,"2014-12_Geographe.Bay_stereoBRUVs","-33.5712167","115.2958167","20141212","08:59:00","Geographe.Bay",NA,"21.7","Lauren","Yes","Yes",NA
"11","11_L13.avi","1","12.67935","Ostraciidae","Aracana","aurita",1,"2014-12_Geographe.Bay_stereoBRUVs","-33.5712167","115.2958167","20141212","08:59:00","Geographe.Bay",NA,"21.7","Lauren","Yes","Yes",NA
"11","11_L13.avi","1","16.20509","Pinguipedidae","Parapercis","ramsayi",1,"2014-12_Geographe.Bay_stereoBRUVs","-33.5712167","115.2958167","20141212","08:59:00","Geographe.Bay",NA,"21.7","Lauren","Yes","Yes",NA
"11","11_L13.avi","1","1.27016","Serranidae","Hypoplectrodes","nigroruber",1,"2014-12_Geographe.Bay_stereoBRUVs","-33.5712167","115.2958167","20141212","08:59:00","Geographe.Bay",NA,"21.7","Lauren","Yes","Yes",NA
"11","11_L13.avi","1","33.15037","Triakidae","Galeorhinus","galeus",1,"2014-12_Geographe.Bay_stereoBRUVs","-33.5712167","115.2958167","20141212","08:59:00","Geographe.Bay",NA,"21.7","Lauren","Yes","Yes",NA
"11","11_L13.avi","1","58.17317","Trygonorrhinidae","Trygonorrhina","dumerilii",2,"2014-12_Geographe.Bay_stereoBRUVs","-33.5712167","115.2958167","20141212","08:59:00","Geographe.Bay",NA,"21.7","Lauren","Yes","Yes",NA
"111","111_L19.avi","1","59.91491","Carangidae","Pseudocaranx","spp",20,"2014-12_Geographe.Bay_stereoBRUVs","-33.5369","115.3219167","20141212","10:55:00","Geographe.Bay",NA,"21.9","Laura","Yes","Yes",NA
"111","111_L19.avi","1","2.01479","Gerreidae","Parequula","melbournensis",7,"2014-12_Geographe.Bay_stereoBRUVs","-33.5369","115.3219167","20141212","10:55:00","Geographe.Bay",NA,"21.9","Laura","Yes","Yes",NA
"111","111_L19.avi","1","23.94561","Labridae","Coris","auricularis",3,"2014-12_Geographe.Bay_stereoBRUVs","-33.5369","115.3219167","20141212","10:55:00","Geographe.Bay",NA,"21.9","Laura","Yes","Yes",NA
"111","111_L19.avi","1","53.75987","Labridae","Halichoeres","brownfieldi",1,"2014-12_Geographe.Bay_stereoBRUVs","-33.5369","115.3219167","20141212","10:55:00","Geographe.Bay",NA,"21.9","Laura","Yes","Yes",NA
"111","111_L19.avi","1","20.34757","Labridae","Notolabrus","parilus",1,"2014-12_Geographe.Bay_stereoBRUVs","-33.5369","115.3219167","20141212","10:55:00","Geographe.Bay",NA,"21.9","Laura","Yes","Yes",NA
"111","111_L19.avi","1","24.48615","Monacanthidae","Acanthaluteres","vittiger",1,"2014-12_Geographe.Bay_stereoBRUVs","-33.5369","115.3219167","20141212","10:55:00","Geographe.Bay",NA,"21.9","Laura","Yes","Yes",NA
"111","111_L19.avi","1","45.73740","Monacanthidae","Meuschenia","freycineti",1,"2014-12_Geographe.Bay_stereoBRUVs","-33.5369","115.3219167","20141212","10:55:00","Geographe.Bay",NA,"21.9","Laura","Yes","Yes",NA
"111","111_L19.avi","1","15.41708","Monacanthidae","Scobinichthys","granulatus",1,"2014-12_Geographe.Bay_stereoBRUVs","-33.5369","115.3219167","20141212","10:55:00","Geographe.Bay",NA,"21.9","Laura","Yes","Yes",NA
"111","111_L19.avi","1","20.34757","Myliobatidae","Myliobatis","tenuicaudatus",1,"2014-12_Geographe.Bay_stereoBRUVs","-33.5369","115.3219167","20141212","10:55:00","Geographe.Bay",NA,"21.9","Laura","Yes","Yes",NA
"111","111_L19.avi","1","41.60438","Ostraciidae","Anoplocapros","amygdaloides",1,"2014-12_Geographe.Bay_stereoBRUVs","-33.5369","115.3219167","20141212","10:55:00","Geographe.Bay",NA,"21.9","Laura","Yes","Yes",NA
"111","111_L19.avi","1","11.58325","Pempherididae","Pempheris","klunzingeri",4,"2014-12_Geographe.Bay_stereoBRUVs","-33.5369","115.3219167","20141212","10:55:00","Geographe.Bay",NA,"21.9","Laura","Yes","Yes",NA
"111","111_L19.avi","1","38.60360","Trygonorrhinidae","Trygonorrhina","dumerilii",1,"2014-12_Geographe.Bay_stereoBRUVs","-33.5369","115.3219167","20141212","10:55:00","Geographe.Bay",NA,"21.9","Laura","Yes","Yes",NA
"112","112_L17.avi","1","26.38694","Carangidae","Seriola","hippos",1,"2014-12_Geographe.Bay_stereoBRUVs","-33.4052","115.5224","20141211","12:35:00","Geographe.Bay",NA,"14.8","Laura","Yes","Yes",NA
"112","112_L17.avi","1","18.50906","Gerreidae","Parequula","melbournensis",13,"2014-12_Geographe.Bay_stereoBRUVs","-33.4052","115.5224","20141211","12:35:00","Geographe.Bay",NA,"14.8","Laura","Yes","Yes",NA
"112","112_L17.avi","1","25.60060","Labridae","Coris","auricularis",1,"2014-12_Geographe.Bay_stereoBRUVs","-33.4052","115.5224","20141211","12:35:00","Geographe.Bay",NA,"14.8","Laura","Yes","Yes",NA
"112","112_L17.avi","1","37.71494","Labridae","Eupetrichthys","angustipes",1,"2014-12_Geographe.Bay_stereoBRUVs","-33.4052","115.5224","20141211","12:35:00","Geographe.Bay",NA,"14.8","Laura","Yes","Yes",NA
"112","112_L17.avi","1","3.97620","Labridae","Halichoeres","brownfieldi",2,"2014-12_Geographe.Bay_stereoBRUVs","-33.4052","115.5224","20141211","12:35:00","Geographe.Bay",NA,"14.8","Laura","Yes","Yes",NA
"112","112_L17.avi","1","12.77500","Labridae","Notolabrus","parilus",1,"2014-12_Geographe.Bay_stereoBRUVs","-33.4052","115.5224","20141211","12:35:00","Geographe.Bay",NA,"14.8","Laura","Yes","Yes",NA
"112","112_L17.avi","1","6.20287","Labridae","Ophthalmolepis","lineolatus",3,"2014-12_Geographe.Bay_stereoBRUVs","-33.4052","115.5224","20141211","12:35:00","Geographe.Bay",NA,"14.8","Laura","Yes","Yes",NA
