OpCode	CameraIndex	Descriptor	CameraModel	ImageRows	ImageCols	XPixelSize	YPixelSize	XPPOffset	YPPOffset	FocalLength	RadialK3	RadialK5	RadialK7	DecentringP1	DecentringP2	Orthogonality	Affinity	CameraX	CameraY	CameraZ	Omega	Phi	Kappa	UnitName
694	0	Left	Derived from CAL	1080	1920	0.0025000000	0.0025000000	0.0454835232	-0.0473735018	4.1540725793	0.0044897548	-0.0000007233	0.0000000000	0.0012554088	-0.0001258013	0.0000000000	0.0000566595	-337.9556584580	0.0000000000	0.0000000000	1.2804373054	-9.6628680249	-0.6544227016	mm
694	1	Right	Derived from CAL	1080	1920	0.0025000000	0.0025000000	0.0586467656	-0.0951257382	4.1595971590	0.0032906463	0.0002065893	0.0000000000	0.0003158549	-0.0022691005	0.0000000000	-0.0002374270	337.9556584580	0.0000000000	0.0000000000	-1.2804373054	4.8528215847	-1.5191209309	mm
503	0	Left	Derived from CAL	1080	1920	0.0025000000	0.0025000000	0.1337533957	-0.0181679751	4.1858402611	0.0047700683	-0.0001473723	0.0000000000	0.0022136668	-0.0002891325	0.0000000000	0.0002791325	-336.7991447802	0.0000000000	0.0000000000	-0.2595525364	-5.9122954007	-0.7556115117	mm
503	1	Right	Derived from CAL	1080	1920	0.0025000000	0.0025000000	0.1176640853	-0.0405538965	4.1937457609	0.0021897198	0.0011123405	0.0000000000	0.0019567156	-0.0003480972	0.0000000000	-0.0003828261	336.7991447802	0.0000000000	0.0000000000	0.2595525364	6.3682318503	-1.3175232424	mm
54	0	Left	Derived from CAL	1080	1920	0.0025000000	0.0025000000	0.0438458181	-0.0126160029	4.1949179603	0.0033866717	0.0003710380	0.0000000000	0.0010412436	-0.0004131337	0.0000000000	-0.0012732534	-337.9763932926	0.0000000000	0.0000000000	-0.0310541941	-9.1969026779	-3.0381527090	mm
54	1	Right	Derived from CAL	1080	1920	0.0025000000	0.0025000000	0.1056039007	-0.1266746322	4.1938303861	0.0046300562	0.0000793189	0.0000000000	0.0007160259	-0.0020626094	0.0000000000	-0.0006696819	337.9763932926	0.0000000000	0.0000000000	0.0310541941	8.7995470193	-3.1005579929	mm
842	0	Left	Derived from CAL	1080	1920	0.0025000000	0.0025000000	0.0303564062	-0.0966505387	4.1451898880	0.0027323670	0.0002258322	0.0000000000	0.0004833646	-0.0015955705	0.0000000000	0.0006204241	-341.2968054152	0.0000000000	0.0000000000	-0.4245461021	-6.7597100880	0.9718169464	mm
842	1	Right	Derived from CAL	1080	1920	0.0025000000	0.0025000000	0.0995416739	0.0642611509	4.1654900033	0.0030521654	0.0004601328	0.0000000000	0.0014167026	0.0011384628	0.0000000000	0.0008823872	341.2968054152	0.0000000000	0.0000000000	0.4245461021	5.6695219553	0.7238954211	mm
13RC13	0	Left	Derived from CAL	1080	1920	0.0025000000	0.0025000000	0.0063559075	-0.0283359894	4.1623004508	0.0036945228	0.0003334773	0.0000000000	0.0006393398	-0.0000079438	0.0000000000	0.0007392438	-341.7117486622	0.0000000000	0.0000000000	-0.0141874133	-7.1164553487	2.9981157797	mm
13RC13	1	Right	Derived from CAL	1080	1920	0.0025000000	0.0025000000	0.1528027018	-0.0055431418	4.1568334568	0.0044435702	0.0000968966	0.0000000000	0.0014529506	-0.0001795135	0.0000000000	0.0025466471	341.7117486622	0.0000000000	0.0000000000	0.0141874133	6.9079449445	0.2248759783	mm
554	0	Left	Derived from CAL	1080	1920	0.0025000000	0.0025000000	0.0454835232	-0.0473735018	4.1540725793	0.0044897548	-0.0000007233	0.0000000000	0.0012554088	-0.0001258013	0.0000000000	0.0000566595	-337.9556584580	0.0000000000	0.0000000000	1.2804373054	-9.6628680249	-0.6544227016	mm
554	1	Right	Derived from CAL	1080	1920	0.0025000000	0.0025000000	0.0586467656	-0.0951257382	4.1595971590	0.0032906463	0.0002065893	0.0000000000	0.0003158549	-0.0022691005	0.0000000000	-0.0002374270	337.9556584580	0.0000000000	0.0000000000	-1.2804373054	4.8528215847	-1.5191209309	mm
90	0	Left	Derived from CAL	1080	1920	0.0025000000	0.0025000000	0.1337533957	-0.0181679751	4.1858402611	0.0047700683	-0.0001473723	0.0000000000	0.0022136668	-0.0002891325	0.0000000000	0.0002791325	-336.7991447802	0.0000000000	0.0000000000	-0.2595525364	-5.9122954007	-0.7556115117	mm
90	1	Right	Derived from CAL	1080	1920	0.0025000000	0.0025000000	0.1176640853	-0.0405538965	4.1937457609	0.0021897198	0.0011123405	0.0000000000	0.0019567156	-0.0003480972	0.0000000000	-0.0003828261	336.7991447802	0.0000000000	0.0000000000	0.2595525364	6.3682318503	-1.3175232424	mm
88	0	Left	Derived from CAL	1080	1920	0.0025000000	0.0025000000	0.0063559075	-0.0283359894	4.1623004508	0.0036945228	0.0003334773	0.0000000000	0.0006393398	-0.0000079438	0.0000000000	0.0007392438	-341.7117486622	0.0000000000	0.0000000000	-0.0141874133	-7.1164553487	2.9981157797	mm
88	1	Right	Derived from CAL	1080	1920	0.0025000000	0.0025000000	0.1528027018	-0.0055431418	4.1568334568	0.0044435702	0.0000968966	0.0000000000	0.0014529506	-0.0001795135	0.0000000000	0.0025466471	341.7117486622	0.0000000000	0.0000000000	0.0141874133	6.9079449445	0.2248759783	mm
11R4	0	Left	Derived from CAL	1080	1920	0.0025000000	0.0025000000	0.0893547330	-0.0027520339	4.1582930171	0.0046204837	-0.0000369723	0.0000000000	0.0012058602	-0.0003192551	0.0000000000	0.0006231113	-342.7914277029	0.0000000000	0.0000000000	-0.0437946236	-7.9658126635	-0.2810225469	mm
11R4	1	Right	Derived from CAL	1080	1920	0.0025000000	0.0025000000	0.1541434194	-0.0695546571	4.1582594376	0.0045707362	0.0001394396	0.0000000000	0.0017514503	-0.0012899620	0.0000000000	0.0002505973	342.7914277029	0.0000000000	0.0000000000	0.0437946236	4.9310673178	-0.9393970389	mm
816	0	Left	Derived from CAL	1080	1920	0.0025000000	0.0025000000	0.0303564062	-0.0966505387	4.1451898880	0.0027323670	0.0002258322	0.0000000000	0.0004833646	-0.0015955705	0.0000000000	0.0006204241	-341.2968054152	0.0000000000	0.0000000000	-0.4245461021	-6.7597100880	0.9718169464	mm
816	1	Right	Derived from CAL	1080	1920	0.0025000000	0.0025000000	0.0995416739	0.0642611509	4.1654900033	0.0030521654	0.0004601328	0.0000000000	0.0014167026	0.0011384628	0.0000000000	0.0008823872	341.2968054152	0.0000000000	0.0000000000	0.4245461021	5.6695219553	0.7238954211	mm
13RC2	0	Left	Derived from CAL	1080	1920	0.0025000000	0.0025000000	0.0138151767	-0.0139309727	4.1494502992	0.0036382419	0.0003590592	0.0000000000	0.0005491309	-0.0004625256	0.0000000000	0.0003805266	-345.9162499653	0.0000000000	0.0000000000	-0.2968020599	-6.4051168471	-2.3881661351	mm
13RC2	1	Right	Derived from CAL	1080	1920	0.0025000000	0.0025000000	0.0859046026	-0.1239550594	4.1495378947	0.0050744497	-0.0000912233	0.0000000000	0.0004163319	-0.0018427919	0.0000000000	0.0002616171	345.9162499653	0.0000000000	0.0000000000	0.2968020599	8.3066115335	-1.8528482784	mm
63	0	Left	Derived from CAL	1080	1920	0.0025000000	0.0025000000	0.0063559075	-0.0283359894	4.1623004508	0.0036945228	0.0003334773	0.0000000000	0.0006393398	-0.0000079438	0.0000000000	0.0007392438	-341.7117486622	0.0000000000	0.0000000000	-0.0141874133	-7.1164553487	2.9981157797	mm
63	1	Right	Derived from CAL	1080	1920	0.0025000000	0.0025000000	0.1528027018	-0.0055431418	4.1568334568	0.0044435702	0.0000968966	0.0000000000	0.0014529506	-0.0001795135	0.0000000000	0.0025466471	341.7117486622	0.0000000000	0.0000000000	0.0141874133	6.9079449445	0.2248759783	mm
55	0	Left	Derived from CAL	1080	1920	0.0025000000	0.0025000000	0.0454835232	-0.0473735018	4.1540725793	0.0044897548	-0.0000007233	0.0000000000	0.0012554088	-0.0001258013	0.0000000000	0.0000566595	-337.9556584580	0.0000000000	0.0000000000	1.2804373054	-9.6628680249	-0.6544227016	mm
55	1	Right	Derived from CAL	1080	1920	0.0025000000	0.0025000000	0.0586467656	-0.0951257382	4.1595971590	0.0032906463	0.0002065893	0.0000000000	0.0003158549	-0.0022691005	0.0000000000	-0.0002374270	337.9556584580	0.0000000000	0.0000000000	-1.2804373054	4.8528215847	-1.5191209309	mm
36	0	Left	Derived from CAL	1080	1920	0.0025000000	0.0025000000	0.0750003370	-0.0039455767	4.1533273534	0.0037016583	0.0001128833	0.0000000000	0.0014202711	-0.0003267790	0.0000000000	0.0005953933	-336.6984342552	0.0000000000	0.0000000000	0.4683117459	-7.5453234579	-1.2432686776	mm
36	1	Right	Derived from CAL	1080	1920	0.0025000000	0.0025000000	0.0893396248	-0.1051030228	4.1588785920	0.0045876100	0.0001033951	0.0000000000	0.0005664332	-0.0020388198	0.0000000000	-0.0000006297	336.6984342552	0.0000000000	0.0000000000	-0.4683117459	8.5149150792	4.9176684064	mm
7	0	Left	Derived from CAL	1080	1920	0.0025000000	0.0025000000	0.0031193065	-0.0152815885	4.1623303315	0.0036082525	0.0002437102	0.0000000000	0.0005444299	-0.0000564227	0.0000000000	0.0006609799	-337.8643326643	0.0000000000	0.0000000000	0.3283585325	-8.7020160306	-1.4866916230	mm
7	1	Right	Derived from CAL	1080	1920	0.0025000000	0.0025000000	-0.0051982179	-0.0526607607	4.1667820885	0.0035807063	0.0001157940	0.0000000000	-0.0005586000	-0.0009895181	0.0000000000	0.0007972506	337.8643326643	0.0000000000	0.0000000000	-0.3283585325	7.6549476424	-2.4701772149	mm
666	0	Left	Derived from CAL	1080	1920	0.0025000000	0.0025000000	0.0063559075	-0.0283359894	4.1623004508	0.0036945228	0.0003334773	0.0000000000	0.0006393398	-0.0000079438	0.0000000000	0.0007392438	-341.7117486622	0.0000000000	0.0000000000	-0.0141874133	-7.1164553487	2.9981157797	mm
666	1	Right	Derived from CAL	1080	1920	0.0025000000	0.0025000000	0.1528027018	-0.0055431418	4.1568334568	0.0044435702	0.0000968966	0.0000000000	0.0014529506	-0.0001795135	0.0000000000	0.0025466471	341.7117486622	0.0000000000	0.0000000000	0.0141874133	6.9079449445	0.2248759783	mm
560	0	Left	Derived from CAL	1080	1920	0.0025000000	0.0025000000	0.0750003370	-0.0039455767	4.1533273534	0.0037016583	0.0001128833	0.0000000000	0.0014202711	-0.0003267790	0.0000000000	0.0005953933	-336.6984342552	0.0000000000	0.0000000000	0.4683117459	-7.5453234579	-1.2432686776	mm
560	1	Right	Derived from CAL	1080	1920	0.0025000000	0.0025000000	0.0893396248	-0.1051030228	4.1588785920	0.0045876100	0.0001033951	0.0000000000	0.0005664332	-0.0020388198	0.0000000000	-0.0000006297	336.6984342552	0.0000000000	0.0000000000	-0.4683117459	8.5149150792	4.9176684064	mm
47	0	Left	Derived from CAL	1080	1920	0.0025000000	0.0025000000	0.0866295188	-0.0428705512	4.1929946024	0.0033224586	0.0003509669	0.0000000000	0.0016513119	0.0000326579	0.0000000000	-0.0012038511	-330.1353031095	0.0000000000	0.0000000000	1.1668139959	-9.4956728962	0.5566597711	mm
47	1	Right	Derived from CAL	1080	1920	0.0025000000	0.0025000000	0.0732583013	-0.1037245682	4.2026082435	0.0032931305	0.0000364551	0.0000000000	0.0006681344	-0.0021377462	0.0000000000	-0.0009975280	330.1353031095	0.0000000000	0.0000000000	-1.1668139959	4.8467248977	-0.2236349498	mm
13	0	Left	Derived from CAL	1080	1920	0.0025000000	0.0025000000	0.0063559075	-0.0283359894	4.1623004508	0.0036945228	0.0003334773	0.0000000000	0.0006393398	-0.0000079438	0.0000000000	0.0007392438	-341.7117486622	0.0000000000	0.0000000000	-0.0141874133	-7.1164553487	2.9981157797	mm
13	1	Right	Derived from CAL	1080	1920	0.0025000000	0.0025000000	0.1528027018	-0.0055431418	4.1568334568	0.0044435702	0.0000968966	0.0000000000	0.0014529506	-0.0001795135	0.0000000000	0.0025466471	341.7117486622	0.0000000000	0.0000000000	0.0141874133	6.9079449445	0.2248759783	mm
567	0	Right	Derived from CAL	1080	1920	0.0025000000	0.0025000000	-0.0051982179	-0.0526607607	4.1667820885	0.0035807063	0.0001157940	0.0000000000	-0.0005586000	-0.0009895181	0.0000000000	0.0007972506	337.8643326643	0.0000000000	0.0000000000	-0.3283585325	7.6549476424	-2.4701772149	mm
567	1	Left	Derived from CAL	1080	1920	0.0025000000	0.0025000000	0.0031193065	-0.0152815885	4.1623303315	0.0036082525	0.0002437102	0.0000000000	0.0005444299	-0.0000564227	0.0000000000	0.0006609799	-337.8643326643	0.0000000000	0.0000000000	0.3283585325	-8.7020160306	-1.4866916230	mm
698	0	Left	Derived from CAL	1080	1920	0.0025000000	0.0025000000	0.0303564062	-0.0966505387	4.1451898880	0.0027323670	0.0002258322	0.0000000000	0.0004833646	-0.0015955705	0.0000000000	0.0006204241	-341.2968054152	0.0000000000	0.0000000000	-0.4245461021	-6.7597100880	0.9718169464	mm
698	1	Right	Derived from CAL	1080	1920	0.0025000000	0.0025000000	0.0995416739	0.0642611509	4.1654900033	0.0030521654	0.0004601328	0.0000000000	0.0014167026	0.0011384628	0.0000000000	0.0008823872	341.2968054152	0.0000000000	0.0000000000	0.4245461021	5.6695219553	0.7238954211	mm
448	0	Left	Derived from CAL	1080	1920	0.0025000000	0.0025000000	0.0138151767	-0.0139309727	4.1494502992	0.0036382419	0.0003590592	0.0000000000	0.0005491309	-0.0004625256	0.0000000000	0.0003805266	-345.9162499653	0.0000000000	0.0000000000	-0.2968020599	-6.4051168471	-2.3881661351	mm
448	1	Right	Derived from CAL	1080	1920	0.0025000000	0.0025000000	0.0859046026	-0.1239550594	4.1495378947	0.0050744497	-0.0000912233	0.0000000000	0.0004163319	-0.0018427919	0.0000000000	0.0002616171	345.9162499653	0.0000000000	0.0000000000	0.2968020599	8.3066115335	-1.8528482784	mm
12RC7	0	Left	Derived from CAL	1080	1920	0.0025000000	0.0025000000	0.1337533957	-0.0181679751	4.1858402611	0.0047700683	-0.0001473723	0.0000000000	0.0022136668	-0.0002891325	0.0000000000	0.0002791325	-336.7991447802	0.0000000000	0.0000000000	-0.2595525364	-5.9122954007	-0.7556115117	mm
12RC7	1	Right	Derived from CAL	1080	1920	0.0025000000	0.0025000000	0.1176640853	-0.0405538965	4.1937457609	0.0021897198	0.0011123405	0.0000000000	0.0019567156	-0.0003480972	0.0000000000	-0.0003828261	336.7991447802	0.0000000000	0.0000000000	0.2595525364	6.3682318503	-1.3175232424	mm
65	0	Left	Derived from CAL	1080	1920	0.0025000000	0.0025000000	0.0454835232	-0.0473735018	4.1540725793	0.0044897548	-0.0000007233	0.0000000000	0.0012554088	-0.0001258013	0.0000000000	0.0000566595	-337.9556584580	0.0000000000	0.0000000000	1.2804373054	-9.6628680249	-0.6544227016	mm
65	1	Right	Derived from CAL	1080	1920	0.0025000000	0.0025000000	0.0586467656	-0.0951257382	4.1595971590	0.0032906463	0.0002065893	0.0000000000	0.0003158549	-0.0022691005	0.0000000000	-0.0002374270	337.9556584580	0.0000000000	0.0000000000	-1.2804373054	4.8528215847	-1.5191209309	mm
14	0	Left	Derived from CAL	1080	1920	0.0025000000	0.0025000000	0.0063559075	-0.0283359894	4.1623004508	0.0036945228	0.0003334773	0.0000000000	0.0006393398	-0.0000079438	0.0000000000	0.0007392438	-341.7117486622	0.0000000000	0.0000000000	-0.0141874133	-7.1164553487	2.9981157797	mm
14	1	Right	Derived from CAL	1080	1920	0.0025000000	0.0025000000	0.1528027018	-0.0055431418	4.1568334568	0.0044435702	0.0000968966	0.0000000000	0.0014529506	-0.0001795135	0.0000000000	0.0025466471	341.7117486622	0.0000000000	0.0000000000	0.0141874133	6.9079449445	0.2248759783	mm
83	0	Left	Derived from CAL	1080	1920	0.0025000000	0.0025000000	0.1337533957	-0.0181679751	4.1858402611	0.0047700683	-0.0001473723	0.0000000000	0.0022136668	-0.0002891325	0.0000000000	0.0002791325	-336.7991447802	0.0000000000	0.0000000000	-0.2595525364	-5.9122954007	-0.7556115117	mm
83	1	Right	Derived from CAL	1080	1920	0.0025000000	0.0025000000	0.1176640853	-0.0405538965	4.1937457609	0.0021897198	0.0011123405	0.0000000000	0.0019567156	-0.0003480972	0.0000000000	-0.0003828261	336.7991447802	0.0000000000	0.0000000000	0.2595525364	6.3682318503	-1.3175232424	mm
48	0	Left	Derived from CAL	1080	1920	0.0025000000	0.0025000000	0.0218097737	-0.0560100974	4.1476137066	0.0033151164	0.0003053701	0.0000000000	0.0003771125	-0.0011431495	0.0000000000	0.0006758495	-346.3098884193	0.0000000000	0.0000000000	-0.0966692345	-7.2182686628	-2.0809521629	mm
48	1	Right	Derived from CAL	1080	1920	0.0025000000	0.0025000000	0.0834371579	-0.0870409182	4.1396443788	0.0038545497	0.0002606912	0.0000000000	0.0008544122	-0.0011038072	0.0000000000	0.0013498147	346.3098884193	0.0000000000	0.0000000000	0.0966692345	7.3070310201	-1.0461073771	mm
331	0	Left	Derived from CAL	1080	1920	0.0025000000	0.0025000000	0.1337533957	-0.0181679751	4.1858402611	0.0047700683	-0.0001473723	0.0000000000	0.0022136668	-0.0002891325	0.0000000000	0.0002791325	-336.7991447802	0.0000000000	0.0000000000	-0.2595525364	-5.9122954007	-0.7556115117	mm
331	1	Right	Derived from CAL	1080	1920	0.0025000000	0.0025000000	0.1176640853	-0.0405538965	4.1937457609	0.0021897198	0.0011123405	0.0000000000	0.0019567156	-0.0003480972	0.0000000000	-0.0003828261	336.7991447802	0.0000000000	0.0000000000	0.2595525364	6.3682318503	-1.3175232424	mm
GBR5-3	0	Left	Derived from CAL	1080	1920	0.0025000000	0.0025000000	0.0031193065	-0.0152815885	4.1623303315	0.0036082525	0.0002437102	0.0000000000	0.0005444299	-0.0000564227	0.0000000000	0.0006609799	-337.8643326643	0.0000000000	0.0000000000	0.3283585325	-8.7020160306	-1.4866916230	mm
GBR5-3	1	Right	Derived from CAL	1080	1920	0.0025000000	0.0025000000	-0.0051982179	-0.0526607607	4.1667820885	0.0035807063	0.0001157940	0.0000000000	-0.0005586000	-0.0009895181	0.0000000000	0.0007972506	337.8643326643	0.0000000000	0.0000000000	-0.3283585325	7.6549476424	-2.4701772149	mm
848	0	Left	Derived from CAL	1080	1920	0.0025000000	0.0025000000	0.0760827375	-0.0386289937	4.1635052877	0.0025383859	0.0003045503	0.0000000000	0.0009299490	-0.0003148532	0.0000000000	0.0011984626	-338.8099837942	0.0000000000	0.0000000000	-0.0140654910	-6.3514387934	-0.6468721004	mm
848	1	Right	Derived from CAL	1080	1920	0.0025000000	0.0025000000	0.0353697465	-0.0156921754	4.1538285614	0.0036323297	-0.0000307389	0.0000000000	0.0001809170	0.0000305500	0.0000000000	0.0017773831	338.8099837942	0.0000000000	0.0000000000	0.0140654910	7.3356599638	-1.7490194500	mm
27	0	Left	Derived from CAL	1080	1920	0.0025000000	0.0025000000	0.0218097737	-0.0560100974	4.1476137066	0.0033151164	0.0003053701	0.0000000000	0.0003771125	-0.0011431495	0.0000000000	0.0006758495	-346.3098884193	0.0000000000	0.0000000000	-0.0966692345	-7.2182686628	-2.0809521629	mm
27	1	Right	Derived from CAL	1080	1920	0.0025000000	0.0025000000	0.0834371579	-0.0870409182	4.1396443788	0.0038545497	0.0002606912	0.0000000000	0.0008544122	-0.0011038072	0.0000000000	0.0013498147	346.3098884193	0.0000000000	0.0000000000	0.0966692345	7.3070310201	-1.0461073771	mm
256	0	Left	Derived from CAL	1080	1920	0.0025000000	0.0025000000	0.0031193065	-0.0152815885	4.1623303315	0.0036082525	0.0002437102	0.0000000000	0.0005444299	-0.0000564227	0.0000000000	0.0006609799	-337.8643326643	0.0000000000	0.0000000000	0.3283585325	-8.7020160306	-1.4866916230	mm
256	1	Right	Derived from CAL	1080	1920	0.0025000000	0.0025000000	-0.0051982179	-0.0526607607	4.1667820885	0.0035807063	0.0001157940	0.0000000000	-0.0005586000	-0.0009895181	0.0000000000	0.0007972506	337.8643326643	0.0000000000	0.0000000000	-0.3283585325	7.6549476424	-2.4701772149	mm
56	0			0	0	0.0000000000	0.0000000000	0.0000000000	0.0000000000	0.0000000000	0.0000000000	0.0000000000	0.0000000000	0.0000000000	0.0000000000	0.0000000000	0.0000000000	0.0000000000	0.0000000000	0.0000000000	0.0000000000	0.0000000000	0.0000000000	mm
56	1			0	0	0.0000000000	0.0000000000	0.0000000000	0.0000000000	0.0000000000	0.0000000000	0.0000000000	0.0000000000	0.0000000000	0.0000000000	0.0000000000	0.0000000000	0.0000000000	0.0000000000	0.0000000000	0.0000000000	0.0000000000	0.0000000000	mm
327	0	Left	Derived from CAL	1080	1920	0.0025000000	0.0025000000	0.0454835232	-0.0473735018	4.1540725793	0.0044897548	-0.0000007233	0.0000000000	0.0012554088	-0.0001258013	0.0000000000	0.0000566595	-337.9556584580	0.0000000000	0.0000000000	1.2804373054	-9.6628680249	-0.6544227016	mm
327	1	Right	Derived from CAL	1080	1920	0.0025000000	0.0025000000	0.0586467656	-0.0951257382	4.1595971590	0.0032906463	0.0002065893	0.0000000000	0.0003158549	-0.0022691005	0.0000000000	-0.0002374270	337.9556584580	0.0000000000	0.0000000000	-1.2804373054	4.8528215847	-1.5191209309	mm
672	0			0	0	0.0000000000	0.0000000000	0.0000000000	0.0000000000	0.0000000000	0.0000000000	0.0000000000	0.0000000000	0.0000000000	0.0000000000	0.0000000000	0.0000000000	0.0000000000	0.0000000000	0.0000000000	0.0000000000	0.0000000000	0.0000000000	mm
672	1			0	0	0.0000000000	0.0000000000	0.0000000000	0.0000000000	0.0000000000	0.0000000000	0.0000000000	0.0000000000	0.0000000000	0.0000000000	0.0000000000	0.0000000000	0.0000000000	0.0000000000	0.0000000000	0.0000000000	0.0000000000	0.0000000000	mm
384	0	Left	Derived from CAL	1080	1920	0.0025000000	0.0025000000	0.0760827375	-0.0386289937	4.1635052877	0.0025383859	0.0003045503	0.0000000000	0.0009299490	-0.0003148532	0.0000000000	0.0011984626	-338.8099837942	0.0000000000	0.0000000000	-0.0140654910	-6.3514387934	-0.6468721004	mm
384	1	Right	Derived from CAL	1080	1920	0.0025000000	0.0025000000	0.0353697465	-0.0156921754	4.1538285614	0.0036323297	-0.0000307389	0.0000000000	0.0001809170	0.0000305500	0.0000000000	0.0017773831	338.8099837942	0.0000000000	0.0000000000	0.0140654910	7.3356599638	-1.7490194500	mm
13RC9	0	Left	Derived from CAL	1080	1920	0.0025000000	0.0025000000	0.0760827375	-0.0386289937	4.1635052877	0.0025383859	0.0003045503	0.0000000000	0.0009299490	-0.0003148532	0.0000000000	0.0011984626	-338.8099837942	0.0000000000	0.0000000000	-0.0140654910	-6.3514387934	-0.6468721004	mm
13RC9	1	Right	Derived from CAL	1080	1920	0.0025000000	0.0025000000	0.0353697465	-0.0156921754	4.1538285614	0.0036323297	-0.0000307389	0.0000000000	0.0001809170	0.0000305500	0.0000000000	0.0017773831	338.8099837942	0.0000000000	0.0000000000	0.0140654910	7.3356599638	-1.7490194500	mm
362	0	Left	Derived from CAL	1080	1920	0.0025000000	0.0025000000	0.0893547330	-0.0027520339	4.1582930171	0.0046204837	-0.0000369723	0.0000000000	0.0012058602	-0.0003192551	0.0000000000	0.0006231113	-342.7914277029	0.0000000000	0.0000000000	-0.0437946236	-7.9658126635	-0.2810225469	mm
362	1	Right	Derived from CAL	1080	1920	0.0025000000	0.0025000000	0.1541434194	-0.0695546571	4.1582594376	0.0045707362	0.0001394396	0.0000000000	0.0017514503	-0.0012899620	0.0000000000	0.0002505973	342.7914277029	0.0000000000	0.0000000000	0.0437946236	4.9310673178	-0.9393970389	mm
92	0	Left	Derived from CAL	1080	1920	0.0025000000	0.0025000000	0.0893547330	-0.0027520339	4.1582930171	0.0046204837	-0.0000369723	0.0000000000	0.0012058602	-0.0003192551	0.0000000000	0.0006231113	-342.7914277029	0.0000000000	0.0000000000	-0.0437946236	-7.9658126635	-0.2810225469	mm
92	1	Right	Derived from CAL	1080	1920	0.0025000000	0.0025000000	0.1541434194	-0.0695546571	4.1582594376	0.0045707362	0.0001394396	0.0000000000	0.0017514503	-0.0012899620	0.0000000000	0.0002505973	342.7914277029	0.0000000000	0.0000000000	0.0437946236	4.9310673178	-0.9393970389	mm
113	0	Left	Derived from CAL	1080	1920	0.0025000000	0.0025000000	0.0893547330	-0.0027520339	4.1582930171	0.0046204837	-0.0000369723	0.0000000000	0.0012058602	-0.0003192551	0.0000000000	0.0006231113	-342.7914277029	0.0000000000	0.0000000000	-0.0437946236	-7.9658126635	-0.2810225469	mm
113	1	Right	Derived from CAL	1080	1920	0.0025000000	0.0025000000	0.1541434194	-0.0695546571	4.1582594376	0.0045707362	0.0001394396	0.0000000000	0.0017514503	-0.0012899620	0.0000000000	0.0002505973	342.7914277029	0.0000000000	0.0000000000	0.0437946236	4.9310673178	-0.9393970389	mm
68	0			0	0	0.0000000000	0.0000000000	0.0000000000	0.0000000000	0.0000000000	0.0000000000	0.0000000000	0.0000000000	0.0000000000	0.0000000000	0.0000000000	0.0000000000	0.0000000000	0.0000000000	0.0000000000	0.0000000000	0.0000000000	0.0000000000	mm
68	1			0	0	0.0000000000	0.0000000000	0.0000000000	0.0000000000	0.0000000000	0.0000000000	0.0000000000	0.0000000000	0.0000000000	0.0000000000	0.0000000000	0.0000000000	0.0000000000	0.0000000000	0.0000000000	0.0000000000	0.0000000000	0.0000000000	mm
10004	0	Left	Derived from CAL	1080	1920	0.0025000000	0.0025000000	0.0138151767	-0.0139309727	4.1494502992	0.0036382419	0.0003590592	0.0000000000	0.0005491309	-0.0004625256	0.0000000000	0.0003805266	-345.9162499653	0.0000000000	0.0000000000	-0.2968020599	-6.4051168471	-2.3881661351	mm
10004	1	Right	Derived from CAL	1080	1920	0.0025000000	0.0025000000	0.0859046026	-0.1239550594	4.1495378947	0.0050744497	-0.0000912233	0.0000000000	0.0004163319	-0.0018427919	0.0000000000	0.0002616171	345.9162499653	0.0000000000	0.0000000000	0.2968020599	8.3066115335	-1.8528482784	mm
GBR1-1	0	Left	Derived from CAL	1080	1920	0.0025000000	0.0025000000	0.1337533957	-0.0181679751	4.1858402611	0.0047700683	-0.0001473723	0.0000000000	0.0022136668	-0.0002891325	0.0000000000	0.0002791325	-336.7991447802	0.0000000000	0.0000000000	-0.2595525364	-5.9122954007	-0.7556115117	mm
GBR1-1	1	Right	Derived from CAL	1080	1920	0.0025000000	0.0025000000	0.1176640853	-0.0405538965	4.1937457609	0.0021897198	0.0011123405	0.0000000000	0.0019567156	-0.0003480972	0.0000000000	-0.0003828261	336.7991447802	0.0000000000	0.0000000000	0.2595525364	6.3682318503	-1.3175232424	mm
135	0	Left	Derived from CAL	1080	1920	0.0025000000	0.0025000000	0.0031193065	-0.0152815885	4.1623303315	0.0036082525	0.0002437102	0.0000000000	0.0005444299	-0.0000564227	0.0000000000	0.0006609799	-337.8643326643	0.0000000000	0.0000000000	0.3283585325	-8.7020160306	-1.4866916230	mm
135	1	Right	Derived from CAL	1080	1920	0.0025000000	0.0025000000	-0.0051982179	-0.0526607607	4.1667820885	0.0035807063	0.0001157940	0.0000000000	-0.0005586000	-0.0009895181	0.0000000000	0.0007972506	337.8643326643	0.0000000000	0.0000000000	-0.3283585325	7.6549476424	-2.4701772149	mm
202	0	Left	Derived from CAL	1080	1920	0.0025000000	0.0025000000	0.0303564062	-0.0966505387	4.1451898880	0.0027323670	0.0002258322	0.0000000000	0.0004833646	-0.0015955705	0.0000000000	0.0006204241	-341.2968054152	0.0000000000	0.0000000000	-0.4245461021	-6.7597100880	0.9718169464	mm
