"campaignid","sample","family","genus","species","maxn"
"2014-12_Geographe.Bay_stereoBRUVs","23","Urolophidae","Trygonoptera","ovalis",1
"2014-12_Geographe.Bay_stereoBRUVs","24","Dasyatidae","Bathytoshia","brevicaudata",2
"2014-12_Geographe.Bay_stereoBRUVs","24","Diodontidae","Diodon","nicthemerus",1
"2014-12_Geographe.Bay_stereoBRUVs","24","Gerreidae","Parequula","melbournensis",7
"2014-12_Geographe.Bay_stereoBRUVs","24","Labridae","Coris","auricularis",6
"2014-12_Geographe.Bay_stereoBRUVs","24","Labridae","Ophthalmolepis","lineolatus",3
"2014-12_Geographe.Bay_stereoBRUVs","24","Neosebastidae","Neosebastes","pandus",1
"2014-12_Geographe.Bay_stereoBRUVs","24","Aracanidae","Anoplocapros","amygdaloides",1
"2014-12_Geographe.Bay_stereoBRUVs","24","Platycephalidae","Platycephalus","spp",2
"2014-12_Geographe.Bay_stereoBRUVs","24","Scorpididae","Neatypus","obliquus",5
"2014-12_Geographe.Bay_stereoBRUVs","240","Gerreidae","Parequula","melbournensis",1
"2014-12_Geographe.Bay_stereoBRUVs","240","Labridae","Austrolabrus","maculatus",2
"2014-12_Geographe.Bay_stereoBRUVs","240","Labridae","Coris","auricularis",2
"2014-12_Geographe.Bay_stereoBRUVs","240","Labridae","Eupetrichthys","angustipes",1
"2014-12_Geographe.Bay_stereoBRUVs","240","Labridae","Notolabrus","parilus",2
"2014-12_Geographe.Bay_stereoBRUVs","240","Labridae","Ophthalmolepis","lineolatus",2
"2014-12_Geographe.Bay_stereoBRUVs","240","Monacanthidae","Scobinichthys","granulatus",1
"2014-12_Geographe.Bay_stereoBRUVs","240","Muraenidae","Gymnothorax","woodwardi",1
"2014-12_Geographe.Bay_stereoBRUVs","240","Pempherididae","Pempheris","klunzingeri",23
"2014-12_Geographe.Bay_stereoBRUVs","240","Scorpididae","Neatypus","obliquus",2
"2014-12_Geographe.Bay_stereoBRUVs","25","Carangidae","Pseudocaranx","spp",82
"2014-12_Geographe.Bay_stereoBRUVs","25","Carangidae","Trachurus","novaezelandiae",31
"2014-12_Geographe.Bay_stereoBRUVs","25","Monacanthidae","Nelusetta","ayraud",1
"2014-12_Geographe.Bay_stereoBRUVs","25","Myliobatidae","Myliobatis","tenuicaudatus",2
"2014-12_Geographe.Bay_stereoBRUVs","25","Platycephalidae","Platycephalus","spp",4
"2014-12_Geographe.Bay_stereoBRUVs","25","Pleuronectidae","Ammotretis","elongatus",1
"2014-12_Geographe.Bay_stereoBRUVs","25","Rhinobatidae","Aptychotrema","vincentiana",1
"2014-12_Geographe.Bay_stereoBRUVs","25","Sillaginidae","Sillago","spp",25
"2014-12_Geographe.Bay_stereoBRUVs","25","Sphyrnidae","Sphyrna","zygaena",1
"2014-12_Geographe.Bay_stereoBRUVs","25","Trygonorrhinidae","Trygonorrhina","dumerilii",2
"2014-12_Geographe.Bay_stereoBRUVs","256","Carangidae","Pseudocaranx","spp",23
"2014-12_Geographe.Bay_stereoBRUVs","256","Chaetodontidae","Chelmonops","curiosus",1
"2014-12_Geographe.Bay_stereoBRUVs","256","Cheilodactylidae","Cheilodactylus","gibbosus",1
"2014-12_Geographe.Bay_stereoBRUVs","256","Cheilodactylidae","Nemadactylus","valenciennesi",1
"2014-12_Geographe.Bay_stereoBRUVs","256","Labridae","Austrolabrus","maculatus",1
"2014-12_Geographe.Bay_stereoBRUVs","256","Labridae","Choerodon","rubescens",1
"2014-12_Geographe.Bay_stereoBRUVs","256","Labridae","Coris","auricularis",4
"2014-12_Geographe.Bay_stereoBRUVs","256","Labridae","Eupetrichthys","angustipes",1
"2014-12_Geographe.Bay_stereoBRUVs","256","Labridae","Notolabrus","parilus",2
"2014-12_Geographe.Bay_stereoBRUVs","256","Labridae","Ophthalmolepis","lineolatus",6
"2014-12_Geographe.Bay_stereoBRUVs","256","Labridae","Pseudolabrus","biserialis",4
"2014-12_Geographe.Bay_stereoBRUVs","256","Monacanthidae","Meuschenia","flavolineata",1
"2014-12_Geographe.Bay_stereoBRUVs","256","Monacanthidae","Meuschenia","galii",1
"2014-12_Geographe.Bay_stereoBRUVs","256","Monacanthidae","Meuschenia","hippocrepis",1
"2014-12_Geographe.Bay_stereoBRUVs","256","Mullidae","Upeneichthys","vlamingii",1
"2014-12_Geographe.Bay_stereoBRUVs","256","Myliobatidae","Myliobatis","tenuicaudatus",1
"2014-12_Geographe.Bay_stereoBRUVs","256","Scorpididae","Neatypus","obliquus",5
"2014-12_Geographe.Bay_stereoBRUVs","256","Sparidae","Chrysophrys","auratus",2
"2014-12_Geographe.Bay_stereoBRUVs","256","Trygonorrhinidae","Trygonorrhina","dumerilii",1
"2014-12_Geographe.Bay_stereoBRUVs","26","Carangidae","Pseudocaranx","spp",1
"2014-12_Geographe.Bay_stereoBRUVs","26","Gerreidae","Parequula","melbournensis",3
"2014-12_Geographe.Bay_stereoBRUVs","26","Labridae","Austrolabrus","maculatus",2
"2014-12_Geographe.Bay_stereoBRUVs","26","Labridae","Coris","auricularis",31
"2014-12_Geographe.Bay_stereoBRUVs","26","Labridae","Notolabrus","parilus",2
"2014-12_Geographe.Bay_stereoBRUVs","26","Labridae","Ophthalmolepis","lineolatus",3
"2014-12_Geographe.Bay_stereoBRUVs","26","Monacanthidae","Acanthaluteres","vittiger",40
"2014-12_Geographe.Bay_stereoBRUVs","26","Monacanthidae","Scobinichthys","granulatus",1
"2014-12_Geographe.Bay_stereoBRUVs","26","Mullidae","Upeneichthys","vlamingii",1
"2014-12_Geographe.Bay_stereoBRUVs","26","Myliobatidae","Myliobatis","tenuicaudatus",1
"2014-12_Geographe.Bay_stereoBRUVs","26","Odacidae","Siphonognathus","caninis",1
"2014-12_Geographe.Bay_stereoBRUVs","26","Terapontidae","Pelsartia","humeralis",1
"2014-12_Geographe.Bay_stereoBRUVs","26","Trygonorrhinidae","Trygonorrhina","dumerilii",1
"2014-12_Geographe.Bay_stereoBRUVs","27","Carangidae","Pseudocaranx","spp",14
"2014-12_Geographe.Bay_stereoBRUVs","27","Carangidae","Trachurus","novaezelandiae",2
"2014-12_Geographe.Bay_stereoBRUVs","27","Dasyatidae","Bathytoshia","brevicaudata",1
"2014-12_Geographe.Bay_stereoBRUVs","27","Gerreidae","Parequula","melbournensis",17
"2014-12_Geographe.Bay_stereoBRUVs","27","Myliobatidae","Myliobatis","tenuicaudatus",1
"2014-12_Geographe.Bay_stereoBRUVs","27","Aracanidae","Anoplocapros","amygdaloides",1
"2014-12_Geographe.Bay_stereoBRUVs","27","Platycephalidae","Platycephalus","spp",2
"2014-12_Geographe.Bay_stereoBRUVs","27","Sillaginidae","Sillago","spp",21
"2014-12_Geographe.Bay_stereoBRUVs","27","Trygonorrhinidae","Trygonorrhina","dumerilii",2
"2014-12_Geographe.Bay_stereoBRUVs","27","Urolophidae","Trygonoptera","sp10",1
"2014-12_Geographe.Bay_stereoBRUVs","270","Carangidae","Pseudocaranx","spp",5
"2014-12_Geographe.Bay_stereoBRUVs","270","Gerreidae","Parequula","melbournensis",4
"2014-12_Geographe.Bay_stereoBRUVs","270","Labridae","Coris","auricularis",1
"2014-12_Geographe.Bay_stereoBRUVs","270","Labridae","Notolabrus","parilus",2
"2014-12_Geographe.Bay_stereoBRUVs","270","Labridae","Ophthalmolepis","lineolatus",5
"2014-12_Geographe.Bay_stereoBRUVs","270","Monacanthidae","Acanthaluteres","brownii",1
"2014-12_Geographe.Bay_stereoBRUVs","270","Monacanthidae","Acanthaluteres","vittiger",1
"2014-12_Geographe.Bay_stereoBRUVs","270","Myliobatidae","Myliobatis","tenuicaudatus",1
"2014-12_Geographe.Bay_stereoBRUVs","270","Trygonorrhinidae","Trygonorrhina","dumerilii",2
"2014-12_Geographe.Bay_stereoBRUVs","270","Urolophidae","Trygonoptera","ovalis",1
"2014-12_Geographe.Bay_stereoBRUVs","271","Carangidae","Pseudocaranx","spp",3
"2014-12_Geographe.Bay_stereoBRUVs","271","Carangidae","Seriola","hippos",2
"2014-12_Geographe.Bay_stereoBRUVs","271","Chaetodontidae","Chelmonops","curiosus",1
"2014-12_Geographe.Bay_stereoBRUVs","271","Glaucosomatidae","Glaucosoma","hebraicum",1
"2014-12_Geographe.Bay_stereoBRUVs","271","Labridae","Austrolabrus","maculatus",2
"2014-12_Geographe.Bay_stereoBRUVs","271","Labridae","Bodianus","frenchii",1
"2014-12_Geographe.Bay_stereoBRUVs","271","Labridae","Choerodon","rubescens",1
"2014-12_Geographe.Bay_stereoBRUVs","271","Labridae","Coris","auricularis",39
"2014-12_Geographe.Bay_stereoBRUVs","271","Labridae","Notolabrus","parilus",2
"2014-12_Geographe.Bay_stereoBRUVs","271","Labridae","Ophthalmolepis","lineolatus",6
"2014-12_Geographe.Bay_stereoBRUVs","271","Labridae","Pseudolabrus","biserialis",1
"2014-12_Geographe.Bay_stereoBRUVs","271","Monacanthidae","Meuschenia","galii",1
"2014-12_Geographe.Bay_stereoBRUVs","271","Mullidae","Upeneichthys","vlamingii",1
"2014-12_Geographe.Bay_stereoBRUVs","271","Myliobatidae","Myliobatis","tenuicaudatus",3
"2014-12_Geographe.Bay_stereoBRUVs","271","Parascylliidae","Parascyllium","variolatum",1
"2014-12_Geographe.Bay_stereoBRUVs","271","Pomacentridae","Chromis","klunzingeri",22
"2014-12_Geographe.Bay_stereoBRUVs","271","Scorpididae","Neatypus","obliquus",8
"2014-12_Geographe.Bay_stereoBRUVs","271","Sparidae","Chrysophrys","auratus",1
"2014-12_Geographe.Bay_stereoBRUVs","271","Urolophidae","Trygonoptera","ovalis",1
"2014-12_Geographe.Bay_stereoBRUVs","272","Carangidae","Pseudocaranx","spp",10
"2014-12_Geographe.Bay_stereoBRUVs","272","Dasyatidae","Bathytoshia","brevicaudata",1
"2014-12_Geographe.Bay_stereoBRUVs","272","Gerreidae","Parequula","melbournensis",11
"2014-12_Geographe.Bay_stereoBRUVs","272","Heterodontidae","Heterodontus","portusjacksoni",2
"2014-12_Geographe.Bay_stereoBRUVs","272","Labridae","Austrolabrus","maculatus",2
"2014-12_Geographe.Bay_stereoBRUVs","272","Labridae","Coris","auricularis",14
"2014-12_Geographe.Bay_stereoBRUVs","272","Labridae","Eupetrichthys","angustipes",2
"2014-12_Geographe.Bay_stereoBRUVs","272","Labridae","Notolabrus","parilus",3
"2014-12_Geographe.Bay_stereoBRUVs","272","Labridae","Ophthalmolepis","lineolatus",5
"2014-12_Geographe.Bay_stereoBRUVs","272","Monacanthidae","Acanthaluteres","brownii",1
"2014-12_Geographe.Bay_stereoBRUVs","272","Monacanthidae","Scobinichthys","granulatus",1
"2014-12_Geographe.Bay_stereoBRUVs","272","Mullidae","Upeneichthys","vlamingii",1
"2014-12_Geographe.Bay_stereoBRUVs","272","Scorpididae","Neatypus","obliquus",2
"2014-12_Geographe.Bay_stereoBRUVs","272","Trygonorrhinidae","Trygonorrhina","dumerilii",1
"2014-12_Geographe.Bay_stereoBRUVs","28","Carangidae","Pseudocaranx","spp",3
"2014-12_Geographe.Bay_stereoBRUVs","28","Chaetodontidae","Chelmonops","curiosus",1
"2014-12_Geographe.Bay_stereoBRUVs","28","Gerreidae","Parequula","melbournensis",1
"2014-12_Geographe.Bay_stereoBRUVs","28","Labridae","Austrolabrus","maculatus",2
"2014-12_Geographe.Bay_stereoBRUVs","28","Labridae","Bodianus","frenchii",1
"2014-12_Geographe.Bay_stereoBRUVs","28","Labridae","Coris","auricularis",5
"2014-12_Geographe.Bay_stereoBRUVs","28","Labridae","Eupetrichthys","angustipes",1
"2014-12_Geographe.Bay_stereoBRUVs","28","Labridae","Notolabrus","parilus",1
"2014-12_Geographe.Bay_stereoBRUVs","28","Labridae","Ophthalmolepis","lineolatus",4
"2014-12_Geographe.Bay_stereoBRUVs","28","Monacanthidae","Scobinichthys","granulatus",1
"2014-12_Geographe.Bay_stereoBRUVs","28","Mullidae","Parupeneus","chrysopleuron",1
"2014-12_Geographe.Bay_stereoBRUVs","28","Mullidae","Upeneichthys","vlamingii",1
"2014-12_Geographe.Bay_stereoBRUVs","28","Neosebastidae","Neosebastes","pandus",2
"2014-12_Geographe.Bay_stereoBRUVs","28","Odacidae","Heteroscarus","acroptilus",1
"2014-12_Geographe.Bay_stereoBRUVs","28","Pempherididae","Pempheris","klunzingeri",10
"2014-12_Geographe.Bay_stereoBRUVs","28","Scorpididae","Neatypus","obliquus",16
"2014-12_Geographe.Bay_stereoBRUVs","28","Serranidae","Caesioperca","sp1",1
"2014-12_Geographe.Bay_stereoBRUVs","282","Carangidae","Pseudocaranx","spp",9
"2014-12_Geographe.Bay_stereoBRUVs","282","Gerreidae","Parequula","melbournensis",3
"2014-12_Geographe.Bay_stereoBRUVs","282","Labridae","Austrolabrus","maculatus",2
"2014-12_Geographe.Bay_stereoBRUVs","282","Labridae","Coris","auricularis",3
"2014-12_Geographe.Bay_stereoBRUVs","282","Labridae","Eupetrichthys","angustipes",2
"2014-12_Geographe.Bay_stereoBRUVs","282","Labridae","Notolabrus","parilus",1
"2014-12_Geographe.Bay_stereoBRUVs","282","Labridae","Ophthalmolepis","lineolatus",3
"2014-12_Geographe.Bay_stereoBRUVs","282","Monacanthidae","Acanthaluteres","vittiger",3
"2014-12_Geographe.Bay_stereoBRUVs","282","Monacanthidae","Scobinichthys","granulatus",1
"2014-12_Geographe.Bay_stereoBRUVs","282","Mullidae","Upeneichthys","vlamingii",1
"2014-12_Geographe.Bay_stereoBRUVs","282","Serranidae","Hypoplectrodes","nigroruber",1
"2014-12_Geographe.Bay_stereoBRUVs","282","Sphyraenidae","Sphyraena","novaehollandiae",11
"2014-12_Geographe.Bay_stereoBRUVs","282","Trygonorrhinidae","Trygonorrhina","dumerilii",1
"2014-12_Geographe.Bay_stereoBRUVs","287","Carangidae","Pseudocaranx","spp",4
"2014-12_Geographe.Bay_stereoBRUVs","287","Chaetodontidae","Chelmonops","curiosus",2
"2014-12_Geographe.Bay_stereoBRUVs","287","Cheilodactylidae","Dactylophora","nigricans",1
"2014-12_Geographe.Bay_stereoBRUVs","287","Labridae","Austrolabrus","maculatus",1
"2014-12_Geographe.Bay_stereoBRUVs","287","Labridae","Bodianus","frenchii",1
"2014-12_Geographe.Bay_stereoBRUVs","287","Labridae","Coris","auricularis",18
"2014-12_Geographe.Bay_stereoBRUVs","287","Labridae","Notolabrus","parilus",1
"2014-12_Geographe.Bay_stereoBRUVs","287","Labridae","Ophthalmolepis","lineolatus",7
"2014-12_Geographe.Bay_stereoBRUVs","287","Labridae","Pseudolabrus","biserialis",2
"2014-12_Geographe.Bay_stereoBRUVs","287","Monacanthidae","Meuschenia","flavolineata",1
"2014-12_Geographe.Bay_stereoBRUVs","287","Monacanthidae","Meuschenia","galii",2
"2014-12_Geographe.Bay_stereoBRUVs","287","Pomacentridae","Chromis","klunzingeri",1
"2014-12_Geographe.Bay_stereoBRUVs","287","Scorpididae","Neatypus","obliquus",47
"2014-12_Geographe.Bay_stereoBRUVs","287","Scorpididae","Tilodon","sexfasciatus",1
"2014-12_Geographe.Bay_stereoBRUVs","287","Sparidae","Chrysophrys","auratus",1
"2014-12_Geographe.Bay_stereoBRUVs","288","Carangidae","Pseudocaranx","spp",6
"2014-12_Geographe.Bay_stereoBRUVs","288","Carangidae","Seriola","hippos",1
"2014-12_Geographe.Bay_stereoBRUVs","288","Carcharhinidae","Galeocerdo","cuvier",1
"2014-12_Geographe.Bay_stereoBRUVs","288","Gerreidae","Parequula","melbournensis",3
"2014-12_Geographe.Bay_stereoBRUVs","288","Labridae","Choerodon","rubescens",1
"2014-12_Geographe.Bay_stereoBRUVs","288","Labridae","Coris","auricularis",1
"2014-12_Geographe.Bay_stereoBRUVs","288","Labridae","Halichoeres","brownfieldi",1
"2014-12_Geographe.Bay_stereoBRUVs","288","Labridae","Notolabrus","parilus",2
"2014-12_Geographe.Bay_stereoBRUVs","288","Labridae","Ophthalmolepis","lineolatus",3
"2014-12_Geographe.Bay_stereoBRUVs","288","Monacanthidae","Scobinichthys","granulatus",1
"2014-12_Geographe.Bay_stereoBRUVs","288","Myliobatidae","Myliobatis","tenuicaudatus",1
"2014-12_Geographe.Bay_stereoBRUVs","288","Scorpididae","Neatypus","obliquus",1
"2014-12_Geographe.Bay_stereoBRUVs","29","Carangidae","Pseudocaranx","spp",7
"2014-12_Geographe.Bay_stereoBRUVs","29","Heterodontidae","Heterodontus","portusjacksoni",1
"2014-12_Geographe.Bay_stereoBRUVs","29","Labridae","Austrolabrus","maculatus",3
"2014-12_Geographe.Bay_stereoBRUVs","29","Labridae","Bodianus","frenchii",1
"2014-12_Geographe.Bay_stereoBRUVs","29","Labridae","Choerodon","rubescens",1
"2014-12_Geographe.Bay_stereoBRUVs","29","Labridae","Coris","auricularis",8
"2014-12_Geographe.Bay_stereoBRUVs","29","Labridae","Ophthalmolepis","lineolatus",4
"2014-12_Geographe.Bay_stereoBRUVs","29","Labridae","Pseudolabrus","biserialis",3
"2014-12_Geographe.Bay_stereoBRUVs","29","Muraenidae","Gymnothorax","woodwardi",1
"2014-12_Geographe.Bay_stereoBRUVs","29","Neosebastidae","Neosebastes","pandus",1
"2014-12_Geographe.Bay_stereoBRUVs","29","Parascylliidae","Parascyllium","ferrugineum",1
"2014-12_Geographe.Bay_stereoBRUVs","29","Scorpididae","Neatypus","obliquus",43
"2014-12_Geographe.Bay_stereoBRUVs","29","Serranidae","Epinephelides","armatus",1
"2014-12_Geographe.Bay_stereoBRUVs","29","Sparidae","Chrysophrys","auratus",1
"2014-12_Geographe.Bay_stereoBRUVs","29","Trygonorrhinidae","Trygonorrhina","dumerilii",2
"2014-12_Geographe.Bay_stereoBRUVs","3","Carangidae","Pseudocaranx","georgianus",43
"2014-12_Geographe.Bay_stereoBRUVs","3","Carangidae","Trachurus","novaezelandiae",1
"2014-12_Geographe.Bay_stereoBRUVs","3","Carcharhinidae","Carcharhinus","sp10",1
"2014-12_Geographe.Bay_stereoBRUVs","3","Dasyatidae","Bathytoshia","brevicaudata",1
"2014-12_Geographe.Bay_stereoBRUVs","3","Monacanthidae","Meuschenia","freycineti",1
"2014-12_Geographe.Bay_stereoBRUVs","3","Myliobatidae","Myliobatis","tenuicaudatus",1
"2014-12_Geographe.Bay_stereoBRUVs","3","Neosebastidae","Neosebastes","pandus",1
"2014-12_Geographe.Bay_stereoBRUVs","3","Aracanidae","Anoplocapros","amygdaloides",1
"2014-12_Geographe.Bay_stereoBRUVs","3","Ostraciidae","Aracana","aurita",1
"2014-12_Geographe.Bay_stereoBRUVs","3","Platycephalidae","Platycephalus","spp",6
"2014-12_Geographe.Bay_stereoBRUVs","3","Scombridae","Thunnus","sp1",1
"2014-12_Geographe.Bay_stereoBRUVs","3","Sillaginidae","Sillago","spp",11
"2014-12_Geographe.Bay_stereoBRUVs","3","Trygonorrhinidae","Trygonorrhina","dumerilii",1
"2014-12_Geographe.Bay_stereoBRUVs","30","Carangidae","Pseudocaranx","spp",3
"2014-12_Geographe.Bay_stereoBRUVs","30","Carangidae","Trachurus","novaezelandiae",3
"2014-12_Geographe.Bay_stereoBRUVs","30","Gerreidae","Parequula","melbournensis",2
"2014-12_Geographe.Bay_stereoBRUVs","30","Neosebastidae","Neosebastes","pandus",1
"2014-12_Geographe.Bay_stereoBRUVs","30","Aracanidae","Anoplocapros","amygdaloides",1
"2014-12_Geographe.Bay_stereoBRUVs","30","Platycephalidae","Platycephalus","spp",3
"2014-12_Geographe.Bay_stereoBRUVs","30","Sillaginidae","Sillago","spp",5
"2014-12_Geographe.Bay_stereoBRUVs","30","Triglidae","Chelidonichthys","kumu",1
"2014-12_Geographe.Bay_stereoBRUVs","30","Trygonorrhinidae","Trygonorrhina","dumerilii",1
"2014-12_Geographe.Bay_stereoBRUVs","30","Urolophidae","Trygonoptera","ovalis",1
"2014-12_Geographe.Bay_stereoBRUVs","31","Gerreidae","Parequula","melbournensis",1
"2014-12_Geographe.Bay_stereoBRUVs","31","Monacanthidae","Nelusetta","ayraud",3
"2014-12_Geographe.Bay_stereoBRUVs","31","Myliobatidae","Myliobatis","tenuicaudatus",3
"2014-12_Geographe.Bay_stereoBRUVs","31","Neosebastidae","Neosebastes","pandus",2
"2014-12_Geographe.Bay_stereoBRUVs","31","Aracanidae","Anoplocapros","amygdaloides",1
"2014-12_Geographe.Bay_stereoBRUVs","31","Platycephalidae","Platycephalus","spp",4
"2014-12_Geographe.Bay_stereoBRUVs","31","Triakidae","Mustelus","antarcticus",1
"2014-12_Geographe.Bay_stereoBRUVs","31","Trygonorrhinidae","Trygonorrhina","dumerilii",1
"2014-12_Geographe.Bay_stereoBRUVs","32","Carangidae","Pseudocaranx","spp",3
"2014-12_Geographe.Bay_stereoBRUVs","32","Gerreidae","Parequula","melbournensis",3
"2014-12_Geographe.Bay_stereoBRUVs","32","Labridae","Coris","auricularis",2
"2014-12_Geographe.Bay_stereoBRUVs","32","Labridae","Halichoeres","brownfieldi",1
"2014-12_Geographe.Bay_stereoBRUVs","32","Labridae","Notolabrus","parilus",3
"2014-12_Geographe.Bay_stereoBRUVs","32","Labridae","Ophthalmolepis","lineolatus",8
"2014-12_Geographe.Bay_stereoBRUVs","32","Monacanthidae","Acanthaluteres","vittiger",1
"2014-12_Geographe.Bay_stereoBRUVs","32","Monacanthidae","Meuschenia","galii",1
"2014-12_Geographe.Bay_stereoBRUVs","32","Monacanthidae","Scobinichthys","granulatus",1
"2014-12_Geographe.Bay_stereoBRUVs","32","Mullidae","Upeneichthys","vlamingii",1
"2014-12_Geographe.Bay_stereoBRUVs","32","Myliobatidae","Myliobatis","tenuicaudatus",1
"2014-12_Geographe.Bay_stereoBRUVs","32","Pomacentridae","Chromis","klunzingeri",6
"2014-12_Geographe.Bay_stereoBRUVs","32","Urolophidae","Trygonoptera","ovalis",1
"2014-12_Geographe.Bay_stereoBRUVs","327","Carangidae","Pseudocaranx","spp",1
"2014-12_Geographe.Bay_stereoBRUVs","327","Gerreidae","Parequula","melbournensis",1
"2014-12_Geographe.Bay_stereoBRUVs","327","Labridae","Austrolabrus","maculatus",2
"2014-12_Geographe.Bay_stereoBRUVs","327","Labridae","Choerodon","rubescens",1
"2014-12_Geographe.Bay_stereoBRUVs","327","Labridae","Coris","auricularis",15
"2014-12_Geographe.Bay_stereoBRUVs","327","Labridae","Eupetrichthys","angustipes",1
"2014-12_Geographe.Bay_stereoBRUVs","327","Labridae","Halichoeres","brownfieldi",4
"2014-12_Geographe.Bay_stereoBRUVs","327","Labridae","Notolabrus","parilus",1
"2014-12_Geographe.Bay_stereoBRUVs","327","Labridae","Ophthalmolepis","lineolatus",3
"2014-12_Geographe.Bay_stereoBRUVs","327","Monacanthidae","Acanthaluteres","vittiger",1
"2014-12_Geographe.Bay_stereoBRUVs","327","Monacanthidae","Meuschenia","flavolineata",1
"2014-12_Geographe.Bay_stereoBRUVs","327","Monacanthidae","Scobinichthys","granulatus",2
"2014-12_Geographe.Bay_stereoBRUVs","327","Mullidae","Upeneichthys","vlamingii",1
"2014-12_Geographe.Bay_stereoBRUVs","327","Pomacentridae","Chromis","klunzingeri",4
"2014-12_Geographe.Bay_stereoBRUVs","327","Scorpididae","Neatypus","obliquus",2
"2014-12_Geographe.Bay_stereoBRUVs","327","Trygonorrhinidae","Trygonorrhina","dumerilii",2
"2014-12_Geographe.Bay_stereoBRUVs","331","Carangidae","Pseudocaranx","spp",5
"2014-12_Geographe.Bay_stereoBRUVs","331","Labridae","Austrolabrus","maculatus",1
"2014-12_Geographe.Bay_stereoBRUVs","331","Labridae","Choerodon","rubescens",3
"2014-12_Geographe.Bay_stereoBRUVs","331","Labridae","Coris","auricularis",15
"2014-12_Geographe.Bay_stereoBRUVs","331","Labridae","Notolabrus","parilus",1
"2014-12_Geographe.Bay_stereoBRUVs","331","Labridae","Ophthalmolepis","lineolatus",2
"2014-12_Geographe.Bay_stereoBRUVs","331","Labridae","Pictilabrus","viridis",1
"2014-12_Geographe.Bay_stereoBRUVs","331","Labridae","Pseudolabrus","biserialis",1
"2014-12_Geographe.Bay_stereoBRUVs","331","Mullidae","Upeneichthys","vlamingii",1
"2014-12_Geographe.Bay_stereoBRUVs","331","Myliobatidae","Myliobatis","tenuicaudatus",1
"2014-12_Geographe.Bay_stereoBRUVs","331","Aracanidae","Anoplocapros","amygdaloides",1
"2014-12_Geographe.Bay_stereoBRUVs","331","Sparidae","Chrysophrys","auratus",8
"2014-12_Geographe.Bay_stereoBRUVs","331","Trygonorrhinidae","Trygonorrhina","dumerilii",3
"2014-12_Geographe.Bay_stereoBRUVs","335","Gerreidae","Parequula","melbournensis",18
"2014-12_Geographe.Bay_stereoBRUVs","335","Myliobatidae","Myliobatis","tenuicaudatus",2
"2014-12_Geographe.Bay_stereoBRUVs","335","Neosebastidae","Neosebastes","pandus",1
"2014-12_Geographe.Bay_stereoBRUVs","335","Ostraciidae","Aracana","aurita",1
"2014-12_Geographe.Bay_stereoBRUVs","335","Platycephalidae","Platycephalus","spp",1
"2014-12_Geographe.Bay_stereoBRUVs","335","Trygonorrhinidae","Trygonorrhina","dumerilii",3
"2014-12_Geographe.Bay_stereoBRUVs","35","Carangidae","Pseudocaranx","spp",9
"2014-12_Geographe.Bay_stereoBRUVs","35","Dasyatidae","Bathytoshia","brevicaudata",1
"2014-12_Geographe.Bay_stereoBRUVs","35","Gerreidae","Parequula","melbournensis",3
"2014-12_Geographe.Bay_stereoBRUVs","35","Labridae","Coris","auricularis",12
"2014-12_Geographe.Bay_stereoBRUVs","35","Labridae","Notolabrus","parilus",1
"2014-12_Geographe.Bay_stereoBRUVs","35","Labridae","Ophthalmolepis","lineolatus",1
"2014-12_Geographe.Bay_stereoBRUVs","35","Monacanthidae","Chaetodermis","penicilligerus",1
"2014-12_Geographe.Bay_stereoBRUVs","35","Monacanthidae","Scobinichthys","granulatus",1
"2014-12_Geographe.Bay_stereoBRUVs","35","Mullidae","Upeneichthys","vlamingii",1
"2014-12_Geographe.Bay_stereoBRUVs","35","Myliobatidae","Myliobatis","tenuicaudatus",1
"2014-12_Geographe.Bay_stereoBRUVs","35","Parascylliidae","Parascyllium","variolatum",1
"2014-12_Geographe.Bay_stereoBRUVs","35","Sparidae","Chrysophrys","auratus",1
"2014-12_Geographe.Bay_stereoBRUVs","35","Trygonorrhinidae","Trygonorrhina","dumerilii",1
"2014-12_Geographe.Bay_stereoBRUVs","36","Carangidae","Pseudocaranx","spp",16
"2014-12_Geographe.Bay_stereoBRUVs","36","Carangidae","Trachurus","novaezelandiae",1
"2014-12_Geographe.Bay_stereoBRUVs","36","Myliobatidae","Myliobatis","tenuicaudatus",1
"2014-12_Geographe.Bay_stereoBRUVs","36","Aracanidae","Anoplocapros","amygdaloides",1
"2014-12_Geographe.Bay_stereoBRUVs","36","Platycephalidae","Platycephalus","spp",1
"2014-12_Geographe.Bay_stereoBRUVs","36","Sillaginidae","Sillago","spp",6
"2014-12_Geographe.Bay_stereoBRUVs","36","Trygonorrhinidae","Trygonorrhina","dumerilii",3
"2014-12_Geographe.Bay_stereoBRUVs","37","Carangidae","Pseudocaranx","spp",9
"2014-12_Geographe.Bay_stereoBRUVs","37","Carangidae","Trachurus","novaezelandiae",6
"2014-12_Geographe.Bay_stereoBRUVs","37","Dasyatidae","Bathytoshia","brevicaudata",1
"2014-12_Geographe.Bay_stereoBRUVs","37","Gerreidae","Parequula","melbournensis",11
"2014-12_Geographe.Bay_stereoBRUVs","37","Mullidae","Upeneichthys","vlamingii",1
"2014-12_Geographe.Bay_stereoBRUVs","37","Aracanidae","Anoplocapros","amygdaloides",1
"2014-12_Geographe.Bay_stereoBRUVs","37","Platycephalidae","Platycephalus","spp",3
"2014-12_Geographe.Bay_stereoBRUVs","37","Sillaginidae","Sillago","spp",8
