"campaignid","sample","family","genus","species","length","number","range"
"2014-12_Geographe.Bay_stereoBRUVs","714","Mullidae","Upeneichthys","vlamingii",165.50138,1,1653.34933
"2014-12_Geographe.Bay_stereoBRUVs","714","Labridae","Coris","auricularis",333.06432,1,2307.07078
"2014-12_Geographe.Bay_stereoBRUVs","714","Carangidae","Pseudocaranx","spp",254.77394,1,2343.20593
"2014-12_Geographe.Bay_stereoBRUVs","714","Carangidae","Pseudocaranx","spp",241.69861,1,1971.13929
"2014-12_Geographe.Bay_stereoBRUVs","714","Carangidae","Pseudocaranx","spp",230.81055,1,1911.32586
"2014-12_Geographe.Bay_stereoBRUVs","714","Labridae","Notolabrus","parilus",263.65403,1,2421.51378
"2014-12_Geographe.Bay_stereoBRUVs","714","Gerreidae","Parequula","melbournensis",94.43623,1,1679.22085
"2014-12_Geographe.Bay_stereoBRUVs","714","Gerreidae","Parequula","melbournensis",87.88415,1,1588.79472
"2014-12_Geographe.Bay_stereoBRUVs","714","Gerreidae","Parequula","melbournensis",100.83779,1,2227.49103
"2014-12_Geographe.Bay_stereoBRUVs","714","Sparidae","Chrysophrys","auratus",408.31635,1,1852.6193
"2014-12_Geographe.Bay_stereoBRUVs","714","Labridae","Coris","auricularis",196.45929,1,1224.47385
"2014-12_Geographe.Bay_stereoBRUVs","714","Labridae","Coris","auricularis",215.70304,1,1315.86151
"2014-12_Geographe.Bay_stereoBRUVs","714","Labridae","Coris","auricularis",143.34538,1,1292.54412
"2014-12_Geographe.Bay_stereoBRUVs","714","Labridae","Coris","auricularis",227.05968,1,3111.31737
"2014-12_Geographe.Bay_stereoBRUVs","714","Labridae","Coris","auricularis",249.51501,1,1586.09108
"2014-12_Geographe.Bay_stereoBRUVs","714","Labridae","Coris","auricularis",278.46367,1,1792.28187
"2014-12_Geographe.Bay_stereoBRUVs","714","Labridae","Coris","auricularis",257.83732,1,2038.51889
"2014-12_Geographe.Bay_stereoBRUVs","714","Labridae","Coris","auricularis",263.07733,1,2852.22523
"2014-12_Geographe.Bay_stereoBRUVs","714","Labridae","Coris","auricularis",122.84422,1,1220.81149
"2014-12_Geographe.Bay_stereoBRUVs","714","Labridae","Coris","auricularis",298.08403,1,2088.46948
"2014-12_Geographe.Bay_stereoBRUVs","714","Labridae","Coris","auricularis",140.00653,1,1159.83255
"2014-12_Geographe.Bay_stereoBRUVs","714","Labridae","Coris","auricularis",277.43259,1,1488.66279
"2014-12_Geographe.Bay_stereoBRUVs","714","Labridae","Coris","auricularis",120.32009,1,1116.04657
"2014-12_Geographe.Bay_stereoBRUVs","714","Labridae","Coris","auricularis",126.29385,1,1654.91901
"2014-12_Geographe.Bay_stereoBRUVs","714","Labridae","Coris","auricularis",226.72053,1,1788.25054
"2014-12_Geographe.Bay_stereoBRUVs","714","Rhinobatidae","Trygonorrhina","dumerilii",765.72984,1,3738.47305
"2014-12_Geographe.Bay_stereoBRUVs","714","Myliobatidae","Myliobatis","tenuicaudatus",625.65638,1,1390.34005
"2014-12_Geographe.Bay_stereoBRUVs","714","Myliobatidae","Myliobatis","tenuicaudatus",536.6993,1,3304.14513
"2014-12_Geographe.Bay_stereoBRUVs","714","Myliobatidae","Myliobatis","tenuicaudatus",541.7146,1,3310.87864
"2014-12_Geographe.Bay_stereoBRUVs","714","Myliobatidae","Myliobatis","tenuicaudatus",524.81025,1,3206.77641
"2014-12_Geographe.Bay_stereoBRUVs","272","Gerreidae","Parequula","melbournensis",95.92475,1,1168.27007
"2014-12_Geographe.Bay_stereoBRUVs","272","Gerreidae","Parequula","melbournensis",87.25297,1,3676.41714
"2014-12_Geographe.Bay_stereoBRUVs","272","Monacanthidae","Scobinichthys","granulatus",197.07515,1,1944.2977
"2014-12_Geographe.Bay_stereoBRUVs","272","Labridae","Ophthalmolepis","lineolatus",230.99042,1,2275.05157
"2014-12_Geographe.Bay_stereoBRUVs","272","Labridae","Austrolabrus","maculatus",81.22128,1,1997.2317
"2014-12_Geographe.Bay_stereoBRUVs","272","Labridae","Notolabrus","parilus",286.83198,1,2456.10607
"2014-12_Geographe.Bay_stereoBRUVs","272","Labridae","Notolabrus","parilus",174.75566,1,2345.51316
"2014-12_Geographe.Bay_stereoBRUVs","272","Labridae","Ophthalmolepis","lineolatus",218.7411,1,2553.42129
"2014-12_Geographe.Bay_stereoBRUVs","272","Labridae","Ophthalmolepis","lineolatus",228.3957,1,1918.03495
"2014-12_Geographe.Bay_stereoBRUVs","272","Labridae","Ophthalmolepis","lineolatus",232.53195,1,1626.198
"2014-12_Geographe.Bay_stereoBRUVs","272","Carangidae","Pseudocaranx","spp",143.42352,1,2033.75043
"2014-12_Geographe.Bay_stereoBRUVs","272","Carangidae","Pseudocaranx","spp",157.2523,1,2207.947
"2014-12_Geographe.Bay_stereoBRUVs","272","Carangidae","Pseudocaranx","spp",72.68368,1,1470.80097
"2014-12_Geographe.Bay_stereoBRUVs","272","Carangidae","Pseudocaranx","spp",57.05345,1,1419.0444
"2014-12_Geographe.Bay_stereoBRUVs","272","Carangidae","Pseudocaranx","spp",66.68322,1,1345.20986
"2014-12_Geographe.Bay_stereoBRUVs","272","Carangidae","Pseudocaranx","spp",147.93137,1,2153.12257
"2014-12_Geographe.Bay_stereoBRUVs","272","Carangidae","Pseudocaranx","spp",81.00945,1,764.85752
"2014-12_Geographe.Bay_stereoBRUVs","272","Carangidae","Pseudocaranx","spp",74.32142,1,944.87205
"2014-12_Geographe.Bay_stereoBRUVs","272","Rhinobatidae","Trygonorrhina","dumerilii",1007.08575,1,2187.84632
"2014-12_Geographe.Bay_stereoBRUVs","272","Dasyatidae","Bathytoshia","brevicaudata",775.118,1,2499.09245
"2014-12_Geographe.Bay_stereoBRUVs","272","Labridae","Coris","auricularis",163.53736,1,1205.10481
"2014-12_Geographe.Bay_stereoBRUVs","272","Labridae","Coris","auricularis",297.65664,1,2841.74516
"2014-12_Geographe.Bay_stereoBRUVs","272","Labridae","Coris","auricularis",139.49691,1,1284.34661
"2014-12_Geographe.Bay_stereoBRUVs","272","Labridae","Coris","auricularis",160.04537,1,1193.12527
"2014-12_Geographe.Bay_stereoBRUVs","272","Labridae","Coris","auricularis",145.97756,1,2057.04787
"2014-12_Geographe.Bay_stereoBRUVs","272","Labridae","Coris","auricularis",164.60131,1,2538.44572
"2014-12_Geographe.Bay_stereoBRUVs","272","Labridae","Coris","auricularis",172.47298,1,1896.3029
"2014-12_Geographe.Bay_stereoBRUVs","272","Labridae","Coris","auricularis",163.90812,1,1150.12484
"2014-12_Geographe.Bay_stereoBRUVs","272","Labridae","Coris","auricularis",236.76288,1,1824.43564
"2014-12_Geographe.Bay_stereoBRUVs","272","Labridae","Coris","auricularis",160.91411,1,995.91552
"2014-12_Geographe.Bay_stereoBRUVs","272","Heterodontidae","Heterodontus","portusjacksoni",940.87429,1,2026.77252
"2014-12_Geographe.Bay_stereoBRUVs","272","Labridae","Notolabrus","parilus",225.25529,1,3122.02041
"2014-12_Geographe.Bay_stereoBRUVs","272","Monacanthidae","Acanthaluteres","brownii",343.07556,1,4838.1945
"2014-12_Geographe.Bay_stereoBRUVs","272","Scorpididae","Neatypus","obliquus",121.90464,1,1402.28619
"2014-12_Geographe.Bay_stereoBRUVs","272","Scorpididae","Neatypus","obliquus",116.12601,1,1591.78281
"2014-12_Geographe.Bay_stereoBRUVs","13RC3","Plesiopidae","Trachinops","noarlungae",53.99451,1,967.12065
"2014-12_Geographe.Bay_stereoBRUVs","13RC3","Monacanthidae","Meuschenia","galii",288.2242,1,1777.18335
"2014-12_Geographe.Bay_stereoBRUVs","13RC3","Labridae","Coris","auricularis",91.43762,1,1146.19601
"2014-12_Geographe.Bay_stereoBRUVs","13RC3","Labridae","Coris","auricularis",93.15608,1,1631.00976
"2014-12_Geographe.Bay_stereoBRUVs","13RC3","Labridae","Coris","auricularis",161.37971,1,1069.2916
"2014-12_Geographe.Bay_stereoBRUVs","13RC3","Labridae","Coris","auricularis",114.21648,1,1084.38706
"2014-12_Geographe.Bay_stereoBRUVs","13RC3","Labridae","Coris","auricularis",97.62785,1,1633.7499
"2014-12_Geographe.Bay_stereoBRUVs","13RC3","Pempherididae","Pempheris","klunzingeri",114.27377,1,1028.65094
"2014-12_Geographe.Bay_stereoBRUVs","13RC3","Pempherididae","Pempheris","klunzingeri",116.86771,1,1107.92311
"2014-12_Geographe.Bay_stereoBRUVs","13RC3","Pempherididae","Pempheris","klunzingeri",109.41193,1,980.41984
"2014-12_Geographe.Bay_stereoBRUVs","13RC3","Pempherididae","Pempheris","klunzingeri",114.16303,1,1062.26134
"2014-12_Geographe.Bay_stereoBRUVs","13RC3","Pempherididae","Pempheris","klunzingeri",112.21097,1,1048.14328
"2014-12_Geographe.Bay_stereoBRUVs","13RC3","Pempherididae","Pempheris","klunzingeri",108.23126,1,1138.76744
"2014-12_Geographe.Bay_stereoBRUVs","13RC3","Pempherididae","Pempheris","klunzingeri",96.0004,1,1330.25765
"2014-12_Geographe.Bay_stereoBRUVs","13RC3","Pempherididae","Pempheris","klunzingeri",67.77162,1,1466.90522
"2014-12_Geographe.Bay_stereoBRUVs","13RC3","Pempherididae","Pempheris","klunzingeri",108.93712,1,1567.94313
"2014-12_Geographe.Bay_stereoBRUVs","13RC3","Pempherididae","Pempheris","klunzingeri",104.6507,1,1467.20069
"2014-12_Geographe.Bay_stereoBRUVs","13RC3","Pempherididae","Pempheris","klunzingeri",107.67561,1,1084.96683
"2014-12_Geographe.Bay_stereoBRUVs","13RC3","Pempherididae","Pempheris","klunzingeri",117.17598,1,1554.83349
"2014-12_Geographe.Bay_stereoBRUVs","13RC3","Pempherididae","Pempheris","klunzingeri",115.7908,1,1697.47548
"2014-12_Geographe.Bay_stereoBRUVs","13RC3","Labridae","Austrolabrus","maculatus",92.17263,1,1609.22707
"2014-12_Geographe.Bay_stereoBRUVs","13RC3","Labridae","Pseudolabrus","biserialis",140.9248,1,1334.08321
"2014-12_Geographe.Bay_stereoBRUVs","13RC3","Labridae","Pseudolabrus","biserialis",104.7577,1,1578.30478
"2014-12_Geographe.Bay_stereoBRUVs","13RC3","Labridae","Pseudolabrus","biserialis",103.31185,1,1596.21508
"2014-12_Geographe.Bay_stereoBRUVs","13RC3","Plesiopidae","Paraplesiops","meleagris",275.06522,1,1437.41651
"2014-12_Geographe.Bay_stereoBRUVs","13RC3","Myliobatidae","Myliobatis","tenuicaudatus",579.56318,1,2143.25156
"2014-12_Geographe.Bay_stereoBRUVs","13RC3","Sparidae","Chrysophrys","auratus",288.52749,1,3248.7332
"2014-12_Geographe.Bay_stereoBRUVs","13RC3","Dasyatidae","Bathytoshia","brevicaudata",992.29733,1,1758.04414
"2014-12_Geographe.Bay_stereoBRUVs","13RC3","Labridae","Choerodon","rubescens",485.07828,1,3354.13024
"2014-12_Geographe.Bay_stereoBRUVs","13RC3","Labridae","Ophthalmolepis","lineolatus",204.05635,1,2080.35402
"2014-12_Geographe.Bay_stereoBRUVs","13RC3","Labridae","Ophthalmolepis","lineolatus",216.09486,1,1469.19601
"2014-12_Geographe.Bay_stereoBRUVs","13RC3","Labridae","Ophthalmolepis","lineolatus",131.60207,1,1765.25789
"2014-12_Geographe.Bay_stereoBRUVs","13RC3","Labridae","Ophthalmolepis","lineolatus",266.61977,1,1850.05014
"2014-12_Geographe.Bay_stereoBRUVs","13RC3","Labridae","Ophthalmolepis","lineolatus",231.57525,1,1780.48518
"2014-12_Geographe.Bay_stereoBRUVs","13RC3","Labridae","Ophthalmolepis","lineolatus",116.56356,1,1687.14711
"2014-12_Geographe.Bay_stereoBRUVs","13RC3","Glaucosomatidae","Glaucosoma","hebraicum",290.36851,1,2701.78996
"2014-12_Geographe.Bay_stereoBRUVs","13RC3","Carangidae","Pseudocaranx","spp",293.15114,1,2705.22155
"2014-12_Geographe.Bay_stereoBRUVs","13RC3","Carangidae","Pseudocaranx","spp",298.91128,1,2792.20493
"2014-12_Geographe.Bay_stereoBRUVs","13RC3","Labridae","Notolabrus","parilus",245.49662,1,1864.76981
"2014-12_Geographe.Bay_stereoBRUVs","13RC3","Labridae","Notolabrus","parilus",300.32281,1,1664.38835
"2014-12_Geographe.Bay_stereoBRUVs","13RC3","Scorpididae","Neatypus","obliquus",112.60877,1,915.42304
"2014-12_Geographe.Bay_stereoBRUVs","13RC3","Scorpididae","Neatypus","obliquus",148.04521,1,1230.17587
"2014-12_Geographe.Bay_stereoBRUVs","13RC3","Scorpididae","Neatypus","obliquus",125.09907,1,1342.45502
"2014-12_Geographe.Bay_stereoBRUVs","13RC3","Scorpididae","Neatypus","obliquus",117.24389,1,1286.21594
"2014-12_Geographe.Bay_stereoBRUVs","13RC3","Scorpididae","Neatypus","obliquus",115.95621,1,1582.306
"2014-12_Geographe.Bay_stereoBRUVs","13RC3","Scorpididae","Neatypus","obliquus",104.82278,1,1534.80983
"2014-12_Geographe.Bay_stereoBRUVs","13RC3","Heterodontidae","Heterodontus","portusjacksoni",593.8398,1,1168.28961
"2014-12_Geographe.Bay_stereoBRUVs","13RC3","Cheilodactylidae","Nemadactylus","valenciennesi",519.01887,1,2676.3285
"2014-12_Geographe.Bay_stereoBRUVs","199","Labridae","Ophthalmolepis","lineolatus",171.31639,1,2347.82373
"2014-12_Geographe.Bay_stereoBRUVs","199","Labridae","Austrolabrus","maculatus",91.22547,1,1780.09833
"2014-12_Geographe.Bay_stereoBRUVs","199","Labridae","Austrolabrus","maculatus",102.47068,1,1912.51062
"2014-12_Geographe.Bay_stereoBRUVs","199","Labridae","Austrolabrus","maculatus",99.13492,1,2198.78616
"2014-12_Geographe.Bay_stereoBRUVs","199","Chaetodontidae","Chelmonops","curiosus",155.3711,1,1528.13449
"2014-12_Geographe.Bay_stereoBRUVs","199","Chaetodontidae","Chelmonops","curiosus",123.33114,1,1624.51321
"2014-12_Geographe.Bay_stereoBRUVs","199","Glaucosomatidae","Glaucosoma","hebraicum",279.29769,1,2618.60386
"2014-12_Geographe.Bay_stereoBRUVs","199","Cheilodactylidae","Nemadactylus","valenciennesi",300.31971,1,2262.83102
"2014-12_Geographe.Bay_stereoBRUVs","199","Labridae","Ophthalmolepis","lineolatus",168.13077,1,1463.66644
"2014-12_Geographe.Bay_stereoBRUVs","199","Carangidae","Pseudocaranx","spp",315.34634,1,2938.26966
"2014-12_Geographe.Bay_stereoBRUVs","199","Carangidae","Pseudocaranx","spp",315.03197,1,2613.502
"2014-12_Geographe.Bay_stereoBRUVs","199","Carangidae","Pseudocaranx","spp",279.83964,1,4103.41331
"2014-12_Geographe.Bay_stereoBRUVs","199","Myliobatidae","Myliobatis","tenuicaudatus",618.70118,1,5517.55568
"2014-12_Geographe.Bay_stereoBRUVs","199","Labridae","Ophthalmolepis","lineolatus",318.1777,1,2178.82401
"2014-12_Geographe.Bay_stereoBRUVs","199","Labridae","Pseudolabrus","biserialis",145.3883,1,1411.45085
"2014-12_Geographe.Bay_stereoBRUVs","199","Labridae","Pseudolabrus","biserialis",131.734,1,3580.58455
"2014-12_Geographe.Bay_stereoBRUVs","199","Labridae","Notolabrus","parilus",238.09544,1,1726.61294
"2014-12_Geographe.Bay_stereoBRUVs","199","Labridae","Notolabrus","parilus",292.40584,1,2079.85373
"2014-12_Geographe.Bay_stereoBRUVs","199","Scorpididae","Neatypus","obliquus",144.41263,1,1305.93973
"2014-12_Geographe.Bay_stereoBRUVs","199","Scorpididae","Neatypus","obliquus",152.15237,1,2143.43932
"2014-12_Geographe.Bay_stereoBRUVs","199","Scorpididae","Neatypus","obliquus",116.79827,1,1548.70328
"2014-12_Geographe.Bay_stereoBRUVs","199","Scorpididae","Neatypus","obliquus",159.65217,1,2382.89537
"2014-12_Geographe.Bay_stereoBRUVs","199","Scorpididae","Neatypus","obliquus",143.57703,1,1308.62743
"2014-12_Geographe.Bay_stereoBRUVs","199","Scorpididae","Neatypus","obliquus",125.56006,1,1836.94705
"2014-12_Geographe.Bay_stereoBRUVs","199","Scorpididae","Neatypus","obliquus",152.78503,1,2131.40344
"2014-12_Geographe.Bay_stereoBRUVs","199","Scorpididae","Neatypus","obliquus",142.52043,1,1700.77817
"2014-12_Geographe.Bay_stereoBRUVs","199","Scorpididae","Neatypus","obliquus",151.64056,1,2415.80035
"2014-12_Geographe.Bay_stereoBRUVs","199","Scorpididae","Neatypus","obliquus",122.8628,1,3647.24487
"2014-12_Geographe.Bay_stereoBRUVs","199","Scorpididae","Neatypus","obliquus",149.90785,1,1253.8291
"2014-12_Geographe.Bay_stereoBRUVs","199","Scorpididae","Neatypus","obliquus",107.8897,1,1544.10524
"2014-12_Geographe.Bay_stereoBRUVs","199","Scorpididae","Neatypus","obliquus",137.89196,1,1316.51401
"2014-12_Geographe.Bay_stereoBRUVs","199","Scorpididae","Neatypus","obliquus",147.64262,1,2184.99995
"2014-12_Geographe.Bay_stereoBRUVs","199","Scorpididae","Neatypus","obliquus",149.2718,1,2414.38831
"2014-12_Geographe.Bay_stereoBRUVs","199","Scorpididae","Neatypus","obliquus",147.10238,1,1789.85936
"2014-12_Geographe.Bay_stereoBRUVs","199","Scorpididae","Neatypus","obliquus",138.18726,1,1714.76616
"2014-12_Geographe.Bay_stereoBRUVs","199","Scorpididae","Neatypus","obliquus",114.2645,1,2292.50469
"2014-12_Geographe.Bay_stereoBRUVs","199","Scorpididae","Neatypus","obliquus",148.68221,1,1680.3153
"2014-12_Geographe.Bay_stereoBRUVs","199","Scorpididae","Neatypus","obliquus",132.89327,1,1045.21881
"2014-12_Geographe.Bay_stereoBRUVs","199","Cheilodactylidae","Dactylophora","nigricans",627.4119,1,3082.19398
"2014-12_Geographe.Bay_stereoBRUVs","199","Neosebastidae","Neosebastes","pandus",313.85981,1,1571.61698
"2014-12_Geographe.Bay_stereoBRUVs","199","Sparidae","Chrysophrys","auratus",352.47378,1,2082.05578
"2014-12_Geographe.Bay_stereoBRUVs","199","Sparidae","Chrysophrys","auratus",367.86147,1,2971.75024
"2014-12_Geographe.Bay_stereoBRUVs","199","Rhinobatidae","Trygonorrhina","dumerilii",892.94771,1,1526.38192
"2014-12_Geographe.Bay_stereoBRUVs","199","Labridae","Coris","auricularis",171.40523,1,2361.57015
"2014-12_Geographe.Bay_stereoBRUVs","199","Labridae","Coris","auricularis",169.31982,1,2076.43461
"2014-12_Geographe.Bay_stereoBRUVs","199","Labridae","Coris","auricularis",179.55265,1,1772.39829
"2014-12_Geographe.Bay_stereoBRUVs","199","Labridae","Coris","auricularis",245.17137,1,1356.48079
"2014-12_Geographe.Bay_stereoBRUVs","199","Labridae","Coris","auricularis",212.02173,1,1850.53778
"2014-12_Geographe.Bay_stereoBRUVs","199","Labridae","Coris","auricularis",103.01925,1,2450.57527
"2014-12_Geographe.Bay_stereoBRUVs","199","Labridae","Coris","auricularis",250.20789,1,1549.51351
"2014-12_Geographe.Bay_stereoBRUVs","199","Labridae","Coris","auricularis",213.54351,1,1850.37418
"2014-12_Geographe.Bay_stereoBRUVs","199","Labridae","Coris","auricularis",269.26726,1,4392.62209
"2014-12_Geographe.Bay_stereoBRUVs","199","Labridae","Coris","auricularis",311.10817,1,2898.63996
"2014-12_Geographe.Bay_stereoBRUVs","199","Labridae","Coris","auricularis",262.59615,1,2929.77631
"2014-12_Geographe.Bay_stereoBRUVs","199","Labridae","Coris","auricularis",271.91814,1,1434.18507
"2014-12_Geographe.Bay_stereoBRUVs","199","Labridae","Coris","auricularis",173.2369,1,1543.85249
"2014-12_Geographe.Bay_stereoBRUVs","199","Labridae","Coris","auricularis",183.75025,1,1085.74487
"2014-12_Geographe.Bay_stereoBRUVs","199","Heterodontidae","Heterodontus","portusjacksoni",570.00831,1,1595.26101
"2014-12_Geographe.Bay_stereoBRUVs","199","Triakidae","Galeorhinus","galeus",940.37162,1,1389.79634
"2014-12_Geographe.Bay_stereoBRUVs","199","Triakidae","Galeorhinus","galeus",933.06825,1,2202.08445
"2014-12_Geographe.Bay_stereoBRUVs","199","Heterodontidae","Heterodontus","portusjacksoni",821.16786,1,2439.78394
"2014-12_Geographe.Bay_stereoBRUVs","10005","Gerreidae","Parequula","melbournensis",75.55045,1,1450.85101
"2014-12_Geographe.Bay_stereoBRUVs","10005","Gerreidae","Parequula","melbournensis",142.34452,1,2543.49847
"2014-12_Geographe.Bay_stereoBRUVs","10005","Gerreidae","Parequula","melbournensis",115.93117,1,2029.01866
"2014-12_Geographe.Bay_stereoBRUVs","10005","Pinguipedidae","Parapercis","haackei",83.79784,1,1828.73801
"2014-12_Geographe.Bay_stereoBRUVs","10005","Labridae","Coris","auricularis",248.92665,1,3451.6826
"2014-12_Geographe.Bay_stereoBRUVs","10005","Labridae","Coris","auricularis",322.39446,1,4185.18171
"2014-12_Geographe.Bay_stereoBRUVs","10005","Carangidae","Pseudocaranx","spp",74.12552,1,1884.74013
"2014-12_Geographe.Bay_stereoBRUVs","10005","Carangidae","Pseudocaranx","spp",77.35889,1,1832.03504
"2014-12_Geographe.Bay_stereoBRUVs","10005","Carangidae","Pseudocaranx","spp",80.03954,1,936.53821
"2014-12_Geographe.Bay_stereoBRUVs","10005","Carangidae","Pseudocaranx","spp",79.38413,1,975.65419
"2014-12_Geographe.Bay_stereoBRUVs","10005","Carangidae","Pseudocaranx","spp",83.30298,1,928.52687
"2014-12_Geographe.Bay_stereoBRUVs","10005","Carangidae","Pseudocaranx","spp",78.88091,1,983.14301
"2014-12_Geographe.Bay_stereoBRUVs","10005","Carangidae","Pseudocaranx","spp",79.35303,1,1012.73365
"2014-12_Geographe.Bay_stereoBRUVs","10005","Carangidae","Pseudocaranx","spp",78.38877,1,924.21405
"2014-12_Geographe.Bay_stereoBRUVs","10005","Carangidae","Pseudocaranx","spp",76.79656,1,949.06669
"2014-12_Geographe.Bay_stereoBRUVs","10005","Carangidae","Pseudocaranx","spp",75.96792,1,898.73087
"2014-12_Geographe.Bay_stereoBRUVs","10005","Monacanthidae","Scobinichthys","granulatus",157.72827,1,4121.46299
"2014-12_Geographe.Bay_stereoBRUVs","10005","Labridae","Eupetrichthys","angustipes",73.71436,1,2557.12826
"2014-12_Geographe.Bay_stereoBRUVs","10005","Mullidae","Upeneichthys","vlamingii",211.94816,1,6049.15649
"2014-12_Geographe.Bay_stereoBRUVs","10005","Rhinobatidae","Trygonorrhina","dumerilii",575.18517,1,1777.26401
"2014-12_Geographe.Bay_stereoBRUVs","10005","Myliobatidae","Myliobatis","tenuicaudatus",375.2231,1,2717.94979
"2014-12_Geographe.Bay_stereoBRUVs","10005","Heterodontidae","Heterodontus","portusjacksoni",490.5945,1,1902.98509
"2014-12_Geographe.Bay_stereoBRUVs","295","Labridae","Notolabrus","parilus",163.79913,1,3082.79403
"2014-12_Geographe.Bay_stereoBRUVs","295","Labridae","Notolabrus","parilus",191.49632,1,2943.40134
"2014-12_Geographe.Bay_stereoBRUVs","295","Heterodontidae","Heterodontus","portusjacksoni",862.1666,1,1759.26051
"2014-12_Geographe.Bay_stereoBRUVs","295","Carangidae","Pseudocaranx","spp",238.2154,1,1548.30667
"2014-12_Geographe.Bay_stereoBRUVs","295","Carangidae","Pseudocaranx","spp",268.78501,1,1206.09892
"2014-12_Geographe.Bay_stereoBRUVs","295","Myliobatidae","Myliobatis","tenuicaudatus",485.98996,1,3920.05344
"2014-12_Geographe.Bay_stereoBRUVs","295","Rhinobatidae","Trygonorrhina","dumerilii",969.39015,1,2345.64293
"2014-12_Geographe.Bay_stereoBRUVs","RC3","Monacanthidae","Meuschenia","flavolineata",252.536,1,1906.50385
"2014-12_Geographe.Bay_stereoBRUVs","RC3","Cheilodactylidae","Nemadactylus","valenciennesi",503.11024,1,2174.46642
"2014-12_Geographe.Bay_stereoBRUVs","RC3","Labridae","Austrolabrus","maculatus",90.94046,1,2193.35218
"2014-12_Geographe.Bay_stereoBRUVs","RC3","Sillaginidae","Sillaginodes","punctatus",468.05868,1,4385.22923
"2014-12_Geographe.Bay_stereoBRUVs","RC3","Neosebastidae","Neosebastes","pandus",288.21805,1,2236.37809
"2014-12_Geographe.Bay_stereoBRUVs","RC3","Neosebastidae","Neosebastes","pandus",309.5636,1,2472.73334
"2014-12_Geographe.Bay_stereoBRUVs","RC3","Labridae","Ophthalmolepis","lineolatus",74.20751,1,2532.89825
"2014-12_Geographe.Bay_stereoBRUVs","RC3","Labridae","Ophthalmolepis","lineolatus",65.45509,1,2344.45565
"2014-12_Geographe.Bay_stereoBRUVs","RC3","Serranidae","Epinephelides","armatus",394.19745,1,1961.53493
"2014-12_Geographe.Bay_stereoBRUVs","RC3","Serranidae","Epinephelides","armatus",402.38489,1,1860.07302
"2014-12_Geographe.Bay_stereoBRUVs","RC3","Carangidae","Pseudocaranx","spp",320.94487,1,2853.10112
"2014-12_Geographe.Bay_stereoBRUVs","RC3","Carangidae","Pseudocaranx","spp",403.29114,1,2896.3126
"2014-12_Geographe.Bay_stereoBRUVs","RC3","Carangidae","Pseudocaranx","spp",309.42246,1,2400.71172
"2014-12_Geographe.Bay_stereoBRUVs","RC3","Carangidae","Pseudocaranx","spp",322.54949,1,2506.26368
"2014-12_Geographe.Bay_stereoBRUVs","RC3","Carangidae","Pseudocaranx","spp",318.62374,1,2407.69552
"2014-12_Geographe.Bay_stereoBRUVs","RC3","Carangidae","Pseudocaranx","spp",294.15131,1,2118.75186
"2014-12_Geographe.Bay_stereoBRUVs","RC3","Carangidae","Pseudocaranx","spp",307.00123,1,2211.77393
"2014-12_Geographe.Bay_stereoBRUVs","RC3","Carangidae","Pseudocaranx","spp",307.26678,1,1925.06088
"2014-12_Geographe.Bay_stereoBRUVs","RC3","Carangidae","Pseudocaranx","spp",323.98674,1,2511.079
"2014-12_Geographe.Bay_stereoBRUVs","RC3","Carangidae","Pseudocaranx","spp",346.96929,1,2224.08568
"2014-12_Geographe.Bay_stereoBRUVs","RC3","Carangidae","Pseudocaranx","spp",290.15888,1,2415.52259
"2014-12_Geographe.Bay_stereoBRUVs","RC3","Carangidae","Pseudocaranx","spp",274.21641,1,2207.42852
"2014-12_Geographe.Bay_stereoBRUVs","RC3","Carangidae","Pseudocaranx","spp",210.40812,1,2588.25835
"2014-12_Geographe.Bay_stereoBRUVs","RC3","Aulopidae","Latropiscis","purpurissatus",485.03433,1,1903.25266
"2014-12_Geographe.Bay_stereoBRUVs","RC3","Aulopidae","Latropiscis","purpurissatus",356.35996,1,2265.8692
"2014-12_Geographe.Bay_stereoBRUVs","RC3","Carangidae","Seriola","hippos",675.34583,1,2341.65074
"2014-12_Geographe.Bay_stereoBRUVs","RC3","Serranidae","Othos","dentex",303.50471,1,2050.11271
"2014-12_Geographe.Bay_stereoBRUVs","RC3","Monacanthidae","Meuschenia","hippocrepis",246.15321,1,1347.70833
"2014-12_Geographe.Bay_stereoBRUVs","RC3","Monacanthidae","Meuschenia","hippocrepis",329.92372,1,1816.43489
"2014-12_Geographe.Bay_stereoBRUVs","RC3","Scorpididae","Neatypus","obliquus",137.59055,1,1675.00247
"2014-12_Geographe.Bay_stereoBRUVs","RC3","Scorpididae","Neatypus","obliquus",146.88723,1,2385.20036
"2014-12_Geographe.Bay_stereoBRUVs","RC3","Scorpididae","Neatypus","obliquus",153.49563,1,1848.23496
"2014-12_Geographe.Bay_stereoBRUVs","RC3","Scorpididae","Neatypus","obliquus",149.15395,1,1542.06559
"2014-12_Geographe.Bay_stereoBRUVs","RC3","Scorpididae","Neatypus","obliquus",141.10613,1,3177.37731
"2014-12_Geographe.Bay_stereoBRUVs","RC3","Scorpididae","Neatypus","obliquus",137.72088,1,1564.77304
"2014-12_Geographe.Bay_stereoBRUVs","RC3","Scorpididae","Neatypus","obliquus",145.72739,1,1334.70325
"2014-12_Geographe.Bay_stereoBRUVs","RC3","Scorpididae","Neatypus","obliquus",138.68711,1,1796.22675
